#     BLOCK:   ACTUAL_H:    H_AVE:      ERROR:
         658   -0.454903   -0.444357 0.000310005
         659   -0.451744   -0.444369 0.000309737
         660   -0.457696   -0.444389 0.000309926
         661   -0.455826   -0.444406  0.00030994
         662   -0.434376   -0.444391 0.000309841
         663   -0.435616   -0.444378 0.000309657
         664   -0.423152   -0.444346 0.000310836
         665   -0.452866   -0.444358 0.000310632
         666   -0.448135   -0.444364 0.000310218
         667    -0.44689   -0.444368 0.000309776
         668   -0.435259   -0.444354 0.000309612
         669    -0.46326   -0.444383 0.000310436
         670   -0.440483   -0.444377 0.000310027
         671   -0.453462    -0.44439 0.000309861
         672    -0.43525   -0.444377 0.000309698
         673   -0.443137   -0.444375 0.000309243
         674   -0.431219   -0.444355   0.0003094
         675   -0.448074   -0.444361 0.000308991
         676   -0.449754   -0.444369 0.000308637
         677   -0.461101   -0.444394 0.000309169
         678   -0.434644   -0.444379 0.000309047
         679    -0.45055   -0.444388 0.000308725
         680    -0.43679   -0.444377 0.000308473
         681   -0.446497    -0.44438 0.000308036
         682   -0.436083   -0.444368 0.000307825
         683   -0.443866   -0.444367 0.000307375
         684   -0.440854   -0.444362 0.000306968
         685   -0.446794   -0.444366 0.000306541
         686   -0.436764   -0.444355 0.000306294
         687   -0.438368   -0.444346 0.000305972
         688   -0.428979   -0.444324 0.000306342
         689   -0.436645   -0.444312   0.0003061
         690   -0.443454   -0.444311 0.000305659
         691   -0.442826   -0.444309 0.000305224
         692   -0.449309   -0.444316 0.000304868
         693   -0.440833   -0.444311  0.00030447
         694   -0.445702   -0.444313 0.000304038
         695   -0.433151   -0.444297 0.000304024
         696   -0.450319   -0.444306  0.00030371
         697   -0.452777   -0.444318 0.000303518
         698   -0.429195   -0.444296 0.000303855
         699   -0.421512   -0.444264 0.000305164
         700   -0.447588   -0.444268 0.000304765
         701   -0.439237   -0.444261 0.000304415
         702   -0.418091   -0.444224 0.000306255
         703   -0.436163   -0.444213 0.000306034
         704   -0.454232   -0.444227  0.00030593
         705   -0.445206   -0.444228 0.000305499
         706   -0.448832   -0.444235 0.000305136
         707   -0.435303   -0.444222 0.000304966
         708    -0.43066   -0.444203 0.000305136
         709   -0.438244   -0.444194 0.000304822
         710   -0.437102   -0.444184 0.000304556
         711    -0.45196   -0.444195 0.000304324
         712    -0.44623   -0.444198  0.00030391
         713   -0.443697   -0.444198 0.000303485
         714   -0.445155   -0.444199 0.000303062
         715   -0.439671   -0.444193 0.000302705
         716   -0.438604   -0.444185 0.000302383
         717   -0.447931    -0.44419 0.000302006
         718   -0.443252   -0.444189 0.000301588
         719   -0.435137   -0.444176 0.000301431
         720   -0.434672   -0.444163 0.000301302
         721   -0.454801   -0.444178 0.000301245
         722   -0.432017   -0.444161 0.000301298
         723   -0.444942   -0.444162 0.000300883
         724   -0.456068   -0.444178 0.000300917
         725   -0.438296    -0.44417 0.000300611
         726   -0.449082   -0.444177 0.000300273
         727   -0.440542   -0.444172 0.000299902
         728   -0.430473   -0.444153  0.00030008
         729   -0.420741   -0.444121 0.000301382
         730   -0.444857   -0.444122  0.00030097
         731   -0.458766   -0.444142 0.000301225
         732   -0.446556   -0.444145 0.000300831
         733   -0.433962   -0.444132 0.000300741
         734    -0.44891   -0.444138 0.000300402
         735   -0.457589   -0.444156  0.00030055
         736   -0.447437   -0.444161 0.000300175
         737   -0.439846   -0.444155 0.000299825
         738   -0.452996   -0.444167 0.000299658
         739   -0.455681   -0.444182 0.000299657
         740   -0.436416   -0.444172 0.000299436
         741    -0.44175   -0.444169  0.00029905
         742   -0.444696   -0.444169 0.000298647
         743   -0.447366   -0.444174 0.000298276
         744   -0.457435   -0.444192 0.000298408
         745   -0.442918    -0.44419 0.000298012
         746   -0.449354   -0.444197 0.000297693
         747   -0.442367   -0.444194 0.000297304
         748   -0.447998   -0.444199  0.00029695
         749   -0.441183   -0.444195 0.000296581
         750   -0.429222   -0.444175 0.000296857
         751   -0.443759   -0.444175 0.000296462
         752   -0.443116   -0.444173 0.000296071
         753   -0.450428   -0.444182 0.000295795
         754   -0.437082   -0.444172 0.000295552
         755    -0.43042   -0.444154 0.000295721
         756   -0.464203   -0.444181 0.000296517
         757    -0.45205   -0.444191 0.000296308
         758   -0.428983   -0.444171 0.000296595
         759   -0.455941   -0.444187 0.000296609
         760   -0.447399   -0.444191 0.000296249
         761   -0.442081   -0.444188 0.000295873
         762   -0.440725   -0.444183  0.00029552
         763   -0.448098   -0.444189 0.000295177
         764   -0.459596   -0.444209 0.000295479
         765   -0.448477   -0.444214 0.000295145
         766   -0.446726   -0.444218 0.000294778
         767   -0.439211   -0.444211 0.000294466
         768   -0.445161   -0.444212 0.000294085
         769   -0.450937   -0.444221 0.000293833
         770    -0.44514   -0.444222 0.000293453
         771   -0.435629   -0.444211 0.000293284
         772   -0.434451   -0.444198 0.000293177
         773   -0.450975   -0.444207 0.000292929
         774    -0.44461   -0.444208 0.000292551
         775   -0.446711   -0.444211 0.000292191
         776   -0.441727   -0.444208 0.000291832
         777   -0.447711   -0.444212 0.000291491
         778   -0.447267   -0.444216 0.000291143
         779   -0.437583   -0.444208 0.000290894
         780   -0.448216   -0.444213 0.000290566
         781   -0.448715   -0.444219 0.000290251
         782   -0.458147   -0.444236 0.000290426
         783   -0.449642   -0.444243 0.000290137
         784   -0.459163   -0.444262 0.000290391
         785   -0.446819   -0.444266 0.000290039
         786   -0.445597   -0.444267 0.000289675
         787   -0.450896   -0.444276 0.000289429
         788   -0.449547   -0.444282 0.000289139
         789   -0.443928   -0.444282 0.000288773
         790   -0.444657   -0.444282 0.000288408
         791   -0.430019   -0.444264 0.000288607
         792   -0.425053    -0.44424  0.00028926
         793   -0.444112    -0.44424 0.000288895
         794    -0.43805   -0.444232 0.000288636
         795   -0.441725   -0.444229 0.000288291
         796   -0.443097   -0.444228 0.000287932
         797   -0.434437   -0.444215 0.000287832
         798   -0.451819   -0.444225 0.000287629
         799   -0.434281   -0.444212 0.000287539
         800   -0.435751   -0.444202 0.000287374
         801   -0.455823   -0.444216 0.000287381
         802    -0.44406   -0.444216 0.000287023
         803   -0.442321   -0.444214 0.000286675
         804    -0.44044   -0.444209 0.000286357
         805   -0.448805   -0.444215 0.000286058
         806   -0.449284   -0.444221 0.000285772
         807   -0.440322   -0.444216 0.000285459
         808   -0.436162   -0.444206  0.00028528
         809   -0.446084   -0.444209 0.000284936
         810   -0.442261   -0.444206 0.000284595
         811   -0.447442    -0.44421 0.000284272
         812   -0.446443   -0.444213 0.000283935
         813   -0.450697   -0.444221 0.000283698
         814   -0.457906   -0.444238 0.000283847
         815   -0.444352   -0.444238 0.000283499
         816   -0.444758   -0.444238 0.000283152
         817   -0.443831   -0.444238 0.000282806
         818   -0.458433   -0.444255 0.000282992
         819   -0.438113   -0.444248 0.000282746
         820   -0.431024   -0.444232 0.000282861
         821   -0.444557   -0.444232 0.000282516
         822   -0.451665   -0.444241 0.000282317
         823   -0.444063   -0.444241 0.000281974
         824   -0.445089   -0.444242 0.000281634
         825   -0.441734   -0.444239 0.000281309
         826   -0.444665   -0.444239 0.000280969
         827   -0.422487   -0.444213 0.000281858
         828   -0.419286   -0.444183 0.000283121
         829   -0.437796   -0.444175 0.000282884
         830   -0.428658   -0.444157  0.00028316
         831    -0.43947   -0.444151 0.000282876
         832   -0.445312   -0.444152 0.000282539
         833   -0.454815   -0.444165  0.00028249
         834   -0.457504   -0.444181 0.000282603
         835   -0.437415   -0.444173 0.000282381
         836   -0.431546   -0.444158 0.000282447
         837   -0.445798    -0.44416 0.000282116
         838   -0.436973   -0.444151  0.00028191
         839    -0.44814   -0.444156 0.000281614
         840   -0.450935   -0.444164 0.000281394
         841   -0.437854   -0.444157  0.00028116
         842   -0.450158   -0.444164 0.000280916
         843    -0.45452   -0.444176 0.000280851
         844   -0.436579   -0.444167 0.000280663
         845   -0.448928   -0.444173 0.000280387
         846   -0.431768   -0.444158 0.000280439
         847    -0.42934   -0.444141 0.000280653
         848   -0.435356    -0.44413 0.000280513
         849   -0.449064   -0.444136 0.000280243
         850   -0.450698   -0.444144  0.00028002
         851   -0.451607   -0.444153 0.000279828
         852   -0.451041   -0.444161 0.000279616
         853   -0.447887   -0.444165 0.000279322
         854   -0.447334   -0.444169  0.00027902
         855   -0.450281   -0.444176 0.000278785
         856   -0.435534   -0.444166 0.000278642
         857   -0.447439    -0.44417 0.000278343
         858   -0.453846   -0.444181 0.000278247
         859   -0.459542   -0.444199 0.000278497
         860   -0.441554   -0.444196 0.000278191
         861   -0.452699   -0.444205 0.000278043
         862   -0.452527   -0.444215 0.000277888
         863   -0.445101   -0.444216 0.000277568
         864   -0.447643    -0.44422 0.000277275
         865   -0.440615   -0.444216 0.000276985
         866   -0.445562   -0.444218  0.00027667
         867   -0.444392   -0.444218 0.000276351
         868    -0.45295   -0.444228 0.000276216
         869   -0.462007   -0.444248 0.000276654
         870   -0.434328   -0.444237 0.000276571
         871   -0.445796   -0.444239  0.00027626
         872   -0.464499   -0.444262 0.000276918
         873   -0.443614   -0.444261 0.000276602
         874   -0.435019   -0.444251 0.000276487
         875    -0.43984   -0.444246 0.000276217
         876   -0.444481   -0.444246 0.000275902
         877   -0.455515   -0.444259 0.000275887
         878   -0.449297   -0.444264 0.000275632
         879   -0.435066   -0.444254 0.000275517
         880   -0.454133   -0.444265 0.000275433
         881   -0.444973   -0.444266 0.000275121
         882   -0.447007   -0.444269 0.000274827
         883   -0.443657   -0.444268 0.000274516
         884   -0.445076   -0.444269 0.000274207
         885   -0.442512   -0.444267 0.000273905
         886   -0.433428   -0.444255 0.000273869
         887   -0.439753    -0.44425 0.000273607
         888   -0.437439   -0.444242 0.000273406
         889   -0.428554   -0.444225 0.000273668
         890   -0.452763   -0.444234 0.000273528
         891   -0.447852   -0.444238 0.000273251
         892   -0.451163   -0.444246 0.000273055
         893   -0.448611   -0.444251 0.000272793
         894   -0.451561   -0.444259 0.000272611
         895   -0.452315   -0.444268 0.000272455
         896   -0.449863   -0.444274 0.000272222
         897   -0.432315   -0.444261 0.000272245
         898   -0.436411   -0.444252 0.000272082
         899   -0.447201   -0.444256 0.000271799
         900   -0.436763   -0.444247 0.000271625
         901   -0.441293   -0.444244 0.000271343
         902   -0.431058   -0.444229 0.000271436
         903   -0.448549   -0.444234 0.000271177
         904   -0.442415   -0.444232 0.000270885
         905   -0.443384   -0.444231 0.000270587
         906   -0.451583   -0.444239  0.00027041
         907   -0.441219   -0.444236 0.000270132
         908   -0.445393   -0.444237 0.000269838
         909   -0.445705   -0.444239 0.000269546
         910   -0.433973   -0.444228 0.000269486
         911   -0.440306   -0.444223 0.000269224
         912   -0.450126    -0.44423 0.000269007
         913    -0.44353   -0.444229 0.000268713
         914   -0.448534   -0.444234 0.000268461
         915   -0.450771   -0.444241 0.000268262
         916   -0.436557   -0.444232   0.0002681
         917   -0.439012   -0.444227 0.000267868
         918   -0.446284   -0.444229 0.000267586
         919   -0.448879   -0.444234 0.000267343
         920   -0.446287   -0.444236 0.000267061
         921   -0.453177   -0.444246 0.000266948
         922   -0.445325   -0.444247 0.000266661
         923   -0.443588   -0.444246 0.000266373
         924   -0.441992   -0.444244 0.000266096
         925   -0.433094   -0.444232 0.000266081
         926   -0.451601    -0.44424 0.000265913
         927   -0.446275   -0.444242 0.000265635
         928   -0.439847   -0.444237 0.000265391
         929   -0.449898   -0.444243 0.000265175
         930   -0.435983   -0.444235 0.000265039
         931   -0.427615   -0.444217 0.000265355
         932   -0.444836   -0.444217 0.000265071
         933   -0.438354   -0.444211 0.000264861
         934   -0.434616   -0.444201 0.000264777
         935   -0.436889   -0.444193 0.000264609
         936   -0.443083   -0.444192 0.000264329
         937   -0.442736    -0.44419 0.000264051
         938   -0.431633   -0.444177 0.000264109
         939   -0.437186   -0.444169 0.000263933
         940   -0.440133   -0.444165 0.000263687
         941   -0.443278   -0.444164 0.000263408
         942   -0.447499   -0.444168 0.000263152
         943   -0.447667   -0.444171 0.000262899
         944   -0.425505   -0.444152 0.000263364
         945   -0.447528   -0.444155 0.000263109
         946    -0.44492   -0.444156 0.000262832
         947   -0.455566   -0.444168 0.000262831
         948   -0.451202   -0.444176 0.000262658
         949    -0.44015   -0.444171 0.000262416
         950   -0.434266   -0.444161 0.000262346
         951   -0.448466   -0.444165  0.00026211
         952   -0.444264   -0.444166 0.000261834
         953   -0.453888   -0.444176 0.000261758
         954   -0.435151   -0.444166 0.000261655
         955   -0.448023    -0.44417 0.000261412
         956   -0.439917   -0.444166 0.000261176
         957   -0.443491   -0.444165 0.000260904
         958   -0.454621   -0.444176  0.00026086
         959   -0.448547   -0.444181 0.000260628
         960   -0.434314    -0.44417 0.000260559
         961   -0.450007   -0.444176 0.000260359
         962   -0.435014   -0.444167 0.000260262
         963   -0.457563   -0.444181 0.000260363
         964   -0.435282   -0.444172 0.000260257
         965   -0.453299   -0.444181 0.000260159
         966   -0.443092    -0.44418 0.000259892
         967   -0.458634   -0.444195 0.000260053
         968   -0.443671   -0.444194 0.000259785
         969   -0.434038   -0.444184 0.000259728
         970   -0.451368   -0.444191 0.000259566
         971   -0.465048   -0.444213 0.000260186
         972   -0.438073   -0.444206 0.000259995
         973   -0.437283   -0.444199 0.000259825
         974    -0.45092   -0.444206  0.00025965
         975   -0.449715   -0.444212 0.000259445
         976   -0.440084   -0.444208 0.000259214
         977   -0.452397   -0.444216 0.000259084
         978   -0.448275    -0.44422 0.000258852
         979   -0.443826    -0.44422 0.000258588
         980   -0.455522   -0.444231 0.000258581
         981   -0.459993   -0.444247 0.000258816
         982   -0.425114   -0.444228 0.000259285
         983   -0.438134   -0.444222 0.000259095
         984   -0.455523   -0.444233 0.000259087
         985   -0.450536    -0.44424 0.000258903
         986   -0.445129    -0.44424 0.000258642
         987   -0.451318   -0.444248 0.000258479
         988   -0.453331   -0.444257 0.000258381
         989   -0.442861   -0.444255 0.000258123
         990   -0.443391   -0.444255 0.000257864
         991   -0.445075   -0.444255 0.000257605
         992   -0.433789   -0.444245 0.000257561
         993   -0.435657   -0.444236 0.000257447
         994   -0.442302   -0.444234 0.000257196
         995   -0.460091    -0.44425  0.00025743
         996   -0.444729   -0.444251 0.000257172
         997   -0.446377   -0.444253 0.000256923
         998   -0.441972    -0.44425 0.000256676
         999   -0.445622   -0.444252 0.000256423
        1000   -0.451064   -0.444259 0.000256257
        1001   -0.451355   -0.444266 0.000256099
        1002   -0.437564   -0.444259 0.000255931
        1003   -0.444747    -0.44426 0.000255676
        1004   -0.443136   -0.444258 0.000255424
        1005     -0.4559    -0.44427 0.000255432
        1006   -0.439715   -0.444265 0.000255218
        1007   -0.439012    -0.44426 0.000255018
        1008   -0.444417    -0.44426 0.000254765
        1009   -0.448204   -0.444264 0.000254543
        1010   -0.446329   -0.444266 0.000254299
        1011   -0.448122    -0.44427 0.000254076
        1012   -0.447491   -0.444273 0.000253845
        1013   -0.452748   -0.444282 0.000253732
        1014   -0.445199   -0.444283 0.000253483
        1015   -0.443185   -0.444282 0.000253236
        1016   -0.459011   -0.444296 0.000253401
        1017   -0.450068   -0.444302 0.000253216
        1018   -0.442485     -0.4443 0.000252973
        1019   -0.443075   -0.444299 0.000252728
        1020   -0.437913   -0.444292 0.000252558
        1021    -0.44016   -0.444288 0.000252343
        1022   -0.445236   -0.444289 0.000252097
        1023   -0.432924   -0.444278 0.000252096
        1024   -0.448985   -0.444283 0.000251891
        1025   -0.436811   -0.444276 0.000251751
        1026   -0.437435   -0.444269 0.000251594
        1027    -0.44519    -0.44427 0.000251351
        1028   -0.442535   -0.444268 0.000251112
        1029   -0.433154   -0.444257   0.0002511
        1030    -0.46326   -0.444276 0.000251533
        1031   -0.448962    -0.44428  0.00025133
        1032   -0.428529   -0.444265  0.00025155
        1033   -0.456133   -0.444277 0.000251568
        1034   -0.444205   -0.444276 0.000251325
        1035   -0.449219   -0.444281 0.000251128
        1036   -0.438461   -0.444276 0.000250948
        1037   -0.453888   -0.444285 0.000250877
        1038   -0.432167   -0.444273 0.000250907
        1039   -0.437129   -0.444266  0.00025076
        1040   -0.460226   -0.444282 0.000250988
        1041   -0.432109    -0.44427 0.000251019
        1042   -0.439333   -0.444265 0.000250823
        1043   -0.454844   -0.444275 0.000250787
        1044   -0.433818   -0.444265 0.000250747
        1045   -0.440368   -0.444262 0.000250535
        1046   -0.446933   -0.444264 0.000250308
        1047   -0.442772   -0.444263 0.000250073
        1048   -0.439118   -0.444258 0.000249883
        1049   -0.439134   -0.444253 0.000249692
        1050   -0.424374   -0.444234 0.000250171
        1051   -0.445813   -0.444236 0.000249938
        1052   -0.454882   -0.444246 0.000249905
        1053   -0.449708   -0.444251 0.000249721
        1054   -0.447994   -0.444254  0.00024951
        1055   -0.452133   -0.444262 0.000249385
        1056   -0.448989   -0.444266 0.000249189
        1057   -0.447238   -0.444269 0.000248969
        1058   -0.437461   -0.444263 0.000248817
        1059   -0.448609   -0.444267 0.000248616
        1060   -0.457789    -0.44428 0.000248708
        1061   -0.453434   -0.444288 0.000248623
        1062   -0.437523   -0.444282 0.000248471
        1063   -0.445488   -0.444283  0.00024824
        1064   -0.446103   -0.444285 0.000248012
        1065   -0.449546    -0.44429 0.000247829
        1066   -0.440817   -0.444286 0.000247618
        1067   -0.444452   -0.444287 0.000247386
        1068   -0.446836   -0.444289 0.000247165
        1069   -0.451418   -0.444296 0.000247024
        1070   -0.443238   -0.444295 0.000246795
        1071   -0.449674     -0.4443 0.000246616
        1072   -0.456825   -0.444311 0.000246663
        1073   -0.449898   -0.444316 0.000246488
        1074   -0.447084   -0.444319 0.000246272
        1075   -0.439086   -0.444314 0.000246091
        1076    -0.43293   -0.444304 0.000246089
        1077   -0.464639   -0.444322 0.000246584
        1078   -0.453582   -0.444331 0.000246505
        1079   -0.421565    -0.44431 0.000247178
        1080   -0.452227   -0.444317 0.000247058
        1081   -0.437792   -0.444311 0.000246903
        1082    -0.43987   -0.444307 0.000246709
        1083   -0.433591   -0.444297 0.000246679
        1084   -0.425842    -0.44428 0.000247039
        1085   -0.442183   -0.444278 0.000246818
        1086   -0.440315   -0.444275 0.000246618
        1087   -0.436766   -0.444268 0.000246488
        1088   -0.440979   -0.444265  0.00024628
        1089   -0.457217   -0.444277 0.000246341
        1090   -0.444445   -0.444277 0.000246115
        1091   -0.430479   -0.444264 0.000246214
        1092   -0.446573   -0.444266 0.000245998
        1093   -0.435069   -0.444258 0.000245916
        1094   -0.449824   -0.444263 0.000245744
        1095   -0.448634   -0.444267 0.000245552
        1096   -0.453187   -0.444275 0.000245463
        1097   -0.435089   -0.444267 0.000245382
        1098   -0.447974    -0.44427 0.000245182
        1099   -0.446175   -0.444272 0.000244965
        1100   -0.452038   -0.444279 0.000244844
        1101   -0.445466    -0.44428 0.000244624
        1102   -0.436671   -0.444273 0.000244499
        1103   -0.451086   -0.444279 0.000244356
        1104    -0.44729   -0.444282  0.00024415
        1105   -0.437737   -0.444276    0.000244
        1106   -0.444552   -0.444276  0.00024378
        1107   -0.435165   -0.444268 0.000243699
        1108   -0.455562   -0.444278 0.000243692
        1109   -0.443485   -0.444278 0.000243473
        1110   -0.452532   -0.444285 0.000243367
        1111   -0.446524   -0.444287 0.000243157
        1112   -0.439133   -0.444282 0.000242982
        1113   -0.441271    -0.44428 0.000242779
        1114   -0.445443   -0.444281 0.000242563
        1115   -0.444347   -0.444281 0.000242346
        1116   -0.443235    -0.44428  0.00024213
        1117   -0.433767    -0.44427 0.000242096
        1118    -0.44084   -0.444267 0.000241899
        1119   -0.438512   -0.444262 0.000241738
        1120   -0.451555   -0.444269  0.00024161
        1121   -0.447664   -0.444272 0.000241413
        1122   -0.450849   -0.444278 0.000241269
        1123    -0.44408   -0.444277 0.000241054
        1124   -0.450776   -0.444283 0.000240909
        1125   -0.452731   -0.444291 0.000240812
        1126   -0.452323   -0.444298 0.000240704
        1127   -0.455594   -0.444308 0.000240699
        1128   -0.454372   -0.444317 0.000240651
        1129   -0.439216   -0.444312  0.00024048
        1130   -0.447381   -0.444315 0.000240282
        1131   -0.452969   -0.444323 0.000240192
        1132   -0.438904   -0.444318 0.000240027
        1133   -0.437335   -0.444312 0.000239895
        1134   -0.442426    -0.44431 0.000239689
        1135   -0.447132   -0.444312  0.00023949
        1136   -0.442626   -0.444311 0.000239284
        1137   -0.449433   -0.444316 0.000239116
        1138   -0.453305   -0.444323 0.000239037
        1139   -0.447406   -0.444326 0.000238842
        1140   -0.423435   -0.444308 0.000239334
        1141   -0.446029   -0.444309 0.000239129
        1142   -0.436475   -0.444302 0.000239018
        1143   -0.442674   -0.444301 0.000238814
        1144   -0.437717   -0.444295 0.000238674
        1145   -0.444765   -0.444296 0.000238466
        1146   -0.412129   -0.444268 0.000239904
        1147   -0.440332   -0.444264  0.00023972
        1148   -0.440906   -0.444261 0.000239529
        1149    -0.44311    -0.44426 0.000239322
        1150   -0.436215   -0.444253 0.000239216
        1151   -0.442217   -0.444251 0.000239015
        1152   -0.449138   -0.444256 0.000238845
        1153   -0.441486   -0.444253  0.00023865
        1154   -0.442967   -0.444252 0.000238446
        1155   -0.436667   -0.444246  0.00023833
        1156   -0.439781   -0.444242 0.000238155
        1157   -0.429324   -0.444229 0.000238298
        1158   -0.434928   -0.444221 0.000238227
        1159   -0.448922   -0.444225 0.000238056
        1160   -0.455238   -0.444234 0.000238041
        1161    -0.44934   -0.444239 0.000237876
        1162   -0.441449   -0.444236 0.000237684
        1163    -0.43924   -0.444232 0.000237518
        1164   -0.442254    -0.44423  0.00023732
        1165   -0.440949   -0.444228 0.000237133
        1166   -0.450763   -0.444233 0.000236996
        1167   -0.432093   -0.444223 0.000237021
        1168   -0.458994   -0.444235 0.000237155
        1169   -0.448977   -0.444239 0.000236987
        1170   -0.448323   -0.444243  0.00023681
        1171   -0.434463   -0.444235 0.000236755
        1172   -0.440239   -0.444231 0.000236578
        1173   -0.449979   -0.444236 0.000236427
        1174   -0.446692   -0.444238 0.000236235
        1175   -0.455075   -0.444247 0.000236214
        1176   -0.440577   -0.444244 0.000236033
        1177   -0.438552   -0.444239 0.000235882
        1178   -0.446291   -0.444241 0.000235689
        1179   -0.432482   -0.444231   0.0002357
        1180   -0.443012    -0.44423 0.000235502
        1181   -0.438094   -0.444225  0.00023536
        1182    -0.45159   -0.444231 0.000235243
        1183   -0.451969   -0.444238 0.000235135
        1184   -0.450003   -0.444243 0.000234987
        1185    -0.44089    -0.44424 0.000234806
        1186   -0.450602   -0.444245 0.000234669
        1187   -0.450421    -0.44425 0.000234529
        1188   -0.458132   -0.444262 0.000234623
        1189   -0.429282   -0.444249 0.000234763
        1190   -0.434557   -0.444241 0.000234707
        1191   -0.450068   -0.444246 0.000234561
        1192   -0.444635   -0.444247 0.000234365
        1193   -0.454444   -0.444255 0.000234324
        1194   -0.444278   -0.444255 0.000234128
        1195    -0.44955    -0.44426 0.000233974
        1196   -0.439785   -0.444256 0.000233808
        1197   -0.434707   -0.444248 0.000233749
        1198   -0.450921   -0.444253  0.00023362
        1199   -0.430367   -0.444242 0.000233712
        1200   -0.451044   -0.444247 0.000233586
        1201   -0.430494   -0.444236 0.000233672
        1202   -0.459145   -0.444248 0.000233807
        1203   -0.438955   -0.444244 0.000233654
        1204   -0.442706   -0.444243 0.000233463
        1205   -0.449159   -0.444247 0.000233305
        1206   -0.438914   -0.444242 0.000233153
        1207   -0.440456   -0.444239 0.000232981
        1208   -0.443572   -0.444239 0.000232789
        1209   -0.438842   -0.444234 0.000232639
        1210    -0.45591   -0.444244 0.000232647
        1211   -0.431445   -0.444233 0.000232695
        1212   -0.444282   -0.444233 0.000232503
        1213   -0.449696   -0.444238 0.000232355
        1214   -0.439381   -0.444234 0.000232198
        1215   -0.460023   -0.444247  0.00023237
        1216   -0.435509    -0.44424  0.00023229
        1217   -0.446739   -0.444242 0.000232108
        1218   -0.454822    -0.44425  0.00023208
        1219   -0.440188   -0.444247 0.000231914
        1220   -0.437751   -0.444242 0.000231785
        1221   -0.444325   -0.444242 0.000231595
        1222   -0.443757   -0.444241 0.000231406
        1223   -0.431434   -0.444231 0.000231454
        1224   -0.432816   -0.444222 0.000231452
        1225   -0.442207    -0.44422 0.000231269
        1226   -0.455202   -0.444229 0.000231254
        1227   -0.447956   -0.444232 0.000231085
        1228   -0.440388   -0.444229 0.000230918
        1229    -0.44323   -0.444228 0.000230732
        1230   -0.450515   -0.444233 0.000230601
        1231   -0.441401   -0.444231 0.000230425
        1232   -0.440584   -0.444228 0.000230257
        1233   -0.444278   -0.444228  0.00023007
        1234   -0.429754   -0.444216 0.000230183
        1235   -0.438733   -0.444212 0.000230039
        1236   -0.448232   -0.444215 0.000229876
        1237   -0.441275   -0.444213 0.000229703
        1238   -0.435527   -0.444206 0.000229624
        1239   -0.445989   -0.444207 0.000229443
        1240   -0.449507   -0.444211 0.000229298
        1241   -0.447036   -0.444214 0.000229125
        1242    -0.43162   -0.444203 0.000229164
        1243    -0.44037     -0.4442 0.000229001
        1244   -0.436795   -0.444194 0.000228894
        1245   -0.441024   -0.444192 0.000228724
        1246   -0.438557   -0.444187 0.000228585
        1247   -0.443591   -0.444187 0.000228403
        1248   -0.445678   -0.444188 0.000228223
        1249    -0.44688    -0.44419  0.00022805
        1250   -0.444525   -0.444191 0.000227868
        1251   -0.440479   -0.444188 0.000227705
        1252   -0.455682   -0.444197 0.000227708
        1253   -0.445494   -0.444198 0.000227529
        1254   -0.453906   -0.444206 0.000227479
        1255   -0.448622   -0.444209 0.000227325
        1256   -0.443476   -0.444208 0.000227145
        1257   -0.442822   -0.444207 0.000226967
        1258   -0.446498   -0.444209 0.000226794
        1259   -0.447747   -0.444212 0.000226631
        1260   -0.455999   -0.444221 0.000226644
        1261   -0.440243   -0.444218 0.000226486
        1262   -0.448938   -0.444222 0.000226338
        1263   -0.453371   -0.444229 0.000226274
        1264    -0.43715   -0.444224 0.000226165
        1265   -0.450214   -0.444228 0.000226035
        1266   -0.441403   -0.444226 0.000225868
        1267    -0.45134   -0.444232 0.000225759
        1268   -0.446973   -0.444234 0.000225592
        1269   -0.443483   -0.444233 0.000225415
        1270   -0.446147   -0.444235 0.000225242
        1271   -0.448707   -0.444238 0.000225093
        1272   -0.455368   -0.444247 0.000225086
        1273   -0.443624   -0.444247 0.000224909
        1274   -0.443804   -0.444246 0.000224733
        1275   -0.444938   -0.444247 0.000224557
        1276   -0.450991   -0.444252 0.000224444
        1277   -0.443239   -0.444251 0.000224269
        1278   -0.445048   -0.444252 0.000224095
        1279   -0.438507   -0.444247 0.000223965
        1280   -0.435364    -0.44424 0.000223897
        1281   -0.448768   -0.444244  0.00022375
        1282   -0.444619   -0.444244 0.000223576
        1283   -0.454966   -0.444253 0.000223558
        1284   -0.453071   -0.444259 0.000223489
        1285   -0.449913   -0.444264 0.000223358
        1286     -0.4365   -0.444258 0.000223266
        1287   -0.445505   -0.444259 0.000223095
        1288   -0.453064   -0.444266 0.000223026
        1289   -0.438979   -0.444262 0.000222891
        1290   -0.438271   -0.444257 0.000222767
        1291   -0.446125   -0.444258 0.000222599
        1292   -0.449797   -0.444263 0.000222468
        1293   -0.444524   -0.444263 0.000222296
        1294   -0.451211   -0.444268 0.000222189
        1295   -0.451767   -0.444274 0.000222093
        1296   -0.444303   -0.444274 0.000221921
        1297   -0.454209   -0.444282 0.000221882
        1298    -0.45541    -0.44429 0.000221877
        1299    -0.45209   -0.444296 0.000221788
        1300    -0.44532   -0.444297 0.000221618
        1301   -0.444111   -0.444297 0.000221448
        1302   -0.440772   -0.444294 0.000221295
        1303   -0.450927   -0.444299 0.000221183
        1304   -0.445017     -0.4443 0.000221014
        1305    -0.45313   -0.444307 0.000220948
        1306   -0.440815   -0.444304 0.000220795
        1307   -0.441909   -0.444302 0.000220634
