#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         723    0.336178    0.324946 0.000525424
         724    0.305805     0.32492 0.000525363
         725    0.363881    0.324973  0.00052738
         726    0.322301     0.32497 0.000526667
         727    0.309026    0.324948 0.000526399
         728    0.316926    0.324937 0.000525791
         729    0.314085    0.324922  0.00052528
         730    0.355589    0.324964 0.000526238
         731    0.319793    0.324957 0.000525566
         732    0.310115    0.324937 0.000525238
         733    0.289994    0.324889 0.000526681
         734    0.332332    0.324899 0.000526061
         735    0.305899    0.324873  0.00052598
         736    0.333467    0.324885 0.000525395
         737    0.305354    0.324858  0.00052535
         738    0.328128    0.324863 0.000524657
         739    0.315149     0.32485 0.000524111
         740    0.332034    0.324859 0.000523493
         741    0.322013    0.324856 0.000522801
         742    0.321447    0.324851 0.000522116
         743    0.323847     0.32485 0.000521415
         744    0.349583    0.324883 0.000521773
         745    0.320711    0.324877 0.000521103
         746    0.337837    0.324895 0.000520694
         747    0.337526    0.324912 0.000520271
         748    0.331658    0.324921 0.000519654
         749    0.328212    0.324925 0.000518979
         750     0.30781    0.324902 0.000518788
         751    0.320317    0.324896 0.000518133
         752    0.327551      0.3249 0.000517456
         753    0.342544    0.324923 0.000517299
         754    0.316586    0.324912 0.000516731
         755    0.317091    0.324902 0.000516151
         756    0.314651    0.324888 0.000515646
         757    0.346304    0.324916 0.000515741
         758    0.328637    0.324921 0.000515084
         759    0.309819    0.324901 0.000514789
         760    0.331634     0.32491 0.000514188
         761    0.360998    0.324958 0.000515694
         762    0.318386    0.324949  0.00051509
         763    0.327427    0.324952 0.000514425
         764    0.333812    0.324964 0.000513882
         765    0.334427    0.324976 0.000513359
         766     0.34159    0.324998 0.000513147
         767    0.311496     0.32498  0.00051278
         768    0.327036    0.324983 0.000512119
         769    0.352632    0.325019 0.000512714
         770    0.341199     0.32504 0.000512478
         771    0.318549    0.325031 0.000511883
         772    0.320234    0.325025 0.000511258
         773    0.308213    0.325004 0.000511059
         774    0.287173    0.324955  0.00051273
         775    0.359545    0.324999 0.000514007
         776    0.327103    0.325002 0.000513352
         777    0.321162    0.324997 0.000512715
         778    0.330555    0.325004 0.000512106
         779    0.310995    0.324986 0.000511764
         780    0.334973    0.324999 0.000511268
         781    0.329356    0.325005 0.000510644
         782    0.311891    0.324988 0.000510267
         783    0.348638    0.325018 0.000510508
         784    0.322781    0.325015 0.000509865
         785    0.301334    0.324985 0.000510107
         786    0.321647    0.324981 0.000509476
         787    0.347937     0.32501 0.000509663
         788    0.328872    0.325015 0.000509039
         789    0.335268    0.325028  0.00050856
         790    0.335066    0.325041 0.000508075
         791    0.313071    0.325025 0.000507658
         792    0.352071     0.32506 0.000508164
         793    0.339681    0.325078 0.000507858
         794    0.324994    0.325078 0.000507218
         795    0.360371    0.325122 0.000508519
         796    0.324721    0.325122 0.000507881
         797    0.320679    0.325116 0.000507274
         798    0.312556      0.3251 0.000506883
         799    0.308218    0.325079 0.000506688
         800    0.311162    0.325062 0.000506354
         801    0.304955    0.325037 0.000506343
         802    0.332537    0.325046 0.000505798
         803    0.311582    0.325029 0.000505446
         804    0.318078    0.325021 0.000504891
         805    0.332839     0.32503 0.000504358
         806    0.333766    0.325041 0.000503848
         807    0.336679    0.325056  0.00050343
         808    0.316699    0.325045 0.000502914
         809    0.344613     0.32507 0.000502873
         810     0.32751    0.325073 0.000502261
         811    0.301592    0.325044 0.000502476
         812    0.339807    0.325062 0.000502186
         813     0.33735    0.325077 0.000501796
         814    0.317572    0.325068 0.000501264
         815    0.331574    0.325076 0.000500712
         816    0.328029    0.325079 0.000500112
         817    0.308258    0.325059 0.000499923
         818    0.322492    0.325056 0.000499322
         819    0.311497    0.325039 0.000498987
         820    0.317434     0.32503 0.000498464
         821    0.309679    0.325011 0.000498208
         822    0.360069    0.325054 0.000499424
         823    0.312511    0.325038  0.00049905
         824    0.326743    0.325041 0.000498448
         825    0.328882    0.325045 0.000497866
         826    0.310247    0.325027 0.000497585
         827    0.314956    0.325015 0.000497133
         828    0.304559     0.32499 0.000497146
         829    0.316594     0.32498 0.000496649
         830    0.331512    0.324988 0.000496113
         831     0.32199    0.324985 0.000495529
         832    0.320232    0.324979 0.000494967
         833    0.338951    0.324996 0.000494657
         834    0.317295    0.324986  0.00049415
         835    0.326298    0.324988  0.00049356
         836    0.307631    0.324967 0.000493406
         837    0.331455    0.324975 0.000492878
         838    0.343829    0.324997 0.000492803
         839    0.315148    0.324986 0.000492355
         840    0.355825    0.325022 0.000493136
         841    0.336262    0.325036 0.000492731
         842    0.322539    0.325033 0.000492154
         843     0.35183    0.325065 0.000492596
         844    0.315543    0.325053 0.000492142
         845    0.324025    0.325052 0.000491561
         846    0.339053    0.325069 0.000491258
         847    0.323845    0.325067  0.00049068
         848    0.322983    0.325065 0.000490108
         849    0.340771    0.325083  0.00048988
         850    0.312398    0.325068 0.000489531
         851    0.333786    0.325079 0.000489063
         852    0.352799    0.325111  0.00048957
         853    0.319592    0.325105 0.000489038
         854     0.32455    0.325104 0.000488466
         855    0.300714    0.325075 0.000488727
         856     0.32184    0.325072 0.000488171
         857    0.367595    0.325121 0.000490116
         858    0.326582    0.325123 0.000489548
         859    0.315573    0.325112 0.000489104
         860    0.334554    0.325123 0.000488659
         861    0.347957    0.325149  0.00048881
         862    0.299839     0.32512 0.000489124
         863    0.316958    0.325111 0.000488649
         864    0.336101    0.325123 0.000488249
         865     0.33289    0.325132 0.000487767
         866    0.332466    0.325141 0.000487277
         867    0.320653    0.325136 0.000486743
         868    0.336925    0.325149 0.000486372
         869    0.308992    0.325131 0.000486167
         870    0.342464     0.32515 0.000486016
         871    0.314413    0.325138 0.000485615
         872    0.284674    0.325092  0.00048727
         873    0.341217     0.32511 0.000487062
         874    0.316685    0.325101   0.0004866
         875    0.327691    0.325104 0.000486053
         876    0.318593    0.325096 0.000485555
         877    0.322551    0.325093  0.00048501
         878    0.305612    0.325071 0.000484965
         879    0.330705    0.325077 0.000484455
         880    0.353223    0.325109 0.000484959
         881    0.316311    0.325099 0.000484512
         882    0.335287    0.325111   0.0004841
         883      0.3334     0.32512 0.000483643
         884    0.319052    0.325113 0.000483144
         885     0.33213    0.325121 0.000482663
         886    0.342128    0.325141   0.0004825
         887    0.301661    0.325114 0.000482682
         888    0.317982    0.325106 0.000482205
         889    0.316365    0.325096 0.000481763
         890    0.332228    0.325104 0.000481288
         891    0.305301    0.325082 0.000481261
         892    0.334347    0.325092 0.000480834
         893    0.343561    0.325113  0.00048074
         894    0.305827    0.325092 0.000480686
         895    0.300721    0.325064 0.000480919
         896    0.333015    0.325073 0.000480464
         897    0.334472    0.325084 0.000480043
         898     0.32098    0.325079  0.00047953
         899    0.351007    0.325108 0.000479863
         900    0.278629    0.325056 0.000482101
         901     0.31315    0.325043 0.000481747
         902     0.31055    0.325027 0.000481481
         903    0.318949     0.32502 0.000480995
         904    0.322513    0.325018 0.000480471
         905    0.312019    0.325003 0.000480154
         906    0.312269    0.324989  0.00047983
         907    0.329039    0.324994 0.000479322
         908    0.369792    0.325043 0.000481326
         909    0.316285    0.325033 0.000480893
         910    0.325683    0.325034 0.000480365
         911    0.311013    0.325019 0.000480084
         912    0.338977    0.325034 0.000479802
         913    0.341997    0.325052 0.000479636
         914    0.329586    0.325057 0.000479137
         915    0.327607     0.32506 0.000478621
         916    0.288915    0.325021 0.000479723
         917    0.316201    0.325011 0.000479296
         918    0.326229    0.325012 0.000478776
         919    0.318554    0.325005 0.000478306
         920    0.337923    0.325019 0.000477993
         921    0.315914     0.32501 0.000477576
         922    0.322808    0.325007 0.000477064
         923    0.352703    0.325037  0.00047749
         924    0.330777    0.325043 0.000477013
         925    0.354034    0.325075 0.000477526
         926    0.336481    0.325087 0.000477169
         927    0.327326    0.325089 0.000476661
         928    0.327446    0.325092 0.000476154
         929    0.341197    0.325109 0.000475957
         930    0.327571    0.325112 0.000475452
         931    0.344578    0.325133 0.000475401
         932    0.345972    0.325155 0.000475416
         933    0.310583     0.32514 0.000475163
         934    0.341455    0.325157 0.000474976
         935    0.303327    0.325134 0.000475041
         936    0.328102    0.325137 0.000474544
         937    0.325456    0.325137 0.000474038
         938    0.324706    0.325137 0.000473533
         939    0.316845    0.325128 0.000473111
         940    0.330398    0.325134 0.000472641
         941    0.317999    0.325126 0.000472199
         942    0.318148    0.325119 0.000471756
         943     0.33678    0.325131 0.000471418
         944    0.325133    0.325131 0.000470918
         945    0.337922    0.325145 0.000470615
         946    0.333012    0.325153 0.000470191
         947    0.323905    0.325152 0.000469696
         948    0.342819     0.32517  0.00046957
         949    0.334494     0.32518 0.000469178
         950    0.352674    0.325209 0.000469576
         951    0.347052    0.325232 0.000469644
         952    0.325211    0.325232  0.00046915
         953    0.354984    0.325263 0.000469696
         954    0.344225    0.325283 0.000469624
         955    0.321771    0.325279 0.000469146
         956    0.312092    0.325265 0.000468858
         957    0.311975    0.325252 0.000468574
         958    0.315674    0.325242 0.000468191
         959    0.336456    0.325253 0.000467849
         960    0.305392    0.325233 0.000467819
         961    0.310646    0.325217 0.000467578
         962    0.336533    0.325229  0.00046724
         963    0.309851    0.325213 0.000467028
         964     0.32768    0.325216 0.000466551
         965    0.338694     0.32523 0.000466276
         966    0.328121    0.325233 0.000465803
         967    0.304348    0.325211 0.000465822
         968    0.322891    0.325209 0.000465347
         969    0.324408    0.325208 0.000464867
         970    0.305607    0.325188 0.000464827
         971    0.317868     0.32518 0.000464409
         972    0.347746    0.325203 0.000464512
         973    0.322224      0.3252 0.000464044
         974    0.321667    0.325197 0.000463582
         975    0.332997    0.325205 0.000463176
         976    0.311652    0.325191 0.000462909
         977    0.320579    0.325186 0.000462459
         978    0.309021     0.32517 0.000462282
         979    0.311352    0.325155 0.000462025
         980    0.315342    0.325145 0.000461662
         981    0.304004    0.325124 0.000461694
         982     0.32678    0.325126 0.000461227
         983    0.332057    0.325133 0.000460812
         984    0.303538    0.325111 0.000460866
         985    0.329583    0.325115  0.00046042
         986    0.318961    0.325109 0.000459996
         987    0.316784    0.325101 0.000459607
         988    0.324886      0.3251 0.000459142
         989    0.331808    0.325107 0.000458727
         990    0.311419    0.325093 0.000458472
         991    0.303795    0.325072 0.000458513
         992    0.314551    0.325061 0.000458174
         993    0.328965    0.325065 0.000457729
         994    0.321189    0.325061 0.000457285
         995     0.31365     0.32505 0.000456969
         996    0.308272    0.325033 0.000456821
         997    0.328277    0.325036 0.000456374
         998    0.327071    0.325038 0.000455922
         999    0.281567    0.324995 0.000457537
        1000    0.299709    0.324969 0.000457778
        1001    0.339809    0.324984 0.000457561
        1002    0.321452    0.324981 0.000457117
        1003    0.348772    0.325004 0.000457277
        1004    0.338797    0.325018 0.000457028
        1005    0.321682    0.325015 0.000456585
        1006    0.332596    0.325022 0.000456193
        1007    0.333615    0.325031  0.00045582
        1008    0.328978    0.325035 0.000455385
        1009    0.333381    0.325043 0.000455008
        1010    0.318233    0.325036 0.000454608
        1011    0.324543    0.325036 0.000454158
        1012    0.317818    0.325029 0.000453766
        1013     0.31018    0.325014 0.000453554
        1014    0.329251    0.325018 0.000453126
        1015    0.337339     0.32503 0.000452843
        1016     0.33397    0.325039 0.000452482
        1017    0.319155    0.325033 0.000452074
        1018    0.346817    0.325055 0.000452136
        1019    0.318828    0.325049 0.000451734
        1020    0.338551    0.325062 0.000451485
        1021    0.326075    0.325063 0.000451044
        1022    0.324162    0.325062 0.000450603
        1023    0.314745    0.325052 0.000450276
        1024     0.32673    0.325054 0.000449839
        1025     0.30193    0.325031 0.000449966
        1026    0.321983    0.325028 0.000449537
        1027     0.33512    0.325038 0.000449206
        1028    0.343528    0.325056 0.000449129
        1029    0.297889    0.325029 0.000449468
        1030    0.315898    0.325021 0.000449119
        1031    0.315236    0.325011 0.000448784
        1032    0.307377    0.324994 0.000448674
        1033    0.342626    0.325011 0.000448565
        1034    0.349266    0.325035 0.000448744
        1035    0.329536    0.325039 0.000448331
        1036    0.345414    0.325059  0.00044833
        1037    0.313278    0.325047 0.000448041
        1038     0.30882    0.325032 0.000447882
        1039    0.320022    0.325027 0.000447477
        1040    0.327277    0.325029 0.000447052
        1041    0.319078    0.325023 0.000446659
        1042    0.295802    0.324995  0.00044711
        1043    0.331895    0.325002  0.00044673
        1044    0.348698    0.325024 0.000446878
        1045    0.330671     0.32503 0.000446484
        1046    0.328673    0.325033  0.00044607
        1047    0.330642    0.325039 0.000445676
        1048    0.333697    0.325047 0.000445328
        1049    0.320629    0.325043 0.000444923
        1050    0.305936    0.325025 0.000444871
        1051    0.310318    0.325011 0.000444668
        1052    0.315758    0.325002 0.000444332
        1053    0.331687    0.325008 0.000443956
        1054    0.340523    0.325023 0.000443778
        1055     0.31839    0.325017 0.000443402
        1056    0.351858    0.325042  0.00044371
        1057    0.313645    0.325031 0.000443422
        1058    0.309468    0.325016 0.000443246
        1059    0.342438    0.325033 0.000443133
        1060    0.314872    0.325023 0.000442819
        1061    0.316494    0.325015 0.000442474
        1062    0.320367    0.325011 0.000442079
        1063    0.321657    0.325008 0.000441675
        1064    0.332227    0.325015 0.000441312
        1065    0.340337    0.325029 0.000441132
        1066    0.337683    0.325041 0.000440878
        1067    0.350501    0.325065  0.00044111
        1068    0.356624    0.325094 0.000441685
        1069    0.318934    0.325088  0.00044131
        1070    0.297538    0.325063 0.000441648
        1071    0.315853    0.325054 0.000441319
        1072    0.330254    0.325059 0.000440934
        1073    0.348828    0.325081 0.000441079
        1074    0.349383    0.325104 0.000441249
        1075    0.322562    0.325101 0.000440844
        1076     0.34518     0.32512  0.00044083
        1077    0.301431    0.325098 0.000440969
        1078    0.325852    0.325099  0.00044056
        1079    0.324953    0.325099 0.000440152
        1080    0.326143      0.3251 0.000439745
        1081    0.329891    0.325104 0.000439361
        1082    0.311496    0.325091 0.000439135
        1083    0.307906    0.325076 0.000439016
        1084    0.340143    0.325089 0.000438831
        1085    0.347748     0.32511 0.000438923
        1086     0.31647    0.325102 0.000438591
        1087     0.33608    0.325113 0.000438304
        1088    0.322658     0.32511 0.000437907
        1089     0.32683    0.325112 0.000437507
        1090    0.331862    0.325118  0.00043715
        1091     0.30319    0.325098 0.000437211
        1092    0.310055    0.325084 0.000437028
        1093    0.323616    0.325083  0.00043663
        1094     0.31004    0.325069 0.000436447
        1095    0.327966    0.325072 0.000436057
        1096    0.340482    0.325086 0.000435885
        1097     0.34738    0.325106 0.000435962
        1098    0.344776    0.325124 0.000435932
        1099    0.344013    0.325141 0.000435874
        1100      0.3343     0.32515 0.000435558
        1101    0.329448    0.325153  0.00043518
        1102    0.350688    0.325177 0.000435401
        1103    0.289364    0.325144 0.000436215
        1104    0.322682    0.325142 0.000435826
        1105    0.322464    0.325139 0.000435438
        1106    0.320977    0.325136 0.000435061
        1107    0.325306    0.325136 0.000434668
        1108    0.286259    0.325101 0.000435689
        1109    0.322201    0.325098 0.000435304
        1110    0.311605    0.325086 0.000435082
        1111    0.331906    0.325092 0.000434734
        1112    0.321483    0.325089 0.000434355
        1113    0.319299    0.325084 0.000433996
        1114    0.325865    0.325084 0.000433607
        1115    0.343699    0.325101 0.000433539
        1116    0.321154    0.325098 0.000433165
        1117    0.306643    0.325081 0.000433092
        1118    0.308053    0.325066 0.000432972
        1119    0.343616    0.325082 0.000432903
        1120    0.319438    0.325077 0.000432546
        1121    0.327994     0.32508 0.000432168
        1122    0.338095    0.325092 0.000431938
        1123    0.329174    0.325095 0.000431569
        1124       0.308     0.32508 0.000431453
        1125     0.31236    0.325069 0.000431217
        1126    0.316976    0.325061 0.000430894
        1127    0.323378     0.32506 0.000430514
        1128    0.316641    0.325053 0.000430198
        1129    0.345589    0.325071 0.000430201
        1130    0.333999    0.325079 0.000429893
        1131    0.296776    0.325054  0.00043024
        1132    0.357778    0.325082  0.00043083
        1133    0.337083    0.325093  0.00043058
        1134    0.321706     0.32509 0.000430211
        1135    0.342865    0.325106 0.000430117
        1136    0.334106    0.325114 0.000429811
        1137    0.341757    0.325128 0.000429682
        1138    0.327328     0.32513 0.000429309
        1139    0.312283    0.325119  0.00042908
        1140    0.333804    0.325127 0.000428772
        1141    0.324448    0.325126 0.000428396
        1142     0.34877    0.325147 0.000428521
        1143     0.31558    0.325138 0.000428228
        1144    0.311477    0.325126  0.00042802
        1145     0.35353    0.325151 0.000428365
        1146    0.302155    0.325131  0.00042846
        1147    0.331692    0.325137 0.000428125
        1148    0.301085    0.325116 0.000428264
        1149     0.32674    0.325117 0.000427894
        1150    0.332428    0.325124 0.000427569
        1151    0.327698    0.325126 0.000427204
        1152     0.32216    0.325123 0.000426841
        1153    0.336292    0.325133  0.00042658
        1154    0.316978    0.325126 0.000426269
        1155    0.303012    0.325107  0.00042633
        1156    0.348577    0.325127 0.000426444
        1157    0.300656    0.325106   0.0004266
        1158    0.334782    0.325114 0.000426313
        1159    0.321345    0.325111 0.000425958
        1160    0.332591    0.325118 0.000425639
        1161    0.314248    0.325108 0.000425376
        1162     0.34378    0.325124 0.000425313
        1163    0.311356    0.325112 0.000425112
        1164    0.308313    0.325098 0.000424992
        1165    0.330447    0.325103 0.000424652
        1166    0.332809    0.325109 0.000424339
        1167    0.305415    0.325092 0.000424311
        1168    0.327097    0.325094 0.000423951
        1169    0.331604      0.3251 0.000423625
        1170    0.343109    0.325115 0.000423542
        1171    0.326135    0.325116 0.000423182
        1172    0.306953      0.3251 0.000423104
        1173    0.332622    0.325107 0.000422792
        1174    0.334981    0.325115 0.000422516
        1175    0.334544    0.325123 0.000422232
        1176     0.31081    0.325111 0.000422049
        1177    0.327432    0.325113 0.000421695
        1178    0.346954    0.325132 0.000421744
        1179    0.330156    0.325136 0.000421408
        1180    0.342359     0.32515 0.000421303
        1181      0.3425    0.325165 0.000421203
        1182    0.289304    0.325135 0.000421938
        1183    0.332134    0.325141 0.000421622
        1184    0.330374    0.325145  0.00042129
        1185    0.329736    0.325149 0.000420952
        1186    0.333209    0.325156 0.000420652
        1187     0.31382    0.325146 0.000420406
        1188     0.35024    0.325167 0.000420582
        1189    0.334516    0.325175 0.000420302
        1190     0.31256    0.325165 0.000420082
        1191    0.322589    0.325162 0.000419735
        1192    0.343056    0.325177 0.000419652
        1193    0.318116    0.325171 0.000419341
        1194    0.313874    0.325162 0.000419097
        1195    0.326303    0.325163 0.000418747
        1196    0.304583    0.325146 0.000418751
        1197    0.356909    0.325172 0.000419241
        1198    0.322496     0.32517 0.000418897
        1199    0.352349    0.325193  0.00041916
        1200    0.322984    0.325191 0.000418815
        1201    0.330605    0.325195  0.00041849
        1202    0.335169    0.325204 0.000418225
        1203    0.319342    0.325199 0.000417905
        1204    0.305252    0.325182 0.000417886
        1205    0.335163    0.325191 0.000417622
        1206    0.338536    0.325202 0.000417422
        1207    0.364561    0.325234 0.000418348
        1208    0.345338    0.325251 0.000418333
        1209    0.321622    0.325248 0.000417997
        1210    0.327825     0.32525 0.000417657
        1211    0.309232    0.325237 0.000417522
        1212     0.33014    0.325241 0.000417197
        1213    0.316827    0.325234 0.000416911
        1214    0.302016    0.325215 0.000417006
        1215    0.323808    0.325214 0.000416664
        1216    0.321719    0.325211 0.000416331
        1217    0.322878    0.325209 0.000415994
        1218    0.322716    0.325207 0.000415657
        1219    0.336002    0.325216  0.00041541
        1220    0.320719    0.325212 0.000415086
        1221    0.296853    0.325189 0.000415396
        1222    0.342362    0.325203 0.000415293
        1223    0.318688    0.325197 0.000414988
        1224    0.340748     0.32521 0.000414843
        1225    0.325359     0.32521 0.000414505
        1226    0.326462    0.325211 0.000414168
        1227    0.306998    0.325196 0.000414096
        1228    0.337772    0.325207 0.000413886
        1229    0.320228    0.325203 0.000413569
        1230    0.305619    0.325187 0.000413539
        1231    0.341849      0.3252 0.000413424
        1232    0.337754     0.32521 0.000413214
        1233    0.329758    0.325214 0.000412896
        1234    0.357189     0.32524 0.000413373
        1235    0.316397    0.325233 0.000413101
        1236    0.344023    0.325248 0.000413046
        1237    0.325226    0.325248 0.000412712
        1238    0.310873    0.325236 0.000412542
        1239    0.330669    0.325241 0.000412232
        1240    0.309415    0.325228 0.000412098
        1241    0.333947    0.325235 0.000411825
        1242    0.342599    0.325249 0.000411731
        1243    0.306094    0.325234 0.000411688
        1244    0.341022    0.325246 0.000411553
        1245    0.320515    0.325243  0.00041124
        1246    0.323379    0.325241 0.000410912
        1247    0.300876    0.325222 0.000411047
        1248    0.318171    0.325216 0.000410757
        1249    0.332898    0.325222 0.000410474
        1250    0.334431    0.325229 0.000410211
        1251    0.316989    0.325223 0.000409936
        1252    0.317472    0.325217 0.000409656
        1253    0.334012    0.325224 0.000409389
        1254    0.328522    0.325226 0.000409071
        1255     0.32027    0.325222 0.000408764
        1256    0.328486    0.325225 0.000408447
        1257    0.319229     0.32522  0.00040815
        1258    0.315502    0.325212 0.000407898
        1259    0.304608    0.325196 0.000407903
        1260    0.329249    0.325199 0.000407592
        1261    0.325152    0.325199 0.000407268
        1262    0.325427    0.325199 0.000406946
        1263    0.349958    0.325219 0.000407095
        1264    0.319227    0.325214 0.000406801
        1265    0.332532     0.32522  0.00040652
        1266      0.3253     0.32522 0.000406199
        1267    0.316018    0.325213 0.000405944
        1268    0.333935     0.32522 0.000405682
        1269    0.357831    0.325245 0.000406175
        1270    0.318233     0.32524 0.000405893
        1271    0.304798    0.325224 0.000405892
        1272    0.325264    0.325224 0.000405573
        1273    0.327974    0.325226  0.00040526
        1274    0.297215    0.325204 0.000405538
        1275    0.330289    0.325208  0.00040524
        1276    0.304979    0.325192 0.000405232
        1277    0.354159    0.325215 0.000405549
        1278    0.338279    0.325225 0.000405361
        1279    0.312747    0.325215 0.000405161
        1280    0.330643     0.32522 0.000404867
        1281     0.34307    0.325233  0.00040479
        1282    0.337008    0.325243 0.000404579
        1283    0.300566    0.325223  0.00040472
        1284    0.293376    0.325199 0.000405164
        1285    0.318304    0.325193 0.000404885
        1286    0.330635    0.325198 0.000404592
        1287    0.327752    0.325199 0.000404282
        1288    0.339083     0.32521 0.000404112
        1289    0.331562    0.325215 0.000403829
        1290    0.301867    0.325197 0.000403921
        1291    0.342276     0.32521 0.000403825
        1292    0.326823    0.325212 0.000403514
        1293    0.345665    0.325227 0.000403512
        1294    0.340258    0.325239 0.000403367
        1295    0.295785    0.325216 0.000403697
        1296    0.334363    0.325223 0.000403447
        1297    0.325017    0.325223 0.000403136
        1298     0.32705    0.325225 0.000402828
        1299    0.327779    0.325227 0.000402522
        1300     0.34551    0.325242 0.000402515
        1301    0.329403    0.325245 0.000402218
        1302    0.345649    0.325261 0.000402215
        1303    0.325232    0.325261 0.000401906
        1304    0.324742    0.325261 0.000401598
        1305    0.304618    0.325245 0.000401602
        1306    0.302232    0.325227  0.00040168
        1307    0.339227    0.325238 0.000401516
        1308    0.315778    0.325231 0.000401274
        1309    0.307285    0.325217 0.000401202
        1310    0.313218    0.325208    0.000401
        1311    0.323021    0.325206 0.000400698
        1312    0.319071    0.325201 0.000400419
        1313    0.325636    0.325202 0.000400115
        1314    0.328795    0.325204 0.000399819
        1315    0.330522    0.325209 0.000399536
        1316    0.332811    0.325214 0.000399274
        1317    0.307549    0.325201 0.000399196
        1318    0.348006    0.325218 0.000399268
        1319    0.344632    0.325233 0.000399236
        1320    0.303327    0.325216 0.000399279
        1321    0.324648    0.325216 0.000398977
        1322    0.311007    0.325205  0.00039882
        1323    0.338686    0.325215 0.000398648
        1324    0.339892    0.325226 0.000398501
        1325     0.30998    0.325215 0.000398367
        1326    0.316298    0.325208 0.000398123
        1327    0.331531    0.325213 0.000397852
        1328    0.297536    0.325192 0.000398097
        1329    0.328526    0.325195 0.000397806
        1330    0.310852    0.325184 0.000397653
        1331    0.290567    0.325158 0.000398204
        1332    0.330277    0.325162 0.000397923
        1333    0.315347    0.325154 0.000397693
        1334    0.336479    0.325163 0.000397485
        1335    0.341132    0.325175 0.000397368
        1336    0.339576    0.325186 0.000397216
        1337    0.335094    0.325193 0.000396988
        1338    0.327576    0.325195 0.000396696
        1339    0.307552    0.325182 0.000396618
        1340    0.295385    0.325159 0.000396945
        1341    0.327026    0.325161 0.000396651
        1342    0.317439    0.325155 0.000396398
        1343    0.321967    0.325153  0.00039611
        1344    0.336458    0.325161 0.000395904
        1345    0.325158    0.325161  0.00039561
        1346    0.315354    0.325154 0.000395383
        1347    0.334528    0.325161 0.000395151
        1348    0.325189    0.325161 0.000394858
        1349     0.32881    0.325163 0.000394574
        1350    0.337708    0.325173 0.000394391
        1351    0.325541    0.325173 0.000394099
        1352    0.324186    0.325172 0.000393809
        1353    0.337958    0.325182 0.000393631
        1354    0.341078    0.325193 0.000393515
        1355    0.321861    0.325191 0.000393233
        1356    0.325704    0.325191 0.000392943
        1357    0.315253    0.325184 0.000392721
        1358    0.308115    0.325171 0.000392633
        1359     0.32272     0.32517 0.000392349
        1360    0.319579    0.325166 0.000392082
        1361    0.310432    0.325155 0.000391943
        1362    0.309745    0.325143 0.000391818
        1363    0.314586    0.325136 0.000391607
        1364    0.331875    0.325141 0.000391352
        1365    0.319728    0.325137 0.000391085
        1366    0.322282    0.325135 0.000390804
        1367    0.318857     0.32513 0.000390545
        1368    0.342447    0.325143 0.000390465
        1369    0.320727    0.325139 0.000390193
        1370    0.309452    0.325128 0.000390076
        1371    0.346107    0.325143 0.000390092
        1372     0.30783    0.325131 0.000390011
        1373    0.316779    0.325125 0.000389775
        1374    0.316691    0.325118 0.000389539
        1375    0.325689    0.325119 0.000389256
        1376    0.319873    0.325115 0.000388992
        1377    0.337305    0.325124  0.00038881
        1378    0.334091     0.32513 0.000388583
        1379     0.32074    0.325127 0.000388314
        1380    0.341405    0.325139 0.000388212
        1381    0.320274    0.325135 0.000387946
        1382    0.312838    0.325127 0.000387768
        1383    0.325873    0.325127 0.000387488
        1384    0.336878    0.325136 0.000387301
        1385    0.319327    0.325131 0.000387044
        1386    0.325675    0.325132 0.000386765
        1387    0.306664    0.325118 0.000386715
        1388    0.305746    0.325104 0.000386688
        1389    0.318434      0.3251  0.00038644
        1390    0.331122    0.325104 0.000386186
        1391    0.350289    0.325122 0.000386333
        1392    0.334265    0.325129 0.000386111
        1393    0.349534    0.325146 0.000386231
        1394    0.321979    0.325144 0.000385961
        1395     0.30559     0.32513 0.000385938
        1396     0.32431    0.325129 0.000385662
        1397    0.334222    0.325136 0.000385441
        1398    0.319357    0.325132 0.000385188
        1399    0.293713    0.325109 0.000385566
        1400    0.325497     0.32511 0.000385291
        1401    0.350369    0.325128 0.000385438
        1402     0.34503    0.325142 0.000385424
        1403    0.319865    0.325138 0.000385168
        1404    0.326924    0.325139 0.000384896
        1405    0.311139    0.325129 0.000384751
        1406    0.323745    0.325128 0.000384478
        1407    0.335793    0.325136  0.00038428
        1408    0.327258    0.325137  0.00038401
        1409    0.337238    0.325146 0.000383833
        1410    0.315768    0.325139 0.000383619
        1411    0.310208    0.325129 0.000383493
        1412     0.31535    0.325122 0.000383283
        1413    0.321591    0.325119  0.00038302
        1414    0.309957    0.325109   0.0003829
        1415    0.338374    0.325118 0.000382744
        1416    0.313611     0.32511  0.00038256
        1417    0.300011    0.325092   0.0003827
        1418    0.362879    0.325119 0.000383356
        1419    0.307542    0.325106 0.000383286
        1420    0.334166    0.325113 0.000383069
        1421    0.312791    0.325104 0.000382898
        1422    0.333524     0.32511 0.000382674
        1423    0.324537     0.32511 0.000382406
        1424    0.345697    0.325124  0.00038241
        1425     0.31685    0.325118 0.000382186
        1426    0.324663    0.325118 0.000381918
        1427    0.327488     0.32512 0.000381654
        1428    0.335593    0.325127 0.000381457
        1429      0.3147     0.32512  0.00038126
        1430    0.340337     0.32513 0.000381142
        1431    0.317767    0.325125  0.00038091
        1432    0.320106    0.325122 0.000380661
        1433    0.359425    0.325146 0.000381147
        1434    0.291398    0.325122 0.000381607
