#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         661   -0.792188   -0.769101 0.000592908
         662    -0.75018   -0.769073 0.000592701
         663   -0.762497   -0.769063  0.00059189
         664   -0.773238   -0.769069 0.000591032
         665   -0.791113   -0.769102 0.000591072
         666   -0.779989   -0.769119 0.000590411
         667   -0.780702   -0.769136 0.000589781
         668   -0.765183    -0.76913 0.000588928
         669   -0.779942   -0.769146 0.000588269
         670   -0.748095   -0.769115 0.000588229
         671   -0.773373   -0.769121 0.000587387
         672   -0.784716   -0.769144 0.000586971
         673   -0.772596    -0.76915 0.000586121
         674   -0.761178   -0.769138 0.000585371
         675   -0.775814   -0.769148 0.000584587
         676   -0.792614   -0.769182 0.000584752
         677   -0.797757   -0.769225  0.00058541
         678    -0.76278   -0.769215 0.000584624
         679   -0.777018   -0.769227 0.000583876
         680   -0.741914   -0.769186 0.000584397
         681   -0.786775   -0.769212 0.000584109
         682    -0.76166   -0.769201 0.000583358
         683   -0.792041   -0.769235 0.000583461
         684   -0.768725   -0.769234 0.000582609
         685   -0.781158   -0.769251 0.000582018
         686   -0.738173   -0.769206  0.00058293
         687   -0.772505   -0.769211 0.000582102
         688   -0.741165    -0.76917 0.000582681
         689   -0.752146   -0.769145 0.000582359
         690   -0.748751   -0.769116 0.000582265
         691   -0.766425   -0.769112 0.000581435
         692   -0.752245   -0.769087 0.000581105
         693   -0.779232   -0.769102 0.000580451
         694   -0.777407   -0.769114 0.000579738
         695    -0.76067   -0.769102 0.000579031
         696   -0.800817   -0.769148  0.00057999
         697   -0.781068   -0.769165  0.00057941
         698   -0.748481   -0.769135 0.000579337
         699   -0.757678   -0.769119  0.00057874
         700   -0.772921   -0.769124 0.000577938
         701   -0.779768   -0.769139 0.000577313
         702   -0.765462   -0.769134 0.000576515
         703   -0.765717   -0.769129 0.000575715
         704   -0.786509   -0.769154 0.000575427
         705   -0.746787   -0.769122 0.000575484
         706   -0.764509   -0.769116 0.000574706
         707   -0.740986   -0.769076 0.000575269
         708   -0.747333   -0.769045 0.000575276
         709   -0.750069   -0.769018 0.000575086
         710   -0.745033   -0.768984 0.000575268
         711   -0.771113   -0.768987 0.000574466
         712   -0.779519   -0.769002  0.00057385
         713   -0.783128   -0.769022 0.000573387
         714   -0.784358   -0.769044 0.000572986
         715   -0.756121   -0.769025  0.00057247
         716   -0.741626   -0.768987 0.000572948
         717   -0.779215   -0.769001 0.000572326
         718   -0.803019   -0.769049 0.000573487
         719   -0.784755   -0.769071 0.000573105
         720   -0.759942   -0.769058 0.000572449
         721     -0.7918    -0.76909 0.000572524
         722   -0.770432   -0.769091 0.000571734
         723    -0.78112   -0.769108 0.000571185
         724   -0.761874   -0.769098 0.000570483
         725   -0.802177   -0.769144 0.000571518
         726   -0.771382   -0.769147 0.000570739
         727   -0.749568    -0.76912 0.000570589
         728   -0.747399    -0.76909 0.000570585
         729   -0.734826   -0.769043 0.000571735
         730   -0.800447   -0.769086 0.000572568
         731   -0.778559   -0.769099 0.000571931
         732   -0.756671   -0.769082 0.000571402
         733   -0.723956    -0.76902 0.000573929
         734   -0.781243   -0.769037 0.000573389
         735   -0.763487    -0.76903 0.000572658
         736   -0.780904   -0.769046 0.000572107
         737     -0.7452   -0.769013 0.000572245
         738   -0.781124    -0.76903 0.000571705
         739    -0.77083   -0.769032 0.000570937
         740    -0.76845   -0.769031 0.000570166
         741   -0.763763   -0.769024 0.000569441
         742   -0.766143    -0.76902 0.000568686
         743   -0.771213   -0.769023 0.000567929
         744   -0.807018   -0.769074 0.000569457
         745   -0.763629   -0.769067 0.000568739
         746    -0.78719   -0.769091 0.000568495
         747   -0.779893   -0.769106 0.000567918
         748   -0.779656    -0.76912 0.000567334
         749   -0.769395    -0.76912 0.000566577
         750   -0.737032   -0.769078 0.000567434
         751   -0.764076   -0.769071 0.000566718
         752   -0.770666   -0.769073 0.000565968
         753   -0.792972   -0.769105 0.000566106
         754   -0.753668   -0.769084 0.000565725
         755   -0.747511   -0.769056 0.000565697
         756   -0.778854   -0.769069 0.000565097
         757   -0.798354   -0.769107 0.000565673
         758   -0.757619   -0.769092  0.00056513
         759   -0.765761   -0.769088 0.000564403
         760   -0.779033   -0.769101 0.000563812
         761   -0.803079   -0.769146 0.000564836
         762   -0.759111   -0.769132 0.000564248
         763   -0.775525   -0.769141 0.000563571
         764   -0.793408   -0.769173 0.000563728
         765   -0.782904    -0.76919 0.000563276
         766   -0.788316   -0.769215 0.000563094
         767   -0.750707   -0.769191 0.000562877
         768   -0.772197   -0.769195 0.000562158
         769   -0.803568    -0.76924 0.000563201
         770   -0.786339   -0.769262 0.000562907
         771   -0.754178   -0.769243 0.000562517
         772   -0.754685   -0.769224 0.000562104
         773   -0.759188   -0.769211 0.000561527
         774   -0.731783   -0.769162  0.00056288
         775   -0.806255    -0.76921 0.000564184
         776    -0.76883    -0.76921 0.000563458
         777   -0.768873   -0.769209 0.000562733
         778   -0.777822    -0.76922 0.000562118
         779   -0.748578   -0.769194 0.000562021
         780    -0.78319   -0.769212 0.000561587
         781    -0.77807   -0.769223 0.000560982
         782   -0.770037   -0.769224 0.000560266
         783    -0.79828   -0.769261 0.000560778
         784   -0.781944   -0.769277 0.000560296
         785   -0.748153   -0.769251 0.000560228
         786   -0.767244   -0.769248 0.000559521
         787   -0.798833   -0.769286 0.000560071
         788   -0.778419   -0.769297 0.000559481
         789   -0.779197    -0.76931 0.000558912
         790   -0.779723   -0.769323  0.00055836
         791    -0.74309    -0.76929 0.000558638
         792   -0.777124     -0.7693  0.00055802
         793   -0.783793   -0.769318 0.000557616
         794   -0.763043    -0.76931  0.00055697
         795   -0.802096   -0.769351 0.000557794
         796   -0.767818   -0.769349 0.000557096
         797   -0.755116   -0.769331 0.000556684
         798   -0.764375   -0.769325 0.000556021
         799   -0.742499   -0.769292 0.000556337
         800   -0.746913   -0.769264 0.000556345
         801   -0.760778   -0.769253 0.000555751
         802   -0.776597   -0.769262 0.000555134
         803   -0.753904   -0.769243 0.000554772
         804   -0.758518    -0.76923 0.000554242
         805   -0.781644   -0.769245 0.000553768
         806    -0.78305   -0.769262 0.000553346
         807   -0.777001   -0.769272 0.000552743
         808   -0.752861   -0.769252 0.000552432
         809   -0.790697   -0.769278 0.000552385
         810   -0.769771   -0.769279 0.000551703
         811   -0.749034   -0.769254 0.000551588
         812    -0.78625   -0.769275 0.000551305
         813   -0.788047   -0.769298  0.00055111
         814   -0.775478   -0.769305 0.000550486
         815   -0.775926   -0.769314  0.00054987
         816   -0.772787   -0.769318 0.000549213
         817   -0.752088   -0.769297 0.000548945
         818   -0.780925   -0.769311 0.000548458
         819    -0.74961   -0.769287 0.000548316
         820   -0.748458   -0.769261 0.000548235
         821   -0.754236   -0.769243 0.000547873
         822   -0.811734   -0.769295  0.00054964
         823   -0.756574   -0.769279 0.000549189
         824   -0.771832   -0.769283 0.000548531
         825   -0.770617   -0.769284 0.000547869
         826   -0.754912   -0.769267 0.000547482
         827   -0.737443   -0.769228  0.00054817
         828   -0.723845   -0.769173 0.000550242
         829    -0.75439   -0.769156 0.000549867
         830   -0.760171   -0.769145 0.000549311
         831    -0.76146   -0.769136 0.000548728
         832   -0.765543   -0.769131 0.000548085
         833   -0.793765   -0.769161 0.000548224
         834   -0.774798   -0.769168 0.000547609
         835   -0.763713   -0.769161 0.000546992
         836   -0.739177   -0.769125 0.000547512
         837   -0.777253   -0.769135 0.000546944
         838   -0.780801   -0.769149 0.000546469
         839   -0.763288   -0.769142 0.000545862
         840    -0.80676   -0.769187 0.000547046
         841   -0.774115   -0.769192 0.000546427
         842   -0.772697   -0.769197 0.000545794
         843    -0.80635   -0.769241 0.000546923
         844   -0.752122    -0.76922 0.000546651
         845   -0.772953   -0.769225 0.000546022
         846   -0.770821   -0.769227  0.00054538
         847   -0.753184   -0.769208 0.000545065
         848   -0.758339   -0.769195 0.000544573
         849   -0.789834   -0.769219 0.000544473
         850   -0.763096   -0.769212 0.000543881
         851   -0.785393   -0.769231 0.000543574
         852    -0.80384   -0.769272 0.000544451
         853   -0.767479    -0.76927 0.000543817
         854   -0.771884   -0.769273 0.000543189
         855   -0.750994   -0.769251 0.000542974
         856   -0.757375   -0.769237 0.000542517
         857   -0.815033   -0.769291 0.000544509
         858   -0.780428   -0.769304  0.00054403
         859   -0.775115   -0.769311 0.000543438
         860   -0.776107   -0.769318 0.000542864
         861   -0.800656   -0.769355 0.000543452
         862   -0.752366   -0.769335 0.000543179
         863   -0.762059   -0.769327 0.000542615
         864   -0.783744   -0.769343 0.000542243
         865   -0.773506   -0.769348 0.000541638
         866   -0.778028   -0.769358 0.000541105
         867   -0.765045   -0.769353 0.000540504
         868   -0.789875   -0.769377 0.000540398
         869   -0.770999   -0.769379 0.000539779
         870   -0.776792   -0.769387 0.000539226
         871   -0.760209   -0.769377  0.00053871
         872   -0.749173   -0.769354  0.00053859
         873   -0.784831   -0.769371 0.000538265
         874   -0.751704   -0.769351 0.000538029
         875   -0.767531   -0.769349 0.000537418
         876   -0.763074   -0.769342 0.000536852
         877   -0.778065   -0.769352 0.000536332
         878   -0.754909   -0.769335 0.000535973
         879    -0.76577   -0.769331 0.000535379
         880   -0.807355   -0.769375 0.000536511
         881   -0.761285   -0.769365 0.000535981
         882   -0.782294    -0.76938 0.000535574
         883   -0.777057   -0.769389 0.000535038
         884   -0.764128   -0.769383 0.000534466
         885   -0.774642   -0.769389 0.000533895
         886   -0.775556   -0.769396 0.000533338
         887   -0.741415   -0.769364 0.000533668
         888   -0.755422   -0.769348 0.000533298
         889    -0.74492   -0.769321 0.000533406
         890   -0.784991   -0.769339 0.000533097
         891   -0.753153    -0.76932 0.000532808
         892    -0.78551   -0.769339  0.00053252
         893   -0.792171   -0.769364 0.000532537
         894   -0.757388   -0.769351  0.00053211
         895   -0.753035   -0.769332 0.000531828
         896   -0.782878   -0.769348 0.000531449
         897   -0.766787   -0.769345 0.000530864
         898   -0.757392   -0.769331  0.00053044
         899   -0.798208   -0.769364 0.000530821
         900   -0.715392   -0.769304 0.000533608
         901   -0.754442   -0.769287 0.000533271
         902   -0.741608   -0.769256 0.000533562
         903   -0.767499   -0.769254 0.000532974
         904   -0.764928    -0.76925 0.000532406
         905   -0.755403   -0.769234 0.000532038
         906   -0.763852   -0.769228 0.000531484
         907   -0.770258    -0.76923 0.000530899
         908   -0.815185    -0.76928 0.000532721
         909    -0.76199   -0.769272 0.000532196
         910   -0.759656   -0.769262 0.000531716
         911   -0.751319   -0.769242 0.000531497
         912   -0.789102   -0.769264  0.00053136
         913   -0.785527   -0.769281 0.000531076
         914    -0.77812   -0.769291 0.000530583
         915   -0.778378   -0.769301 0.000530096
         916   -0.725471   -0.769253 0.000531673
         917   -0.755212   -0.769238 0.000531313
         918   -0.772513   -0.769241 0.000530747
         919   -0.767433   -0.769239 0.000530173
         920    -0.78421   -0.769256 0.000529846
         921   -0.769091   -0.769256 0.000529271
         922   -0.768132   -0.769254 0.000528698
         923   -0.796291   -0.769284 0.000528936
         924   -0.772768   -0.769287 0.000528377
         925   -0.787129   -0.769307 0.000528158
         926   -0.788082   -0.769327 0.000527977
         927   -0.773601   -0.769332 0.000527427
         928   -0.767294   -0.769329 0.000526863
         929   -0.791096   -0.769353 0.000526817
         930   -0.763554   -0.769347 0.000526287
         931   -0.772193    -0.76935 0.000525731
         932   -0.790808   -0.769373 0.000525671
         933   -0.748937   -0.769351 0.000525564
         934   -0.776071   -0.769358  0.00052505
         935   -0.740216   -0.769327 0.000525413
         936   -0.771185   -0.769329 0.000524855
         937   -0.768192   -0.769328 0.000524297
         938   -0.756339   -0.769314  0.00052392
         939   -0.754032   -0.769297 0.000523615
         940   -0.770531   -0.769299  0.00052306
         941   -0.761277    -0.76929 0.000522573
         942   -0.765647   -0.769286 0.000522033
         943   -0.784447   -0.769302 0.000521727
         944   -0.750639   -0.769283 0.000521549
         945    -0.78545     -0.7693 0.000521277
         946   -0.777933   -0.769309 0.000520806
         947   -0.779471    -0.76932 0.000520367
         948   -0.794022   -0.769346  0.00052047
         949   -0.774643   -0.769351 0.000519951
         950    -0.78694    -0.76937 0.000519734
         951   -0.795517   -0.769397 0.000519914
         952   -0.769475   -0.769397 0.000519368
         953   -0.808871   -0.769439 0.000520472
         954   -0.779376   -0.769449  0.00052003
         955   -0.769793    -0.76945 0.000519486
         956   -0.752009   -0.769431 0.000519263
         957   -0.755466   -0.769417 0.000518925
         958   -0.770295   -0.769418 0.000518384
         959   -0.785003   -0.769434 0.000518099
         960   -0.739707   -0.769403 0.000518483
         961   -0.760652   -0.769394 0.000518024
         962   -0.771547   -0.769396  0.00051749
         963   -0.767413   -0.769394 0.000516957
         964   -0.762962   -0.769387 0.000516464
         965   -0.791993   -0.769411 0.000516459
         966   -0.771213   -0.769413 0.000515928
         967   -0.762982   -0.769406 0.000515438
         968   -0.766562   -0.769403 0.000514913
         969   -0.758446   -0.769392 0.000514506
         970   -0.756975   -0.769379 0.000514135
         971   -0.782916   -0.769393 0.000513794
         972    -0.78582    -0.76941 0.000513544
         973   -0.759507     -0.7694 0.000513117
         974   -0.772587   -0.769403   0.0005126
         975   -0.782712   -0.769417 0.000512256
         976   -0.751736   -0.769398 0.000512052
         977   -0.772976   -0.769402 0.000511541
         978   -0.757296    -0.76939 0.000511167
         979   -0.755179   -0.769375 0.000510851
         980   -0.770865   -0.769377 0.000510332
         981   -0.763998   -0.769371 0.000509842
         982   -0.751894   -0.769353 0.000509633
         983    -0.77019   -0.769354 0.000509115
         984   -0.759061   -0.769344 0.000508705
         985    -0.78012   -0.769355 0.000508306
         986   -0.764089   -0.769349 0.000507819
         987   -0.768102   -0.769348 0.000507306
         988   -0.778217   -0.769357 0.000506872
         989   -0.774669   -0.769362 0.000506388
         990    -0.75481   -0.769348  0.00050609
         991    -0.74887   -0.769327 0.000506001
         992   -0.748339   -0.769306 0.000505933
         993   -0.764622   -0.769301 0.000505445
         994   -0.763491   -0.769295  0.00050497
         995   -0.773741     -0.7693 0.000504483
         996      -0.753   -0.769284 0.000504242
         997   -0.774655   -0.769289 0.000503765
         998   -0.769043   -0.769289  0.00050326
         999   -0.727189   -0.769247 0.000504517
        1000   -0.750773   -0.769228 0.000504351
        1001   -0.791164    -0.76925 0.000504323
        1002   -0.759016    -0.76924 0.000503923
        1003   -0.793519   -0.769264 0.000504002
        1004   -0.781932   -0.769277 0.000503658
        1005   -0.777582   -0.769285 0.000503224
        1006   -0.772311   -0.769288 0.000502733
        1007   -0.772627   -0.769291 0.000502245
        1008   -0.773395   -0.769295 0.000501763
        1009   -0.781585   -0.769307 0.000501414
        1010   -0.764562   -0.769303 0.000500939
        1011   -0.772665   -0.769306 0.000500455
        1012   -0.765309   -0.769302 0.000499976
        1013   -0.762928   -0.769296 0.000499522
        1014    -0.77445   -0.769301 0.000499055
        1015   -0.780525   -0.769312 0.000498686
        1016   -0.792981   -0.769335 0.000498739
        1017   -0.769223   -0.769335 0.000498248
        1018   -0.789302   -0.769355 0.000498145
        1019   -0.761903   -0.769347  0.00049771
        1020   -0.776463   -0.769354 0.000497271
        1021   -0.766235   -0.769351 0.000496793
        1022   -0.769398   -0.769351 0.000496307
        1023   -0.747669    -0.76933 0.000496274
        1024   -0.775715   -0.769336 0.000495829
        1025   -0.738741   -0.769307 0.000496243
        1026   -0.759418   -0.769297 0.000495853
        1027    -0.78031   -0.769308 0.000495486
        1028   -0.786063   -0.769324 0.000495272
        1029   -0.731043   -0.769287 0.000496186
        1030   -0.779158   -0.769296 0.000495796
        1031   -0.764198   -0.769291  0.00049534
        1032   -0.735905   -0.769259 0.000495916
        1033   -0.798759   -0.769288 0.000496257
        1034   -0.793471   -0.769311 0.000496328
        1035   -0.778756    -0.76932 0.000495932
        1036   -0.783876   -0.769334 0.000495653
        1037   -0.767166   -0.769332 0.000495179
        1038   -0.740987   -0.769305 0.000495454
        1039   -0.757151   -0.769293 0.000495115
        1040   -0.787503   -0.769311 0.000494949
        1041   -0.751187   -0.769293  0.00049478
        1042   -0.735135    -0.76926 0.000495389
        1043   -0.786739   -0.769277 0.000495198
        1044   -0.782517    -0.76929 0.000494886
        1045   -0.771039   -0.769292 0.000494415
        1046   -0.775605   -0.769298 0.000493979
        1047   -0.773414   -0.769301 0.000493523
        1048   -0.772815   -0.769305 0.000493064
        1049   -0.759763   -0.769296 0.000492678
        1050   -0.730311   -0.769259 0.000493605
        1051   -0.756131   -0.769246 0.000493294
        1052   -0.770641   -0.769247 0.000492827
        1053   -0.781396   -0.769259 0.000492494
        1054   -0.788517   -0.769277 0.000492365
        1055   -0.770523   -0.769278   0.0004919
        1056   -0.800847   -0.769308 0.000492342
        1057   -0.760883     -0.7693  0.00049194
        1058   -0.746929   -0.769279  0.00049193
        1059   -0.791047     -0.7693 0.000491894
        1060   -0.772661   -0.769303  0.00049144
        1061   -0.769928   -0.769304 0.000490978
        1062   -0.757889   -0.769293 0.000490633
        1063   -0.767145   -0.769291 0.000490176
        1064   -0.778331   -0.769299 0.000489789
        1065   -0.789883   -0.769319  0.00048971
        1066   -0.778499   -0.769327 0.000489326
        1067   -0.794952   -0.769351 0.000489457
        1068    -0.80346   -0.769383 0.000490039
        1069   -0.770351   -0.769384 0.000489581
        1070   -0.740775   -0.769357 0.000489853
        1071   -0.765527   -0.769354 0.000489409
        1072    -0.78708    -0.76937 0.000489232
        1073   -0.798726   -0.769398  0.00048954
        1074   -0.796467   -0.769423 0.000489733
        1075   -0.761648   -0.769416 0.000489331
        1076   -0.778109   -0.769424 0.000488943
        1077   -0.766069   -0.769421 0.000488499
        1078   -0.779434    -0.76943 0.000488134
        1079   -0.746518   -0.769409 0.000488143
        1080    -0.77837   -0.769417 0.000487762
        1081   -0.767683   -0.769415 0.000487313
        1082   -0.751366   -0.769399 0.000487148
        1083   -0.741497   -0.769373 0.000487379
        1084   -0.765984    -0.76937 0.000486939
        1085   -0.789932   -0.769389 0.000486859
        1086   -0.756785   -0.769377 0.000486549
        1087   -0.772846    -0.76938 0.000486112
        1088   -0.763637   -0.769375 0.000485694
        1089   -0.784048   -0.769388 0.000485435
        1090   -0.776307   -0.769395 0.000485031
        1091    -0.73367   -0.769362 0.000485691
        1092   -0.756629    -0.76935 0.000485386
        1093   -0.758685   -0.769341  0.00048504
        1094   -0.759864   -0.769332 0.000484674
        1095     -0.7766   -0.769339 0.000484276
        1096    -0.79367   -0.769361 0.000484343
        1097   -0.782469   -0.769373 0.000484049
        1098    -0.79275   -0.769394 0.000484076
        1099   -0.790189   -0.769413 0.000484005
        1100   -0.786338   -0.769428  0.00048381
        1101   -0.774915   -0.769433 0.000483396
        1102    -0.78736    -0.76945 0.000483231
        1103    -0.74045   -0.769423 0.000483508
        1104   -0.769972   -0.769424  0.00048307
        1105   -0.760201   -0.769415 0.000482705
        1106   -0.765529   -0.769412 0.000482281
        1107   -0.760471   -0.769404 0.000481913
        1108   -0.741821   -0.769379 0.000482121
        1109   -0.765686   -0.769376 0.000481698
        1110   -0.764137   -0.769371 0.000481287
        1111   -0.778431   -0.769379 0.000480923
        1112   -0.760615   -0.769371 0.000480555
        1113    -0.76057   -0.769363 0.000480188
        1114   -0.771307   -0.769365  0.00047976
        1115   -0.788045   -0.769382 0.000479622
        1116   -0.764389   -0.769377 0.000479213
        1117    -0.74041   -0.769351 0.000479486
        1118   -0.748893   -0.769333 0.000479406
        1119   -0.782127   -0.769345 0.000479114
        1120   -0.770993   -0.769346 0.000478688
        1121   -0.775658   -0.769352 0.000478294
        1122   -0.788944   -0.769369 0.000478187
        1123   -0.773254   -0.769373 0.000477773
        1124   -0.758776   -0.769363 0.000477441
        1125   -0.765091   -0.769359 0.000477032
        1126   -0.769299   -0.769359 0.000476608
        1127   -0.778972   -0.769368 0.000476262
        1128   -0.771013   -0.769369 0.000475842
        1129   -0.784805   -0.769383 0.000475617
        1130   -0.781379   -0.769394 0.000475314
        1131   -0.749745   -0.769376 0.000475211
        1132   -0.796682     -0.7694 0.000475403
        1133   -0.774418   -0.769405 0.000475004
        1134   -0.764133     -0.7694 0.000474608
        1135   -0.789997   -0.769418 0.000474537
        1136   -0.776733   -0.769425 0.000474163
        1137   -0.791189   -0.769444 0.000474132
        1138   -0.780633   -0.769454 0.000473817
        1139   -0.759689   -0.769445 0.000473479
        1140    -0.75724   -0.769434 0.000473185
        1141   -0.770477   -0.769435 0.000472771
        1142   -0.785245   -0.769449 0.000472559
        1143   -0.758254   -0.769439 0.000472248
        1144   -0.749194   -0.769422 0.000472166
        1145   -0.798295   -0.769447 0.000472427
        1146   -0.714283   -0.769399  0.00047446
        1147   -0.772024   -0.769401 0.000474052
        1148   -0.741992   -0.769377  0.00047424
        1149    -0.76985   -0.769378 0.000473828
        1150   -0.768643   -0.769377 0.000473416
        1151   -0.769915   -0.769377 0.000473005
        1152   -0.771298   -0.769379 0.000472597
        1153   -0.777778   -0.769386 0.000472244
        1154   -0.759945   -0.769378 0.000471905
        1155   -0.739679   -0.769352 0.000472197
        1156   -0.788358   -0.769369 0.000472074
        1157    -0.72998   -0.769335 0.000472892
        1158    -0.76971   -0.769335 0.000472484
        1159   -0.770267   -0.769336 0.000472077
        1160    -0.78783   -0.769352 0.000471939
        1161   -0.763588   -0.769347 0.000471559
        1162   -0.785228   -0.769361 0.000471351
        1163   -0.750595   -0.769344 0.000471222
        1164   -0.750566   -0.769328 0.000471093
        1165   -0.771396    -0.76933 0.000470692
        1166   -0.783573   -0.769342 0.000470447
        1167   -0.737508   -0.769315 0.000470834
        1168   -0.786091   -0.769329  0.00047065
        1169   -0.780581   -0.769339 0.000470346
        1170   -0.791432   -0.769358 0.000470322
        1171   -0.760599    -0.76935  0.00046998
        1172   -0.747192   -0.769332 0.000469959
        1173   -0.782601   -0.769343 0.000469695
        1174   -0.781673   -0.769353 0.000469412
        1175    -0.78962   -0.769371 0.000469329
        1176   -0.751387   -0.769355 0.000469179
        1177   -0.765984   -0.769352  0.00046879
        1178   -0.793245   -0.769373  0.00046883
        1179   -0.762638   -0.769367 0.000468467
        1180   -0.785371   -0.769381 0.000468267
        1181   -0.780594    -0.76939 0.000467966
        1182   -0.740894   -0.769366 0.000468191
        1183   -0.784103   -0.769378 0.000467961
        1184   -0.780378   -0.769388 0.000467658
        1185   -0.770627   -0.769389 0.000467264
        1186   -0.783811   -0.769401 0.000467029
        1187    -0.76424   -0.769397 0.000466655
        1188   -0.808372   -0.769429 0.000467414
        1189   -0.763798   -0.769425 0.000467045
        1190   -0.747117   -0.769406 0.000467029
        1191   -0.772657   -0.769409 0.000466645
        1192    -0.78769   -0.769424 0.000466505
        1193    -0.77256   -0.769427 0.000466122
        1194   -0.758152   -0.769417 0.000465827
        1195   -0.775853   -0.769423 0.000465468
        1196   -0.744369   -0.769402  0.00046555
        1197   -0.791616    -0.76942 0.000465531
        1198   -0.773417   -0.769423 0.000465154
        1199   -0.782716   -0.769435 0.000464899
        1200   -0.774028   -0.769438 0.000464527
        1201   -0.761099   -0.769431 0.000464192
        1202   -0.794315   -0.769452 0.000464267
        1203   -0.758297   -0.769443 0.000463974
        1204   -0.747958   -0.769425 0.000463931
        1205   -0.784322   -0.769437 0.000463711
        1206    -0.77745   -0.769444 0.000463374
        1207   -0.805017   -0.769474 0.000463927
        1208    -0.78891    -0.76949 0.000463822
        1209   -0.760464   -0.769482 0.000463498
        1210   -0.783735   -0.769494 0.000463265
        1211   -0.740677    -0.76947 0.000463493
        1212   -0.774422   -0.769474 0.000463128
        1213   -0.766523   -0.769472 0.000462753
        1214   -0.741397   -0.769449 0.000462949
        1215   -0.783831    -0.76946  0.00046272
        1216   -0.757228    -0.76945 0.000462448
        1217   -0.769617   -0.769451 0.000462068
        1218   -0.777538   -0.769457 0.000461737
        1219    -0.77619   -0.769463 0.000461391
        1220    -0.75847   -0.769454 0.000461101
        1221   -0.741178   -0.769431 0.000461304
        1222   -0.786119   -0.769444 0.000461129
        1223   -0.750123   -0.769428 0.000461022
        1224   -0.773565   -0.769432 0.000460658
        1225   -0.767566    -0.76943 0.000460285
        1226   -0.781664    -0.76944 0.000460017
        1227   -0.754954   -0.769428 0.000459794
        1228    -0.77816   -0.769436 0.000459474
        1229   -0.763458   -0.769431 0.000459126
        1230   -0.756134    -0.76942  0.00045888
        1231    -0.78325   -0.769431 0.000458645
        1232   -0.778338   -0.769438  0.00045833
        1233   -0.774036   -0.769442 0.000457973
        1234   -0.786943   -0.769456 0.000457822
        1235    -0.75513   -0.769445 0.000457598
        1236   -0.792255   -0.769463   0.0004576
        1237   -0.766501   -0.769461 0.000457236
        1238     -0.7464   -0.769442 0.000457246
        1239   -0.776659   -0.769448 0.000456914
        1240   -0.758922   -0.769439 0.000456624
        1241   -0.780983   -0.769449 0.000456351
        1242   -0.774219   -0.769453    0.000456
        1243   -0.746464   -0.769434 0.000456008
        1244   -0.777817   -0.769441 0.000455691
        1245   -0.761539   -0.769434 0.000455369
        1246   -0.761936   -0.769428 0.000455044
        1247   -0.744467   -0.769408 0.000455119
        1248   -0.763849   -0.769404 0.000454776
        1249   -0.779778   -0.769412 0.000454488
        1250   -0.778955    -0.76942 0.000454188
        1251   -0.757468    -0.76941 0.000453926
        1252   -0.773154   -0.769413 0.000453573
        1253   -0.779506   -0.769421 0.000453282
        1254   -0.782427   -0.769432 0.000453039
        1255   -0.768891   -0.769431 0.000452679
        1256   -0.771962   -0.769433 0.000452323
        1257   -0.762051   -0.769427 0.000452001
        1258   -0.762001   -0.769422  0.00045168
        1259   -0.752356   -0.769408 0.000451525
        1260   -0.785248   -0.769421 0.000451342
        1261   -0.765395   -0.769417 0.000450995
        1262   -0.774366   -0.769421 0.000450655
        1263   -0.803329   -0.769448 0.000451097
        1264   -0.756377   -0.769438 0.000450858
        1265   -0.782746   -0.769448 0.000450625
        1266   -0.766703   -0.769446 0.000450274
        1267   -0.767358   -0.769445 0.000449922
        1268   -0.780909   -0.769454 0.000449658
        1269   -0.801314   -0.769479 0.000450004
        1270    -0.76438   -0.769475 0.000449667
        1271   -0.753505   -0.769462 0.000449489
        1272   -0.780633   -0.769471 0.000449221
        1273   -0.771599   -0.769473 0.000448872
        1274   -0.741018    -0.76945 0.000449075
        1275   -0.775227   -0.769455 0.000448745
        1276    -0.75597   -0.769444 0.000448518
        1277   -0.797398   -0.769466 0.000448701
        1278   -0.783328   -0.769477 0.000448481
        1279   -0.751254   -0.769463 0.000448356
        1280   -0.766006    -0.76946 0.000448014
        1281   -0.791838   -0.769477 0.000448005
        1282   -0.781627   -0.769487 0.000447756
        1283   -0.755532   -0.769476 0.000447539
        1284   -0.746446   -0.769458 0.000447549
        1285   -0.768217   -0.769457 0.000447202
        1286   -0.767136   -0.769455 0.000446858
        1287   -0.773256   -0.769458 0.000446521
        1288   -0.792146   -0.769476 0.000446521
        1289   -0.770541   -0.769477 0.000446176
        1290   -0.740138   -0.769454 0.000446409
        1291   -0.788401   -0.769469 0.000446304
        1292    -0.77662   -0.769474 0.000445993
        1293   -0.790189    -0.76949 0.000445936
        1294   -0.791469   -0.769507 0.000445915
        1295   -0.747552    -0.76949 0.000445892
        1296   -0.778666   -0.769497 0.000445605
        1297   -0.779226   -0.769505 0.000445324
        1298    -0.78246   -0.769515 0.000445093
        1299    -0.77987   -0.769523 0.000444822
        1300    -0.79083   -0.769539 0.000444781
        1301   -0.773513   -0.769542  0.00044445
        1302   -0.786421   -0.769555 0.000444298
        1303   -0.776159    -0.76956 0.000443986
        1304    -0.76976    -0.76956 0.000443645
        1305   -0.757747   -0.769551 0.000443397
        1306   -0.743047   -0.769531 0.000443522
        1307   -0.781136    -0.76954 0.000443272
        1308   -0.752056   -0.769527 0.000443134
        1309   -0.761121    -0.76952 0.000442842
        1310    -0.75253   -0.769507 0.000442694
