#     BLOCK:  ACTUAL_PSI:     PSI_AVE:      ERROR:
         205        1.85   0.0198439 0.000537804
         205        1.95   0.0112146 0.000395349
         206       -1.95   0.0175777 0.000511077
         206       -1.85   0.0199369  0.00054352
         206       -1.75   0.0350291  0.00069463
         206       -1.65   0.0579078  0.00092117
         206       -1.55   0.0863932   0.0010124
         206       -1.45    0.127888  0.00120518
         206       -1.35    0.177583  0.00150819
         206       -1.25     0.23083  0.00180965
         206       -1.15    0.288927  0.00188065
         206       -1.05    0.342626  0.00205682
         206       -0.95    0.387544  0.00194083
         206       -0.85    0.411393  0.00216669
         206       -0.75    0.424553  0.00241597
         206       -0.65    0.416762  0.00195229
         206       -0.55    0.394743  0.00196939
         206       -0.45    0.366583  0.00216391
         206       -0.35    0.336966   0.0017683
         206       -0.25    0.311296  0.00170605
         206       -0.15    0.288626  0.00164819
         206       -0.05    0.280563  0.00162441
         206        0.05    0.279413  0.00171332
         206        0.15     0.28833  0.00167732
         206        0.25    0.312286  0.00183516
         206        0.35    0.338898  0.00187994
         206        0.45    0.365034   0.0020185
         206        0.55    0.394544  0.00204353
         206        0.65    0.413947   0.0023953
         206        0.75    0.417432  0.00219005
         206        0.85    0.407136  0.00248717
         206        0.95    0.379432  0.00227776
         206        1.05    0.339748  0.00189508
         206        1.15    0.291791   0.0019135
         206        1.25    0.234699  0.00157902
         206        1.35    0.177092  0.00147805
         206        1.45    0.128359   0.0012647
         206        1.55   0.0884369  0.00107735
         206        1.65    0.056432 0.000870335
         206        1.75   0.0355728 0.000725861
         206        1.85   0.0198689 0.000535775
         206        1.95   0.0112087 0.000393474
         207       -1.95   0.0175749 0.000508615
         207       -1.85   0.0199179 0.000541227
         207       -1.75   0.0349662  0.00069412
         207       -1.65   0.0579179 0.000916775
         207       -1.55   0.0864396  0.00100857
         207       -1.45    0.127971  0.00120219
         207       -1.35    0.177618  0.00150133
         207       -1.25    0.230855  0.00180108
         207       -1.15    0.289014  0.00187359
         207       -1.05    0.342599  0.00204707
         207       -0.95    0.387333  0.00194282
         207       -0.85    0.411507  0.00215922
         207       -0.75    0.424686  0.00240793
         207       -0.65    0.416952  0.00195203
         207       -0.55    0.394763  0.00195998
         207       -0.45    0.366483  0.00215574
         207       -0.35    0.336976  0.00175979
         207       -0.25    0.311295  0.00169781
         207       -0.15    0.288758  0.00164552
         207       -0.05    0.280696  0.00162196
         207        0.05    0.279357  0.00170593
         207        0.15    0.288623  0.00169463
         207        0.25    0.312242  0.00182684
         207        0.35    0.338633  0.00188948
         207        0.45    0.364995  0.00200912
         207        0.55     0.39444   0.0020363
         207        0.65    0.413739  0.00239269
         207        0.75    0.417072  0.00220879
         207        0.85    0.407048   0.0024767
         207        0.95    0.379643  0.00227646
         207        1.05    0.339836  0.00188797
         207        1.15    0.291739  0.00190496
         207        1.25    0.234667  0.00157172
         207        1.35    0.177029  0.00147226
         207        1.45    0.128386  0.00125889
         207        1.55   0.0885749  0.00108095
         207        1.65   0.0564589 0.000866546
         207        1.75   0.0355845 0.000722449
         207        1.85   0.0198019  0.00053736
         207        1.95   0.0112126 0.000391592
         208       -1.95   0.0176106 0.000507421
         208       -1.85   0.0199808 0.000542267
         208       -1.75       0.035 0.000691606
         208       -1.65   0.0580096 0.000916947
         208       -1.55    0.086476  0.00100438
         208       -1.45    0.128091  0.00120242
         208       -1.35    0.177476  0.00150085
         208       -1.25    0.231087  0.00180723
         208       -1.15    0.288976  0.00186498
         208       -1.05    0.342505  0.00203939
         208       -0.95    0.387163  0.00194089
         208       -0.85    0.411433  0.00215012
         208       -0.75    0.424505  0.00240316
         208       -0.65    0.417019  0.00194382
         208       -0.55    0.394918  0.00195668
         208       -0.45     0.36662  0.00214973
         208       -0.35    0.337087   0.0017548
         208       -0.25    0.311476   0.0016993
         208       -0.15    0.288726  0.00163793
         208       -0.05    0.280635  0.00161531
         208        0.05    0.279404  0.00169836
         208        0.15    0.288577  0.00168711
         208        0.25    0.312255  0.00181811
         208        0.35    0.338678  0.00188093
         208        0.45     0.36488  0.00200277
         208        0.55    0.394144  0.00204783
         208        0.65    0.414058   0.0024023
         208        0.75    0.417192  0.00220142
         208        0.85    0.407183  0.00246844
         208        0.95     0.37949   0.0022706
         208        1.05    0.339654  0.00188764
         208        1.15    0.291577   0.0019027
         208        1.25     0.23449  0.00157402
         208        1.35    0.177067  0.00146568
         208        1.45    0.128428  0.00125352
         208        1.55   0.0885625  0.00107582
         208        1.65    0.056375 0.000866436
         208        1.75   0.0355529 0.000719669
         208        1.85   0.0198413  0.00053622
         208        1.95   0.0111635 0.000392775
         209       -1.95   0.0176268 0.000505253
         209       -1.85    0.019933 0.000541771
         209       -1.75   0.0349761 0.000688711
         209       -1.65   0.0579809  0.00091301
         209       -1.55   0.0864163  0.00100135
         209       -1.45    0.127957  0.00120415
         209       -1.35    0.177258  0.00150936
         209       -1.25    0.231306  0.00181189
         209       -1.15    0.289019  0.00185656
         209       -1.05    0.342689  0.00203793
         209       -0.95    0.387019  0.00193697
         209       -0.85    0.411684   0.0021545
         209       -0.75    0.424622  0.00239452
         209       -0.65     0.41701  0.00193454
         209       -0.55    0.395024  0.00195016
         209       -0.45    0.366708  0.00214124
         209       -0.35    0.337211  0.00175078
         209       -0.25    0.311569  0.00169373
         209       -0.15     0.28867  0.00163105
         209       -0.05    0.280766  0.00161288
         209        0.05    0.279335  0.00169163
         209        0.15    0.288464  0.00168281
         209        0.25    0.312335  0.00181117
         209        0.35    0.338713  0.00187226
         209        0.45    0.364703  0.00200095
         209        0.55    0.393957  0.00204658
         209        0.65    0.414263  0.00239958
         209        0.75    0.416947  0.00220447
         209        0.85     0.40723  0.00245707
         209        0.95    0.379349  0.00226411
         209        1.05    0.339608  0.00187917
         209        1.15    0.291703  0.00189779
         209        1.25    0.234507  0.00156658
         209        1.35    0.176947  0.00146357
         209        1.45    0.128383  0.00124833
         209        1.55   0.0886124  0.00107183
         209        1.65   0.0563923 0.000862464
         209        1.75   0.0355072 0.000717675
         209        1.85   0.0198421 0.000533655
         209        1.95   0.0111675 0.000390916
         210       -1.95      0.0176 0.000503557
         210       -1.85   0.0198857 0.000541252
         210       -1.75   0.0349619 0.000685577
         210       -1.65   0.0579571  0.00090897
         210       -1.55   0.0865143  0.00100136
         210       -1.45    0.127962  0.00119843
         210       -1.35    0.177162  0.00150525
         210       -1.25    0.231233  0.00180473
         210       -1.15    0.288862  0.00185436
         210       -1.05    0.342738  0.00202882
         210       -0.95     0.38739  0.00196301
         210       -0.85    0.411705  0.00214434
         210       -0.75    0.424276  0.00240796
         210       -0.65    0.416838  0.00193291
         210       -0.55    0.394938  0.00194276
         210       -0.45    0.366681  0.00213122
         210       -0.35     0.33749  0.00176469
         210       -0.25     0.31141   0.0016932
         210       -0.15    0.288724  0.00162418
         210       -0.05    0.280938  0.00161441
         210        0.05    0.279324  0.00168361
         210        0.15     0.28859  0.00167953
         210        0.25    0.312271  0.00180366
         210        0.35     0.33869  0.00186347
         210        0.45    0.364814  0.00199449
         210        0.55    0.394071  0.00204003
         210        0.65    0.414243  0.00238824
         210        0.75    0.416829  0.00219717
         210        0.85    0.407386  0.00245032
         210        0.95    0.379186  0.00225923
         210        1.05    0.339476  0.00187481
         210        1.15    0.291767  0.00188981
         210        1.25      0.2347  0.00157094
         210        1.35       0.177  0.00145755
         210        1.45    0.128176  0.00125936
         210        1.55   0.0886429  0.00106716
         210        1.65   0.0564429 0.000859835
         210        1.75   0.0354571    0.000716
         210        1.85   0.0199381 0.000539677
         210        1.95   0.0111429 0.000389829
         211       -1.95   0.0175877 0.000501321
         211       -1.85   0.0198531  0.00053967
         211       -1.75   0.0349763 0.000682479
         211       -1.65   0.0579052 0.000906145
         211       -1.55   0.0865071 0.000996645
         211       -1.45    0.127995  0.00119321
         211       -1.35    0.177137  0.00149831
         211       -1.25    0.231242  0.00179619
         211       -1.15    0.288863  0.00184557
         211       -1.05    0.342754  0.00201926
         211       -0.95    0.387332  0.00195459
         211       -0.85    0.411488  0.00214509
         211       -0.75    0.424227  0.00239704
         211       -0.65      0.4169  0.00192476
         211       -0.55    0.394938  0.00193356
         211       -0.45    0.366706  0.00212126
         211       -0.35     0.33763  0.00176186
         211       -0.25    0.311299   0.0016888
         211       -0.15    0.288645  0.00161841
         211       -0.05    0.281133  0.00161844
         211        0.05    0.279161  0.00168348
         211        0.15    0.288635  0.00167217
         211        0.25     0.31219  0.00179697
         211        0.35    0.338716  0.00185481
         211        0.45    0.364787  0.00198523
         211        0.55    0.393986  0.00203216
         211        0.65    0.414081  0.00238243
         211        0.75    0.416692    0.002191
         211        0.85    0.407403  0.00243877
         211        0.95    0.379384   0.0022572
         211        1.05    0.339716  0.00188116
         211        1.15    0.291915  0.00188664
         211        1.25    0.234867  0.00157238
         211        1.35    0.176924  0.00145261
         211        1.45    0.128028  0.00126203
         211        1.55   0.0887299  0.00106564
         211        1.65   0.0565308 0.000860246
         211        1.75   0.0353839 0.000716344
         211        1.85   0.0199905  0.00053966
         211        1.95   0.0111374 0.000388019
         212       -1.95   0.0175943    0.000499
         212       -1.85   0.0198491 0.000537139
         212       -1.75       0.035 0.000679671
         212       -1.65   0.0579151 0.000901924
         212       -1.55   0.0865142 0.000991968
         212       -1.45    0.127821  0.00120028
         212       -1.35     0.17716  0.00149142
         212       -1.25    0.231217  0.00178789
         212       -1.15    0.288892   0.0018371
         212       -1.05    0.342542  0.00202074
         212       -0.95    0.387156  0.00195329
         212       -0.85    0.411382  0.00213759
         212       -0.75    0.424231  0.00238574
         212       -0.65    0.417085   0.0019245
         212       -0.55    0.395193  0.00194118
         212       -0.45    0.366722  0.00211131
         212       -0.35    0.337533  0.00175623
         212       -0.25    0.311151  0.00168728
         212       -0.15    0.288675  0.00161106
         212       -0.05    0.281005  0.00161586
         212        0.05    0.279165  0.00167554
         212        0.15     0.28875  0.00166822
         212        0.25    0.311934  0.00180658
         212        0.35    0.338774  0.00184697
         212        0.45    0.364764  0.00197599
         212        0.55    0.393868  0.00202599
         212        0.65    0.414137  0.00237185
         212        0.75    0.416953  0.00219615
         212        0.85    0.407495  0.00242902
         212        0.95    0.379443  0.00224733
         212        1.05    0.339689  0.00187248
         212        1.15     0.29183  0.00187963
         212        1.25    0.234995  0.00157016
         212        1.35       0.177  0.00144774
         212        1.45    0.127967  0.00125758
         212        1.55   0.0888774  0.00107077
         212        1.65    0.056684 0.000869715
         212        1.75   0.0353491 0.000713811
         212        1.85    0.019934  0.00054007
         212        1.95   0.0111462 0.000386288
         213       -1.95   0.0176432 0.000499043
         213       -1.85   0.0198404 0.000534687
         213       -1.75   0.0349577 0.000677792
         213       -1.65   0.0579437 0.000898142
         213       -1.55   0.0865962 0.000990702
         213       -1.45    0.127845  0.00119489
         213       -1.35    0.177028  0.00149027
         213       -1.25    0.231216   0.0017795
         213       -1.15    0.288944  0.00182921
         213       -1.05     0.34254  0.00201126
         213       -0.95    0.387023  0.00194858
         213       -0.85    0.411455  0.00212881
         213       -0.75     0.42431  0.00237584
         213       -0.65    0.417183  0.00191796
         213       -0.55    0.395183  0.00193209
         213       -0.45    0.366714  0.00210142
         213       -0.35    0.337521  0.00174803
         213       -0.25    0.311047  0.00168256
         213       -0.15     0.28892  0.00162212
         213       -0.05    0.280972  0.00160861
         213        0.05    0.279207  0.00166819
         213        0.15    0.288667  0.00166247
         213        0.25    0.311808  0.00180252
         213        0.35    0.338859  0.00184028
         213        0.45    0.364784  0.00196682
         213        0.55    0.393822  0.00201701
         213        0.65    0.414202  0.00236161
         213        0.75    0.416798  0.00219128
         213        0.85    0.407333  0.00242301
         213        0.95    0.379732  0.00225529
         213        1.05    0.339723    0.001864
         213        1.15    0.291808  0.00187094
         213        1.25     0.23485  0.00156952
         213        1.35     0.17715  0.00144871
         213        1.45    0.127939  0.00125198
         213        1.55    0.088723  0.00107681
         213        1.65   0.0566432 0.000866587
         213        1.75   0.0353333 0.000710633
         213        1.85   0.0200141 0.000543445
         213        1.95   0.0111549 0.000384572
         214       -1.95   0.0175981 0.000498742
         214       -1.85   0.0198411 0.000532189
         214       -1.75   0.0349206 0.000675644
         214       -1.65   0.0579953  0.00089543
         214       -1.55   0.0865888 0.000986101
         214       -1.45    0.127752   0.0011929
         214       -1.35    0.176855  0.00149331
         214       -1.25    0.231313  0.00177383
         214       -1.15    0.288794  0.00182674
         214       -1.05    0.342593  0.00200257
         214       -0.95    0.387117  0.00194171
         214       -0.85    0.411495  0.00211924
         214       -0.75     0.42435  0.00236508
         214       -0.65    0.417168  0.00190906
         214       -0.55     0.39522  0.00192341
         214       -0.45    0.366752  0.00209195
         214       -0.35    0.337495  0.00174005
         214       -0.25    0.311061  0.00167475
         214       -0.15    0.289051  0.00161983
         214       -0.05    0.281023  0.00160192
         214        0.05    0.279276  0.00166182
         214        0.15    0.288869  0.00166699
         214        0.25    0.311897  0.00179632
         214        0.35    0.338897  0.00183207
         214        0.45    0.364776  0.00195764
         214        0.55    0.393748  0.00200893
         214        0.65    0.414009  0.00235841
         214        0.75    0.416551  0.00219488
         214        0.85    0.407458  0.00241488
         214        0.95    0.379645  0.00224645
         214        1.05    0.339762  0.00185569
         214        1.15    0.291967  0.00186901
         214        1.25    0.234925    0.001564
         214        1.35    0.177131  0.00144207
         214        1.45     0.12785  0.00124926
         214        1.55   0.0886308  0.00107572
         214        1.65   0.0565701 0.000865615
         214        1.75   0.0353364 0.000707319
         214        1.85   0.0200467 0.000541886
         214        1.95   0.0111168 0.000384659
         215       -1.95   0.0175953  0.00049643
         215       -1.85      0.0198   0.0005313
         215       -1.75   0.0349721 0.000674464
         215       -1.65   0.0579535 0.000892242
         215       -1.55   0.0866605 0.000984116
         215       -1.45    0.127986  0.00121003
         215       -1.35    0.176902  0.00148711
         215       -1.25    0.231386  0.00176708
         215       -1.15    0.288926  0.00182295
         215       -1.05    0.342674  0.00199489
         215       -0.95    0.387163  0.00193322
         215       -0.85    0.411437  0.00211018
         215       -0.75    0.424242  0.00235657
         215       -0.65    0.417163  0.00190019
         215       -0.55    0.395098  0.00191833
         215       -0.45    0.366833  0.00208376
         215       -0.35    0.337586  0.00173432
         215       -0.25     0.31106  0.00166696
         215       -0.15    0.289251  0.00162457
         215       -0.05    0.280758  0.00161627
         215        0.05    0.279298  0.00165424
         215        0.15    0.288693  0.00166852
         215        0.25    0.311744  0.00179447
         215        0.35    0.338949  0.00182428
         215        0.45    0.364777  0.00194854
         215        0.55    0.393837  0.00200159
         215        0.65    0.414102  0.00234927
         215        0.75     0.41666  0.00218738
         215        0.85    0.407437  0.00240374
         215        0.95    0.379442  0.00224515
         215        1.05    0.339581   0.0018558
         215        1.15    0.292042  0.00186181
         215        1.25    0.234819  0.00156035
         215        1.35    0.177019  0.00143973
         215        1.45    0.127819  0.00124385
         215        1.55   0.0886465  0.00107083
         215        1.65   0.0565953 0.000861957
         215        1.75   0.0354047  0.00070731
         215        1.85   0.0200186 0.000540094
         215        1.95   0.0111535 0.000384613
         216       -1.95   0.0176481 0.000496931
         216       -1.85     0.01975 0.000531188
         216       -1.75   0.0349815 0.000671407
         216       -1.65   0.0578657 0.000892416
         216       -1.55    0.086588 0.000982227
         216       -1.45    0.127884   0.0012087
         216       -1.35    0.176926  0.00148042
         216       -1.25    0.231454  0.00176019
         216       -1.15    0.289088  0.00182173
         216       -1.05    0.342625  0.00198627
         216       -0.95    0.387292  0.00192857
         216       -0.85     0.41156  0.00210399
         216       -0.75    0.424296  0.00234629
         216       -0.65    0.417375   0.0019032
         216       -0.55     0.39487  0.00192287
         216       -0.45    0.366801  0.00207436
         216       -0.35    0.337662  0.00172795
         216       -0.25    0.311282  0.00167395
         216       -0.15    0.289306  0.00161796
         216       -0.05    0.280565  0.00162031
         216        0.05    0.279176  0.00165105
         216        0.15    0.288727  0.00166113
         216        0.25    0.311681  0.00178729
         216        0.35     0.33894  0.00181586
         216        0.45    0.364713  0.00194056
         216        0.55    0.394069  0.00200575
         216        0.65    0.414324  0.00234884
         216        0.75     0.41637  0.00219641
         216        0.85    0.407537  0.00239469
         216        0.95    0.379333  0.00223738
         216        1.05    0.339639   0.0018481
         216        1.15    0.292088  0.00185376
         216        1.25     0.23481  0.00155315
         216        1.35    0.176852  0.00144269
         216        1.45    0.127722  0.00124182
         216        1.55   0.0886065  0.00106662
         216        1.65   0.0565787 0.000858127
         216        1.75   0.0353519 0.000706003
         216        1.85   0.0199861 0.000538571
         216        1.95   0.0111157  0.00038468
         217       -1.95    0.017659 0.000494759
         217       -1.85   0.0197512 0.000528742
         217       -1.75   0.0350138 0.000669091
         217       -1.65   0.0578295 0.000889039
         217       -1.55   0.0865806 0.000977728
         217       -1.45    0.127908  0.00120336
         217       -1.35    0.176908   0.0014737
         217       -1.25    0.231387  0.00175334
         217       -1.15    0.288894  0.00182363
         217       -1.05    0.342645  0.00197722
         217       -0.95    0.387304  0.00191972
         217       -0.85    0.411714  0.00209993
         217       -0.75    0.424295  0.00233548
         217       -0.65    0.417332  0.00189492
         217       -0.55    0.394677  0.00192366
         217       -0.45    0.366779  0.00206491
         217       -0.35    0.337751  0.00172229
         217       -0.25    0.311286  0.00166624
         217       -0.15    0.289253  0.00161134
         217       -0.05     0.28059  0.00161304
         217        0.05    0.279161  0.00164351
         217        0.15    0.288793  0.00165478
         217        0.25    0.311525  0.00178578
         217        0.35     0.33882  0.00181142
         217        0.45    0.364728  0.00193168
         217        0.55    0.394055  0.00199655
         217        0.65    0.414267   0.0023387
         217        0.75    0.416419  0.00218683
         217        0.85    0.407488  0.00238414
         217        0.95    0.379378  0.00222751
         217        1.05    0.339963  0.00186781
         217        1.15    0.292124  0.00184557
         217        1.25    0.234747   0.0015473
         217        1.35    0.176834  0.00143615
         217        1.45    0.127756  0.00123655
         217        1.55   0.0886912  0.00106507
         217        1.65   0.0566682 0.000858827
         217        1.75   0.0353226 0.000703357
         217        1.85   0.0199631 0.000536579
         217        1.95   0.0111336 0.000383324
         218       -1.95   0.0176147  0.00049447
         218       -1.85    0.019711 0.000527838
         218       -1.75   0.0350046 0.000666086
         218       -1.65   0.0578486 0.000885167
         218       -1.55   0.0865413 0.000974035
         218       -1.45    0.127908  0.00119784
         218       -1.35    0.176775   0.0014729
         218       -1.25    0.231234  0.00175198
         218       -1.15    0.288959  0.00181641
         218       -1.05    0.342642  0.00196815
         218       -0.95    0.387514  0.00192232
         218       -0.85    0.411798  0.00209197
         218       -0.75    0.424165  0.00232837
         218       -0.65    0.417587  0.00190336
         218       -0.55    0.394633  0.00191535
         218       -0.45     0.36706  0.00207445
         218       -0.35    0.337775  0.00171455
         218       -0.25    0.311339  0.00165947
         218       -0.15    0.289101  0.00161116
         218       -0.05    0.280537  0.00160651
         218        0.05    0.279055   0.0016394
         218        0.15    0.288922  0.00165224
         218        0.25    0.311528  0.00177759
         218        0.35    0.338927  0.00180623
         218        0.45    0.364775  0.00192339
         218        0.55    0.393972  0.00198911
         218        0.65    0.414404  0.00233195
         218        0.75    0.416463  0.00217724
         218        0.85    0.407505  0.00237326
         218        0.95     0.37906  0.00223991
         218        1.05    0.339986  0.00185938
         218        1.15    0.291986  0.00184227
         218        1.25    0.234853  0.00154387
         218        1.35    0.176885  0.00143047
         218        1.45    0.127775  0.00123103
         218        1.55   0.0886789  0.00106025
         218        1.65   0.0566193 0.000856281
         218        1.75   0.0352752 0.000701722
         218        1.85   0.0198991 0.000537927
         218        1.95   0.0111193 0.000381835
         219       -1.95   0.0176393 0.000492823
         219       -1.85   0.0197123 0.000525429
         219       -1.75   0.0350457  0.00066431
         219       -1.65   0.0578219 0.000881528
         219       -1.55   0.0864932 0.000970776
         219       -1.45    0.127904  0.00119238
         219       -1.35    0.176895  0.00147103
         219       -1.25    0.231201  0.00174429
         219       -1.15    0.289018  0.00180909
         219       -1.05     0.34274  0.00196158
         219       -0.95    0.387575  0.00191453
         219       -0.85    0.411977  0.00209006
         219       -0.75    0.424315  0.00232256
         219       -0.65    0.417594  0.00189468
         219       -0.55    0.394525  0.00190964
         219       -0.45     0.36705    0.002065
         219       -0.35    0.337913  0.00171227
         219       -0.25    0.311457  0.00165602
         219       -0.15    0.289155  0.00160471
         219       -0.05    0.280621  0.00160139
         219        0.05    0.279059  0.00163192
         219        0.15    0.289046  0.00164932
         219        0.25    0.311452  0.00177108
         219        0.35    0.338863   0.0017991
         219        0.45    0.364635  0.00191974
         219        0.55    0.393703  0.00199817
         219        0.65    0.414219  0.00232859
         219        0.75    0.416315  0.00217234
         219        0.85    0.407575  0.00236348
         219        0.95     0.37916  0.00223193
         219        1.05      0.3399  0.00185291
         219        1.15    0.292014  0.00183407
         219        1.25    0.234808  0.00153748
         219        1.35    0.176767  0.00142882
         219        1.45    0.127817  0.00122613
         219        1.55    0.088621  0.00105699
         219        1.65   0.0565205 0.000858042
         219        1.75   0.0352968  0.00069885
         219        1.85   0.0198721 0.000536144
         219        1.95   0.0111461 0.000381034
         220       -1.95   0.0176273 0.000490729
         220       -1.85   0.0197409 0.000523818
         220       -1.75   0.0350136 0.000662062
         220       -1.65   0.0577455 0.000880831
         220       -1.55   0.0864273 0.000968596
         220       -1.45    0.127855  0.00118799
         220       -1.35     0.17685  0.00146503
         220       -1.25    0.231082  0.00174042
         220       -1.15    0.289059  0.00180133
         220       -1.05    0.342945  0.00196342
         220       -0.95    0.387559   0.0019059
         220       -0.85    0.411909  0.00208167
         220       -0.75    0.424127  0.00231958
         220       -0.65    0.417777  0.00189495
         220       -0.55    0.394414  0.00190421
         220       -0.45    0.367241   0.0020644
         220       -0.35    0.337855  0.00170549
         220       -0.25    0.311464  0.00164851
         220       -0.15    0.289291  0.00160314
         220       -0.05    0.280632  0.00159415
         220        0.05    0.279091  0.00162481
         220        0.15    0.288932  0.00164574
         220        0.25    0.311482  0.00176328
         220        0.35    0.338777  0.00179296
         220        0.45    0.364555  0.00191268
         220        0.55    0.393705  0.00198909
         220        0.65    0.414336  0.00232095
         220        0.75     0.41655  0.00217513
         220        0.85    0.407532  0.00235314
         220        0.95    0.379014  0.00222656
         220        1.05    0.339836  0.00184557
         220        1.15    0.292027  0.00182578
         220        1.25    0.234964  0.00153832
         220        1.35    0.176755  0.00142238
         220        1.45    0.127695   0.0012266
         220        1.55   0.0887136  0.00105624
         220        1.65   0.0564636 0.000856028
         220        1.75   0.0353818 0.000700825
         220        1.85   0.0198864 0.000533896
         220        1.95   0.0111455 0.000379303
         221       -1.95   0.0176425 0.000488746
         221       -1.85   0.0197421 0.000521449
         221       -1.75   0.0350181 0.000659081
         221       -1.65    0.057819  0.00087991
         221       -1.55    0.086448 0.000964434
         221       -1.45    0.127959  0.00118722
         221       -1.35    0.176946  0.00146153
         221       -1.25    0.231009  0.00173407
         221       -1.15       0.289  0.00179415
         221       -1.05    0.342973  0.00195473
         221       -0.95    0.387566  0.00189728
         221       -0.85    0.411842  0.00207334
         221       -0.75    0.424172  0.00230952
         221       -0.65    0.417697  0.00188808
         221       -0.55    0.394204  0.00190714
         221       -0.45     0.36724  0.00205506
         221       -0.35    0.337928  0.00169934
         221       -0.25     0.31148  0.00164113
         221       -0.15    0.289376  0.00159812
         221       -0.05    0.280633  0.00158693
         221        0.05    0.279176  0.00161971
         221        0.15    0.288928   0.0016383
         221        0.25    0.311593  0.00175879
         221        0.35     0.33871   0.0017861
         221        0.45    0.364706  0.00191001
         221        0.55    0.393579  0.00198404
         221        0.65    0.414136   0.0023191
         221        0.75     0.41667  0.00216858
         221        0.85    0.407679  0.00234707
         221        0.95    0.378805   0.0022262
         221        1.05    0.339873  0.00183759
         221        1.15      0.2921  0.00181895
         221        1.25     0.23486  0.00153487
         221        1.35     0.17671  0.00141663
         221        1.45    0.127674  0.00122124
         221        1.55   0.0887104  0.00105146
         221        1.65   0.0563846 0.000855794
         221        1.75   0.0353303 0.000699544
         221        1.85   0.0199548 0.000535842
         221        1.95   0.0111855 0.000379697
         222       -1.95   0.0177162 0.000492067
         222       -1.85   0.0197613 0.000519453
         222       -1.75   0.0350405 0.000656494
         222       -1.65   0.0578559 0.000876718
         222       -1.55    0.086482  0.00096069
         222       -1.45     0.12805   0.0011853
         222       -1.35    0.177054  0.00145895
         222       -1.25    0.231009  0.00172625
         222       -1.15    0.289054  0.00178688
         222       -1.05    0.342869  0.00194866
         222       -0.95    0.387586  0.00188884
         222       -0.85    0.411689   0.0020696
         222       -0.75    0.424185  0.00229915
         222       -0.65    0.417577   0.0018834
         222       -0.55    0.393919  0.00191968
         222       -0.45    0.367275   0.0020461
         222       -0.35    0.337901  0.00169189
         222       -0.25    0.311302  0.00164334
         222       -0.15    0.289455   0.0015929
         222       -0.05    0.280541  0.00158251
         222        0.05    0.279248  0.00161398
         222        0.15    0.289063  0.00163651
         222        0.25    0.311703   0.0017543
         222        0.35    0.338842  0.00178292
         222        0.45    0.364766  0.00190234
         222        0.55    0.393459  0.00197871
         222        0.65    0.414041  0.00231061
         222        0.75    0.416847  0.00216604
         222        0.85    0.407622  0.00233719
         222        0.95    0.378847  0.00221656
         222        1.05    0.339878  0.00182932
         222        1.15    0.292063  0.00181112
         222        1.25    0.234928  0.00152947
         222        1.35    0.176703  0.00141027
         222        1.45    0.127545  0.00122255
         222        1.55   0.0887613  0.00104796
         222        1.65   0.0563649 0.000852167
         222        1.75   0.0353063 0.000696804
         222        1.85   0.0199459 0.000533501
         222        1.95   0.0112387 0.000381698
         223       -1.95   0.0176637 0.000492657
         223       -1.85   0.0198072 0.000519148
         223       -1.75   0.0349955 0.000655092
         223       -1.65   0.0578072 0.000874137
         223       -1.55   0.0864619 0.000956592
         223       -1.45    0.128072  0.00118019
         223       -1.35    0.177027  0.00145266
         223       -1.25    0.230942  0.00171982
         223       -1.15    0.289274   0.0017923
         223       -1.05    0.342978  0.00194293
         223       -0.95    0.387511  0.00188184
         223       -0.85    0.411659  0.00206054
         223       -0.75    0.423892  0.00230735
         223       -0.65    0.417274  0.00189918
         223       -0.55    0.393722  0.00192115
         223       -0.45    0.367202  0.00203822
         223       -0.35     0.33787  0.00168459
         223       -0.25    0.311179  0.00164053
         223       -0.15    0.289368  0.00158814
         223       -0.05    0.280543  0.00157541
         223        0.05    0.279323  0.00160849
         223        0.15       0.289  0.00163039
         223        0.25    0.311848   0.0017524
         223        0.35     0.33896  0.00177878
         223        0.45    0.364825  0.00189474
         223        0.55    0.393435  0.00196999
         223        0.65    0.413883  0.00230558
         223        0.75    0.416924  0.00215769
         223        0.85    0.407883  0.00234133
         223        0.95    0.379152  0.00222759
         223        1.05    0.339915  0.00182147
         223        1.15    0.292054  0.00180302
         223        1.25    0.235103  0.00153261
         223        1.35    0.176561  0.00141109
         223        1.45    0.127538  0.00121709
         223        1.55    0.088843  0.00104644
         223        1.65   0.0564036 0.000849225
         223        1.75   0.0353318 0.000694147
         223        1.85   0.0199821 0.000532329
         223        1.95   0.0112332 0.000380027
         224       -1.95   0.0176875 0.000491033
         224       -1.85   0.0198348 0.000517566
         224       -1.75   0.0350134 0.000652412
         224       -1.65   0.0578571 0.000871662
         224       -1.55   0.0863571 0.000958039
         224       -1.45    0.128116  0.00117575
         224       -1.35    0.177018  0.00144621
         224       -1.25       0.231  0.00171313
         224       -1.15     0.28925  0.00178445
         224       -1.05    0.342978  0.00193425
         224       -0.95    0.387759  0.00188967
         224       -0.85    0.411848  0.00205999
         224       -0.75     0.42404  0.00230177
         224       -0.65    0.417286  0.00189074
         224       -0.55    0.393562  0.00191918
         224       -0.45    0.367223  0.00202924
         224       -0.35    0.337853  0.00167716
         224       -0.25    0.311027  0.00164028
         224       -0.15    0.289522  0.00158856
         224       -0.05    0.280491  0.00156922
         224        0.05    0.279393  0.00160283
         224        0.15    0.289013  0.00162317
         224        0.25    0.311897  0.00174528
         224        0.35    0.339116   0.0017777
