#     BLOCK:  ACTUAL_PSI:     PSI_AVE:      ERROR:
        1095       -1.45     0.12781 0.000540885
        1095       -1.35    0.177202 0.000663411
        1095       -1.25    0.232621 0.000739453
        1095       -1.15    0.288827 0.000815635
        1095       -1.05    0.340734 0.000876752
        1095       -0.95    0.385833 0.000918692
        1095       -0.85    0.410171   0.0010161
        1095       -0.75    0.421844  0.00101872
        1095       -0.65    0.416518 0.000966909
        1095       -0.55    0.395342 0.000919031
        1095       -0.45    0.367985 0.000889613
        1095       -0.35    0.337604  0.00078859
        1095       -0.25    0.309618 0.000745924
        1095       -0.15    0.289192 0.000727209
        1095       -0.05    0.279545 0.000708165
        1095        0.05    0.278932 0.000684284
        1095        0.15    0.287973 0.000724228
        1095        0.25    0.310372 0.000725185
        1095        0.35    0.338593 0.000802875
        1095        0.45    0.365992 0.000837384
        1095        0.55    0.396089  0.00091091
        1095        0.65    0.416049 0.000997004
        1095        0.75    0.420974  0.00100311
        1095        0.85    0.410843  0.00101918
        1095        0.95    0.381068 0.000967908
        1095        1.05    0.341411 0.000878176
        1095        1.15    0.289368   0.0008167
        1095        1.25    0.230947 0.000706778
        1095        1.35    0.177346 0.000641392
        1095        1.45    0.127641 0.000567671
        1095        1.55   0.0879123 0.000464469
        1095        1.65      0.0572 0.000387384
        1095        1.75   0.0347799 0.000307523
        1095        1.85   0.0201881 0.000237796
        1095        1.95   0.0112046 0.000174566
        1096       -1.95    0.017292 0.000219245
        1096       -1.85   0.0200465 0.000227965
        1096       -1.75   0.0349872 0.000296149
        1096       -1.65   0.0578686 0.000391834
        1096       -1.55   0.0872016 0.000464713
        1096       -1.45    0.127846 0.000541572
        1096       -1.35    0.177194 0.000662848
        1096       -1.25    0.232622 0.000738779
        1096       -1.15    0.288807 0.000815157
        1096       -1.05    0.340725 0.000875997
        1096       -0.95    0.385839 0.000917877
        1096       -0.85    0.410184  0.00101526
        1096       -0.75    0.421828  0.00101792
        1096       -0.65    0.416526 0.000966057
        1096       -0.55    0.395308 0.000918791
        1096       -0.45    0.368009 0.000889118
        1096       -0.35    0.337583  0.00078814
        1096       -0.25    0.309623 0.000745259
        1096       -0.15    0.289184 0.000726584
        1096       -0.05    0.279576 0.000708176
        1096        0.05    0.278949 0.000683858
        1096        0.15    0.287964 0.000723613
        1096        0.25    0.310349 0.000724893
        1096        0.35    0.338593 0.000802143
        1096        0.45    0.365959 0.000837264
        1096        0.55    0.396091 0.000910082
        1096        0.65    0.416076 0.000996444
        1096        0.75    0.420945  0.00100259
        1096        0.85     0.41084  0.00101826
        1096        0.95    0.381089 0.000967251
        1096        1.05    0.341422 0.000877438
        1096        1.15    0.289402 0.000816676
        1096        1.25    0.231028 0.000710788
        1096        1.35    0.177322 0.000641257
        1096        1.45     0.12763  0.00056727
        1096        1.55   0.0879042 0.000464117
        1096        1.65   0.0571834 0.000387386
        1096        1.75   0.0347673 0.000307499
        1096        1.85   0.0201825 0.000237646
        1096        1.95   0.0111998 0.000174471
        1097       -1.95   0.0172862  0.00021912
        1097       -1.85   0.0200456 0.000227759
        1097       -1.75   0.0349909 0.000295902
        1097       -1.65   0.0578505 0.000391895
        1097       -1.55   0.0872088 0.000464344
        1097       -1.45    0.127846 0.000541078
        1097       -1.35     0.17719 0.000662261
        1097       -1.25    0.232613 0.000738169
        1097       -1.15    0.288776 0.000814996
        1097       -1.05    0.340725 0.000875199
        1097       -0.95    0.385844 0.000917052
        1097       -0.85    0.410191  0.00101435
        1097       -0.75    0.421885  0.00101862
        1097       -0.65    0.416536 0.000965233
        1097       -0.55    0.395329 0.000918186
        1097       -0.45    0.368031 0.000888576
        1097       -0.35    0.337513 0.000790507
        1097       -0.25    0.309632 0.000744629
        1097       -0.15    0.289177  0.00072596
        1097       -0.05    0.279555 0.000707829
        1097        0.05    0.278936 0.000683353
        1097        0.15    0.287968 0.000722963
        1097        0.25    0.310332 0.000724425
        1097        0.35    0.338572   0.0008017
        1097        0.45    0.365964 0.000836519
        1097        0.55    0.396111 0.000909472
        1097        0.65    0.416104 0.000995935
        1097        0.75    0.420993   0.0010028
        1097        0.85    0.410815  0.00101764
        1097        0.95    0.381072 0.000966526
        1097        1.05    0.341423 0.000876639
        1097        1.15    0.289435 0.000816576
        1097        1.25    0.230995 0.000710899
        1097        1.35    0.177329 0.000640711
        1097        1.45    0.127638 0.000566817
        1097        1.55    0.087907 0.000463702
        1097        1.65   0.0571841 0.000387034
        1097        1.75   0.0347685 0.000307221
        1097        1.85   0.0201759  0.00023752
        1097        1.95   0.0112033 0.000174347
        1098       -1.95   0.0172787 0.000219051
        1098       -1.85   0.0200546 0.000227732
        1098       -1.75   0.0349763  0.00029599
        1098       -1.65   0.0578288 0.000392139
        1098       -1.55    0.087224 0.000464173
        1098       -1.45    0.127817 0.000541362
        1098       -1.35    0.177182   0.0006617
        1098       -1.25    0.232633 0.000737779
        1098       -1.15    0.288795 0.000814483
        1098       -1.05    0.340752 0.000874836
        1098       -0.95    0.385871 0.000916601
        1098       -0.85    0.410217  0.00101377
        1098       -0.75    0.421795  0.00102167
        1098       -0.65    0.416538 0.000964357
        1098       -0.55    0.395336 0.000917376
        1098       -0.45    0.368054 0.000888058
        1098       -0.35    0.337487 0.000790214
        1098       -0.25    0.309617 0.000744087
        1098       -0.15    0.289152  0.00072572
        1098       -0.05    0.279546  0.00070725
        1098        0.05    0.278936 0.000682731
        1098        0.15    0.287954 0.000722451
        1098        0.25    0.310302 0.000724364
        1098        0.35    0.338577 0.000800985
        1098        0.45    0.365964 0.000835757
        1098        0.55    0.396148 0.000909369
        1098        0.65    0.416098 0.000995043
        1098        0.75    0.420959  0.00100245
        1098        0.85    0.410851  0.00101734
        1098        0.95    0.381078 0.000965666
        1098        1.05    0.341452 0.000876313
        1098        1.15    0.289433 0.000815836
        1098        1.25    0.230997 0.000710253
        1098        1.35    0.177328 0.000640129
        1098        1.45    0.127649 0.000566413
        1098        1.55   0.0879208 0.000463483
        1098        1.65   0.0571903 0.000386731
        1098        1.75   0.0347769 0.000307056
        1098        1.85   0.0201785 0.000237317
        1098        1.95   0.0112022 0.000174191
        1099       -1.95   0.0172712 0.000218981
        1099       -1.85   0.0200701 0.000228046
        1099       -1.75   0.0349645 0.000295957
        1099       -1.65   0.0578253 0.000391798
        1099       -1.55   0.0872357 0.000463896
        1099       -1.45    0.127804 0.000541016
        1099       -1.35     0.17717 0.000661206
        1099       -1.25     0.23263 0.000737115
        1099       -1.15    0.288807 0.000813831
        1099       -1.05    0.340742 0.000874095
        1099       -0.95    0.385896 0.000916125
        1099       -0.85    0.410187  0.00101327
        1099       -0.75    0.421805  0.00102079
        1099       -0.65    0.416568 0.000963932
        1099       -0.55    0.395329 0.000916566
        1099       -0.45    0.368073 0.000887454
        1099       -0.35    0.337463 0.000789862
        1099       -0.25    0.309635 0.000743619
        1099       -0.15    0.289132  0.00072534
        1099       -0.05    0.279577 0.000707301
        1099        0.05    0.278938 0.000682112
        1099        0.15    0.287962  0.00072184
        1099        0.25    0.310274 0.000724264
        1099        0.35    0.338558 0.000800475
        1099        0.45    0.365996  0.00083564
        1099        0.55    0.396177 0.000909033
        1099        0.65    0.416085 0.000994232
        1099        0.75    0.420965  0.00100156
        1099        0.85    0.410862  0.00101648
        1099        0.95    0.381084 0.000964803
        1099        1.05    0.341452 0.000875515
        1099        1.15    0.289419 0.000815214
        1099        1.25    0.230992 0.000709628
        1099        1.35    0.177336 0.000639595
        1099        1.45    0.127641 0.000565965
        1099        1.55   0.0879154 0.000463093
        1099        1.65   0.0571738 0.000386733
        1099        1.75   0.0347698 0.000306858
        1099        1.85   0.0201747 0.000237132
        1099        1.95   0.0111956 0.000174156
        1100       -1.95   0.0172664 0.000218834
        1100       -1.85   0.0200682 0.000227846
        1100       -1.75   0.0349655 0.000295689
        1100       -1.65   0.0578527 0.000392401
        1100       -1.55     0.08723 0.000463509
        1100       -1.45    0.127804 0.000540524
        1100       -1.35    0.177186 0.000660804
        1100       -1.25    0.232647 0.000736655
        1100       -1.15    0.288813  0.00081311
        1100       -1.05    0.340733 0.000873355
        1100       -0.95    0.385888 0.000915327
        1100       -0.85    0.410194  0.00101237
        1100       -0.75    0.421826  0.00102008
        1100       -0.65    0.416551 0.000963203
        1100       -0.55    0.395326 0.000915737
        1100       -0.45     0.36813 0.000888489
        1100       -0.35    0.337475 0.000789226
        1100       -0.25    0.309663 0.000743455
        1100       -0.15    0.289107   0.0007251
        1100       -0.05    0.279551 0.000707135
        1100        0.05    0.278928 0.000681564
        1100        0.15     0.28801 0.000722792
        1100        0.25    0.310273 0.000723607
        1100        0.35     0.33857 0.000799841
        1100        0.45    0.365974 0.000835189
        1100        0.55    0.396152 0.000908567
        1100        0.65    0.416045 0.000994136
        1100        0.75    0.421005  0.00100142
        1100        0.85    0.410865  0.00101556
        1100        0.95    0.381049 0.000964546
        1100        1.05    0.341445 0.000874753
        1100        1.15    0.289409 0.000814528
        1100        1.25    0.231018 0.000709473
        1100        1.35    0.177361 0.000639508
        1100        1.45    0.127596 0.000567176
        1100        1.55      0.0879 0.000462927
        1100        1.65   0.0571618 0.000386567
        1100        1.75   0.0347591 0.000306766
        1100        1.85   0.0201791 0.000236957
        1100        1.95     0.01119 0.000174089
        1101       -1.95   0.0172625  0.00021867
        1101       -1.85    0.020069 0.000227641
        1101       -1.75   0.0349691 0.000295443
        1101       -1.65    0.057851 0.000392048
        1101       -1.55   0.0872325 0.000463095
        1101       -1.45    0.127815 0.000540147
        1101       -1.35    0.177181 0.000660228
        1101       -1.25    0.232653 0.000736008
        1101       -1.15    0.288808 0.000812383
        1101       -1.05    0.340705 0.000873007
        1101       -0.95    0.385866 0.000914753
        1101       -0.85    0.410226  0.00101197
        1101       -0.75    0.421832  0.00101917
        1101       -0.65     0.41654 0.000962386
        1101       -0.55    0.395339  0.00091499
        1101       -0.45    0.368084 0.000888895
        1101       -0.35    0.337468 0.000788539
        1101       -0.25    0.309699 0.000743682
        1101       -0.15    0.289135 0.000724984
        1101       -0.05     0.27955 0.000706493
        1101        0.05    0.278908 0.000681236
        1101        0.15    0.287995 0.000722282
        1101        0.25    0.310276 0.000722957
        1101        0.35    0.338601 0.000799725
        1101        0.45    0.365985 0.000834514
        1101        0.55    0.396195 0.000908781
        1101        0.65    0.416033 0.000993304
        1101        0.75    0.420995  0.00100056
        1101        0.85    0.410847   0.0010148
        1101        0.95    0.381082 0.000964223
        1101        1.05    0.341438 0.000873985
        1101        1.15    0.289406 0.000813794
        1101        1.25    0.231029 0.000708912
        1101        1.35    0.177344 0.000639144
        1101        1.45    0.127587 0.000566742
        1101        1.55   0.0878774 0.000463059
        1101        1.65   0.0571635  0.00038622
        1101        1.75   0.0347466 0.000306741
        1101        1.85   0.0201789 0.000236742
        1101        1.95   0.0111862 0.000173972
        1102       -1.95   0.0172541 0.000218633
        1102       -1.85   0.0200581 0.000227698
        1102       -1.75   0.0349664 0.000295187
        1102       -1.65   0.0578466 0.000391717
        1102       -1.55   0.0872114 0.000463154
        1102       -1.45    0.127777 0.000540988
        1102       -1.35    0.177172 0.000659681
        1102       -1.25    0.232608 0.000736718
        1102       -1.15    0.288837 0.000812139
        1102       -1.05    0.340704 0.000872215
        1102       -0.95    0.385913 0.000915099
        1102       -0.85    0.410212  0.00101115
        1102       -0.75    0.421803  0.00101865
        1102       -0.65    0.416497 0.000962479
        1102       -0.55    0.395343 0.000914169
        1102       -0.45    0.368086 0.000888093
        1102       -0.35    0.337465 0.000787829
        1102       -0.25    0.309684 0.000743162
        1102       -0.15    0.289088 0.000725868
        1102       -0.05    0.279542 0.000705905
        1102        0.05    0.278909 0.000680619
        1102        0.15     0.28799 0.000721647
        1102        0.25    0.310304 0.000722839
        1102        0.35     0.33865 0.000800466
        1102        0.45    0.365989 0.000833765
        1102        0.55    0.396191 0.000907968
        1102        0.65    0.416132 0.000997402
        1102        0.75    0.420985 0.000999689
        1102        0.85     0.41089  0.00101478
        1102        0.95    0.381065 0.000963488
        1102        1.05    0.341457 0.000873411
        1102        1.15    0.289424  0.00081325
        1102        1.25    0.231025 0.000708283
        1102        1.35    0.177357 0.000638684
        1102        1.45    0.127571 0.000566453
        1102        1.55   0.0878793 0.000462643
        1102        1.65   0.0571543 0.000385979
        1102        1.75    0.034745 0.000306467
        1102        1.85    0.020177 0.000236535
        1102        1.95   0.0112015 0.000174482
        1103       -1.95   0.0172529 0.000218438
        1103       -1.85   0.0200653 0.000227605
        1103       -1.75   0.0349837 0.000295424
        1103       -1.65   0.0578667 0.000391877
        1103       -1.55    0.087223 0.000462879
        1103       -1.45    0.127796  0.00054084
        1103       -1.35    0.177169 0.000659094
        1103       -1.25    0.232602 0.000736075
        1103       -1.15    0.288866 0.000811926
        1103       -1.05    0.340651 0.000873047
        1103       -0.95    0.385932 0.000914469
        1103       -0.85    0.410199  0.00101032
        1103       -0.75    0.421783  0.00101792
        1103       -0.65    0.416477 0.000961822
        1103       -0.55    0.395316 0.000913754
        1103       -0.45    0.368074 0.000887367
        1103       -0.35    0.337491  0.00078757
        1103       -0.25    0.309667 0.000742681
        1103       -0.15    0.289084 0.000725219
        1103       -0.05    0.279558 0.000705463
        1103        0.05    0.278947 0.000681071
        1103        0.15    0.287977 0.000721104
        1103        0.25    0.310294 0.000722256
        1103        0.35    0.338662 0.000799832
        1103        0.45    0.366013 0.000833342
        1103        0.55    0.396217  0.00090752
        1103        0.65    0.416143 0.000996556
        1103        0.75    0.420977 0.000998816
        1103        0.85    0.410846  0.00101483
        1103        0.95    0.381063 0.000962616
        1103        1.05    0.341433 0.000872948
        1103        1.15     0.28938 0.000813697
        1103        1.25    0.231039 0.000707789
        1103        1.35    0.177344 0.000638238
        1103        1.45    0.127586 0.000566135
        1103        1.55   0.0878849 0.000462257
        1103        1.65   0.0571695 0.000385931
        1103        1.75   0.0347525 0.000306281
        1103        1.85   0.0201804 0.000236346
        1103        1.95   0.0111958 0.000174414
        1104       -1.95   0.0172636 0.000218499
        1104       -1.85   0.0200589 0.000227489
        1104       -1.75   0.0349755 0.000295268
        1104       -1.65   0.0578741 0.000391591
        1104       -1.55    0.087221 0.000462464
        1104       -1.45    0.127811 0.000540549
        1104       -1.35    0.177171 0.000658502
        1104       -1.25    0.232644 0.000736607
        1104       -1.15    0.288841 0.000811555
        1104       -1.05    0.340639 0.000872344
        1104       -0.95    0.385975 0.000914634
        1104       -0.85    0.410197  0.00100941
        1104       -0.75    0.421757  0.00101733
        1104       -0.65    0.416514 0.000961686
        1104       -0.55    0.395322 0.000912953
        1104       -0.45    0.368083 0.000886608
        1104       -0.35     0.33745 0.000787934
        1104       -0.25    0.309678 0.000742079
        1104       -0.15    0.289095 0.000724643
        1104       -0.05     0.27957 0.000704914
        1104        0.05    0.278968 0.000680774
        1104        0.15    0.287991  0.00072058
        1104        0.25    0.310279 0.000721753
        1104        0.35    0.338667 0.000799122
        1104        0.45    0.366025 0.000832684
        1104        0.55    0.396218   0.0009067
        1104        0.65    0.416183 0.000996445
        1104        0.75    0.421005 0.000998307
        1104        0.85    0.410831  0.00101402
        1104        0.95       0.381 0.000963834
        1104        1.05    0.341399 0.000872816
        1104        1.15     0.28937 0.000813014
        1104        1.25    0.231004 0.000708031
        1104        1.35    0.177357 0.000637798
        1104        1.45    0.127555 0.000566439
        1104        1.55   0.0878804 0.000461859
        1104        1.65   0.0571739 0.000385606
        1104        1.75   0.0347491 0.000306022
        1104        1.85   0.0201839 0.000236157
        1104        1.95   0.0111893 0.000174378
        1105       -1.95   0.0172624 0.000218304
        1105       -1.85   0.0200507 0.000227431
        1105       -1.75   0.0349801 0.000295036
        1105       -1.65   0.0578724  0.00039124
        1105       -1.55   0.0872226 0.000462049
        1105       -1.45    0.127813 0.000540063
        1105       -1.35    0.177174 0.000657911
        1105       -1.25    0.232638 0.000735965
        1105       -1.15    0.288836 0.000810838
        1105       -1.05     0.34063 0.000871598
        1105       -0.95    0.385991 0.000913952
        1105       -0.85    0.410214  0.00100864
        1105       -0.75    0.421769  0.00101648
        1105       -0.65    0.416489 0.000961162
        1105       -0.55    0.395364 0.000913062
        1105       -0.45    0.368076 0.000885836
        1105       -0.35    0.337441 0.000787277
        1105       -0.25    0.309719  0.00074254
        1105       -0.15    0.289083 0.000724084
        1105       -0.05    0.279577 0.000704318
        1105        0.05    0.278948 0.000680475
        1105        0.15    0.287977 0.000720055
        1105        0.25    0.310269 0.000721172
        1105        0.35    0.338669 0.000798402
        1105        0.45    0.366021 0.000831943
        1105        0.55    0.396191 0.000906292
        1105        0.65    0.416168 0.000995651
        1105        0.75    0.420983  0.00099766
        1105        0.85    0.410864  0.00101366
        1105        0.95    0.380974 0.000963319
        1105        1.05    0.341396 0.000872031
        1105        1.15    0.289399 0.000812782
        1105        1.25    0.231024 0.000707696
        1105        1.35     0.17735 0.000637255
        1105        1.45    0.127545 0.000566023
        1105        1.55   0.0878751 0.000461472
        1105        1.65   0.0571538 0.000385779
        1105        1.75   0.0347674 0.000306293
        1105        1.85   0.0202027 0.000236694
        1105        1.95   0.0111864 0.000174244
        1106       -1.95   0.0172613  0.00021811
        1106       -1.85   0.0200624 0.000227526
        1106       -1.75    0.034991 0.000294969
        1106       -1.65   0.0578942 0.000391494
        1106       -1.55   0.0872224 0.000461631
        1106       -1.45    0.127815 0.000539579
        1106       -1.35    0.177168  0.00065734
        1106       -1.25    0.232608 0.000735891
        1106       -1.15    0.288854  0.00081031
        1106       -1.05    0.340693 0.000873129
        1106       -0.95    0.385965 0.000913501
        1106       -0.85    0.410165  0.00100896
        1106       -0.75    0.421773  0.00101557
        1106       -0.65    0.416512  0.00096057
        1106       -0.55    0.395427 0.000914405
        1106       -0.45    0.368026 0.000886434
        1106       -0.35     0.33742 0.000786827
        1106       -0.25    0.309696 0.000742205
        1106       -0.15    0.289035 0.000725018
        1106       -0.05    0.279564 0.000703804
        1106        0.05    0.278956 0.000679909
        1106        0.15    0.287963 0.000719549
        1106        0.25    0.310264 0.000720535
        1106        0.35    0.338649  0.00079792
        1106        0.45    0.366048 0.000831632
        1106        0.55    0.396205 0.000905585
        1106        0.65    0.416154 0.000994858
        1106        0.75    0.420933 0.000997996
        1106        0.85    0.410856  0.00101278
        1106        0.95    0.381033 0.000964296
        1106        1.05    0.341401 0.000871253
        1106        1.15    0.289384 0.000812182
        1106        1.25    0.231019 0.000707077
        1106        1.35    0.177359 0.000636739
        1106        1.45     0.12755 0.000565532
        1106        1.55   0.0879141 0.000462699
        1106        1.65   0.0571618 0.000385513
        1106        1.75    0.034783 0.000306412
        1106        1.85   0.0202052 0.000236493
        1106        1.95    0.011179 0.000174244
        1107       -1.95    0.017262 0.000217913
        1107       -1.85   0.0200587  0.00022735
        1107       -1.75   0.0349937 0.000294715
        1107       -1.65   0.0579097 0.000391445
        1107       -1.55   0.0872511 0.000462105
        1107       -1.45     0.12778 0.000540229
        1107       -1.35    0.177118 0.000658632
        1107       -1.25    0.232556 0.000737064
        1107       -1.15    0.288851 0.000809585
        1107       -1.05    0.340723 0.000872828
        1107       -0.95    0.385984 0.000912874
        1107       -0.85     0.41017  0.00100807
        1107       -0.75    0.421798  0.00101495
        1107       -0.65    0.416528 0.000959847
        1107       -0.55     0.39541 0.000913731
        1107       -0.45    0.367998 0.000886076
        1107       -0.35    0.337395 0.000786535
        1107       -0.25    0.309716 0.000741808
        1107       -0.15    0.288987 0.000725944
        1107       -0.05    0.279576 0.000703273
        1107        0.05    0.278969 0.000679431
        1107        0.15    0.287991 0.000719445
        1107        0.25    0.310235 0.000720474
        1107        0.35    0.338656 0.000797227
        1107        0.45    0.366064 0.000831039
        1107        0.55    0.396168 0.000905532
        1107        0.65    0.416098 0.000995492
        1107        0.75    0.420974 0.000997924
        1107        0.85    0.410844  0.00101194
        1107        0.95     0.38111 0.000966474
        1107        1.05    0.341435 0.000871163
        1107        1.15     0.28938 0.000811458
        1107        1.25    0.231009 0.000706508
        1107        1.35    0.177361 0.000636168
        1107        1.45    0.127546 0.000565036
        1107        1.55   0.0879178 0.000462296
        1107        1.65   0.0571509 0.000385322
        1107        1.75   0.0347904 0.000306226
        1107        1.85   0.0202159 0.000236519
        1107        1.95   0.0111879 0.000174312
        1108       -1.95   0.0172617 0.000217717
        1108       -1.85   0.0200587 0.000227145
        1108       -1.75   0.0349973 0.000294471
        1108       -1.65   0.0579215  0.00039127
        1108       -1.55   0.0872581 0.000461741
        1108       -1.45    0.127793 0.000539916
        1108       -1.35    0.177143 0.000658485
        1108       -1.25    0.232592 0.000737258
        1108       -1.15    0.288813 0.000809735
        1108       -1.05    0.340696 0.000872452
        1108       -0.95    0.386032 0.000913303
        1108       -0.85    0.410116  0.00100862
        1108       -0.75    0.421755  0.00101495
        1108       -0.65    0.416498 0.000959458
        1108       -0.55    0.395385 0.000913241
        1108       -0.45    0.368004 0.000885293
        1108       -0.35    0.337397 0.000785829
        1108       -0.25    0.309749 0.000741861
        1108       -0.15    0.288984 0.000725298
        1108       -0.05      0.2796 0.000703042
        1108        0.05    0.278968 0.000678818
        1108        0.15    0.288035 0.000720154
        1108        0.25    0.310223 0.000719922
        1108        0.35    0.338679 0.000796836
        1108        0.45    0.366074 0.000830347
        1108        0.55    0.396125 0.000905757
        1108        0.65    0.416044  0.00099607
        1108        0.75    0.420965 0.000997064
        1108        0.85    0.410876  0.00101155
        1108        0.95    0.381107 0.000965606
        1108        1.05     0.34144 0.000870391
        1108        1.15    0.289396 0.000810882
        1108        1.25    0.230997 0.000705968
        1108        1.35    0.177353  0.00063565
        1108        1.45     0.12752 0.000565114
        1108        1.55   0.0879323 0.000462106
        1108        1.65   0.0571652 0.000385239
        1108        1.75   0.0347933 0.000305963
        1108        1.85   0.0202292 0.000236682
        1108        1.95   0.0111913 0.000174189
        1109       -1.95   0.0172615 0.000217521
        1109       -1.85   0.0200613 0.000226956
        1109       -1.75   0.0350153 0.000294758
        1109       -1.65   0.0579288 0.000390985
        1109       -1.55   0.0872588 0.000461325
        1109       -1.45    0.127774 0.000539787
        1109       -1.35     0.17714 0.000657897
        1109       -1.25    0.232583 0.000736644
        1109       -1.15    0.288838 0.000809376
        1109       -1.05    0.340702 0.000871684
        1109       -0.95    0.386043 0.000912554
        1109       -0.85    0.410112  0.00100771
        1109       -0.75    0.421791  0.00101468
        1109       -0.65    0.416536 0.000959322
        1109       -0.55    0.395363 0.000912682
        1109       -0.45    0.368005 0.000884495
        1109       -0.35    0.337358 0.000786094
        1109       -0.25    0.309771 0.000741514
        1109       -0.15    0.288935 0.000726276
        1109       -0.05    0.279613 0.000702528
        1109        0.05     0.27897 0.000678208
        1109        0.15    0.288058 0.000719857
        1109        0.25    0.310197 0.000719723
        1109        0.35    0.338694  0.00079627
        1109        0.45    0.366047 0.000830041
        1109        0.55     0.39617 0.000906101
        1109        0.65    0.416069 0.000995468
        1109        0.75    0.420923 0.000997026
        1109        0.85     0.41081  0.00101283
        1109        0.95    0.381109 0.000964737
        1109        1.05     0.34144 0.000869607
        1109        1.15    0.289405 0.000810197
        1109        1.25    0.230989 0.000705378
        1109        1.35    0.177353 0.000635077
        1109        1.45    0.127504 0.000564825
        1109        1.55   0.0879297 0.000461697
        1109        1.65   0.0571921  0.00038583
        1109        1.75   0.0347989 0.000305738
        1109        1.85   0.0202335 0.000236508
        1109        1.95   0.0111939  0.00017405
        1110       -1.95   0.0172541 0.000217452
        1110       -1.85   0.0200541 0.000226867
        1110       -1.75       0.035 0.000294891
        1110       -1.65   0.0579162 0.000390834
        1110       -1.55   0.0872622 0.000460922
        1110       -1.45     0.12778  0.00053934
        1110       -1.35     0.17716 0.000657626
        1110       -1.25    0.232528 0.000738066
        1110       -1.15    0.288883 0.000809908
        1110       -1.05    0.340697 0.000870909
        1110       -0.95    0.386037 0.000911754
        1110       -0.85     0.41003  0.00101014
        1110       -0.75    0.421815  0.00101407
        1110       -0.65    0.416527 0.000958496
        1110       -0.55    0.395299 0.000914121
        1110       -0.45    0.368029 0.000884033
        1110       -0.35    0.337348 0.000785452
        1110       -0.25    0.309763 0.000740888
        1110       -0.15    0.288939 0.000725631
        1110       -0.05    0.279624 0.000701984
        1110        0.05    0.278989 0.000677862
        1110        0.15     0.28805 0.000719254
        1110        0.25    0.310229 0.000719757
        1110        0.35    0.338714 0.000795806
        1110        0.45    0.366035 0.000829377
        1110        0.55     0.39617 0.000905285
        1110        0.65    0.416107 0.000995322
        1110        0.75    0.420939 0.000996246
        1110        0.85    0.410826  0.00101205
        1110        0.95    0.381065 0.000964882
        1110        1.05    0.341432 0.000868865
        1110        1.15    0.289403  0.00080947
        1110        1.25    0.230989 0.000704743
        1110        1.35    0.177394 0.000635835
        1110        1.45    0.127523 0.000564648
        1110        1.55   0.0879297 0.000461281
        1110        1.65   0.0571964 0.000385507
        1110        1.75      0.0348 0.000305465
        1110        1.85   0.0202279 0.000236361
        1110        1.95   0.0112045 0.000174218
        1111       -1.95   0.0172538 0.000217256
        1111       -1.85   0.0200477 0.000226752
        1111       -1.75   0.0350144 0.000294977
        1111       -1.65   0.0579145 0.000390486
        1111       -1.55   0.0872529   0.0004606
        1111       -1.45    0.127789 0.000538933
        1111       -1.35    0.177158 0.000657037
        1111       -1.25    0.232512 0.000737571
        1111       -1.15    0.288911 0.000809663
        1111       -1.05    0.340708 0.000870196
        1111       -0.95     0.38605  0.00091102
        1111       -0.85    0.410041  0.00100929
        1111       -0.75    0.421833   0.0010133
        1111       -0.65    0.416466 0.000959559
        1111       -0.55    0.395285 0.000913402
        1111       -0.45     0.36805   0.0008835
        1111       -0.35    0.337362 0.000784872
        1111       -0.25    0.309775 0.000740317
        1111       -0.15    0.288959 0.000725249
        1111       -0.05    0.279611 0.000701476
        1111        0.05    0.278969 0.000677541
        1111        0.15    0.288059 0.000718674
        1111        0.25    0.310214 0.000719258
        1111        0.35     0.33868 0.000795853
        1111        0.45    0.366011 0.000828987
        1111        0.55    0.396174 0.000904477
        1111        0.65    0.416082 0.000994748
        1111        0.75    0.420959 0.000995548
        1111        0.85    0.410811  0.00101125
        1111        0.95      0.3811  0.00096465
        1111        1.05    0.341448 0.000868243
        1111        1.15     0.28941 0.000808778
        1111        1.25    0.230997 0.000704155
        1111        1.35    0.177383 0.000635345
        1111        1.45    0.127515 0.000564205
        1111        1.55   0.0879298 0.000460866
        1111        1.65   0.0571908   0.0003852
        1111        1.75   0.0348056 0.000305241
        1111        1.85   0.0202367 0.000236312
        1111        1.95   0.0112016 0.000174085
        1112       -1.95   0.0172581 0.000217103
        1112       -1.85   0.0200468  0.00022655
        1112       -1.75   0.0350432  0.00029611
        1112       -1.65   0.0579209 0.000390187
        1112       -1.55   0.0872329  0.00046062
        1112       -1.45    0.127807 0.000538725
        1112       -1.35    0.177153  0.00065647
        1112       -1.25     0.23246 0.000738718
        1112       -1.15    0.288952 0.000809995
        1112       -1.05    0.340733 0.000869759
        1112       -0.95    0.386027 0.000910479
        1112       -0.85    0.409972   0.0010107
        1112       -0.75     0.42186  0.00101275
        1112       -0.65    0.416456 0.000958751
        1112       -0.55    0.395281 0.000912593
        1112       -0.45    0.368045 0.000882722
        1112       -0.35     0.33736 0.000784169
        1112       -0.25    0.309731  0.00074095
        1112       -0.15    0.288982 0.000724975
        1112       -0.05    0.279612 0.000700846
        1112        0.05     0.27894  0.00067758
        1112        0.15    0.288049 0.000718097
        1112        0.25    0.310225 0.000718689
        1112        0.35    0.338665 0.000795262
        1112        0.45    0.366016 0.000828259
        1112        0.55    0.396192 0.000903839
        1112        0.65    0.416044 0.000994573
        1112        0.75     0.42098 0.000994887
        1112        0.85    0.410848  0.00101102
        1112        0.95     0.38113 0.000964264
        1112        1.05    0.341439 0.000867513
        1112        1.15    0.289464 0.000809824
        1112        1.25    0.230992 0.000703543
