#     BLOCK:   ACTUAL_H:    H_AVE:      ERROR:
         724    0.118786    0.146868  0.00226027
         725   0.0952973    0.146797  0.00225827
         726    0.142038     0.14679  0.00225517
         727    0.221298    0.146893  0.00225439
         728    0.112903    0.146846  0.00225178
         729   0.0990117     0.14678  0.00224965
         730    0.108335    0.146728  0.00224718
         731    0.164646    0.146752  0.00224424
         732    0.177842    0.146795  0.00224158
         733    0.222546    0.146898   0.0022409
         734    0.146647    0.146898  0.00223785
         735    0.166424    0.146924  0.00223496
         736    0.107834    0.146871  0.00223256
         737   0.0948017      0.1468  0.00223064
         738   0.0945164     0.14673  0.00222875
         739     0.13924    0.146719  0.00222575
         740    0.151066    0.146725  0.00222275
         741    0.134807    0.146709  0.00221981
         742    0.119414    0.146672  0.00221712
         743    0.187797    0.146728  0.00221483
         744    0.235155    0.146847  0.00221504
         745   0.0723092    0.146747  0.00221433
         746   0.0683931    0.146642  0.00221385
         747    0.187887    0.146697  0.00221157
         748    0.156079    0.146709  0.00220865
         749    0.118585    0.146672  0.00220602
         750    0.203151    0.146747  0.00220437
         751     0.17562    0.146786  0.00220177
         752    0.104483    0.146729  0.00219956
         753    0.197214    0.146796  0.00219766
         754    0.182845    0.146844  0.00219526
         755    0.119286    0.146808  0.00219266
         756    0.163667     0.14683  0.00218987
         757    0.127866    0.146805  0.00218712
         758    0.201911    0.146878  0.00218544
         759    0.067153    0.146773  0.00218509
         760    0.184873    0.146823  0.00218279
         761   0.0469792    0.146691  0.00218386
         762    0.191256     0.14675  0.00218178
         763    0.289763    0.146937  0.00218695
         764    0.254037    0.147078  0.00218858
         765   0.0897902    0.147003    0.002187
         766    0.179064    0.147045  0.00218454
         767    0.131551    0.147024  0.00218179
         768    0.140029    0.147015  0.00217897
         769    0.151292    0.147021  0.00217614
         770    0.109261    0.146972  0.00217387
         771    0.227255    0.147076  0.00217354
         772    0.111843     0.14703   0.0021712
         773    0.120672    0.146996  0.00216866
         774   0.0876046    0.146919  0.00216722
         775   0.0590639    0.146806  0.00216738
         776    0.151257    0.146812   0.0021646
         777    0.225599    0.146913  0.00216419
         778   0.0697553    0.146814  0.00216368
         779    0.168484    0.146842  0.00216108
         780    0.129427    0.146819  0.00215842
         781   0.0875271    0.146744  0.00215699
         782     0.18247    0.146789  0.00215472
         783   0.0525901    0.146669  0.00215532
         784    0.119858    0.146635  0.00215284
         785    0.149043    0.146638   0.0021501
         786   0.0425244    0.146505  0.00215144
         787   0.0759635    0.146416  0.00215058
         788    0.194669    0.146477  0.00214872
         789       0.178    0.146517  0.00214637
         790    0.044372    0.146388  0.00214754
         791    0.228785    0.146492  0.00214735
         792   0.0572008    0.146379   0.0021476
         793    0.109798    0.146333  0.00214539
         794    0.153692    0.146342   0.0021427
         795     0.17044    0.146372  0.00214022
         796    0.167742    0.146399   0.0021377
         797   0.0579474    0.146288   0.0021379
         798     0.14148    0.146282  0.00213523
         799    0.280802    0.146451  0.00213918
         800    0.330579    0.146681  0.00214886
         801    0.129852     0.14666  0.00214628
         802    0.209703    0.146738  0.00214504
         803    0.179075    0.146779  0.00214274
         804    0.176791    0.146816   0.0021404
         805   0.0481931    0.146694  0.00214125
         806    0.155227    0.146704  0.00213862
         807    0.211564    0.146784  0.00213748
         808    0.121598    0.146753  0.00213506
         809   0.0953964     0.14669  0.00213336
         810    0.194649    0.146749  0.00213155
         811     0.20412     0.14682   0.0021301
         812    0.238947    0.146933  0.00213049
         813   0.0579765    0.146824  0.00213068
         814   0.0894584    0.146753  0.00212923
         815    0.193131     0.14681  0.00212738
         816   0.0772347    0.146725  0.00212648
         817    0.194675    0.146784  0.00212468
         818    0.138074    0.146773  0.00212211
         819   0.0728712    0.146683  0.00212144
         820    0.165788    0.146706  0.00211898
         821    0.130782    0.146687  0.00211649
         822   0.0356589    0.146552  0.00211822
         823    0.164374    0.146573  0.00211576
         824    0.204462    0.146644  0.00211435
         825    0.300946    0.146831  0.00212005
         826    0.168163    0.146856  0.00211764
         827    0.157819     0.14687  0.00211512
         828   0.0717264    0.146779  0.00211451
         829    0.148101    0.146781  0.00211196
         830    0.150397    0.146785  0.00210942
         831    0.139422    0.146776   0.0021069
         832    0.163022    0.146796  0.00210446
         833   0.0775828    0.146712  0.00210357
         834    0.213063    0.146792  0.00210255
         835    0.240794    0.146905  0.00210305
         836    0.197538    0.146965   0.0021014
         837    0.201584     0.14703  0.00209991
         838    0.114889    0.146992  0.00209775
         839   0.0849309    0.146918  0.00209655
         840   0.0714406    0.146828  0.00209598
         841    0.158319    0.146842  0.00209354
         842   0.0967858    0.146782  0.00209189
         843    0.140063    0.146774  0.00208943
         844    0.144799    0.146772  0.00208695
         845    0.131803    0.146754  0.00208456
         846    0.145073    0.146752  0.00208209
         847    0.197277    0.146812  0.00208049
         848    0.171451    0.146841  0.00207824
         849    0.122175    0.146812    0.002076
         850      0.1428    0.146807  0.00207356
         851   0.0761139    0.146724  0.00207279
         852   0.0939677    0.146662  0.00207128
         853   0.0817518    0.146586  0.00207025
         854    0.130962    0.146568   0.0020679
         855   0.0597797    0.146466  0.00206797
         856    0.244708    0.146581  0.00206874
         857    0.200469    0.146644  0.00206728
         858   0.0697628    0.146555  0.00206681
         859    0.228627     0.14665  0.00206661
         860    0.174905    0.146683  0.00206447
         861    0.110162     0.14664  0.00206251
         862    0.169174    0.146667  0.00206028
         863    0.109903    0.146624  0.00205834
         864    0.146497    0.146624  0.00205595
         865     0.11423    0.146586  0.00205392
         866    0.161976    0.146604  0.00205162
         867    0.320255    0.146804  0.00205901
         868    0.146012    0.146804  0.00205664
         869    0.207316    0.146873  0.00205545
         870    0.130561    0.146854  0.00205317
         871    0.241038    0.146963  0.00205366
         872    0.040091     0.14684  0.00205496
         873    0.220551    0.146924  0.00205434
         874    0.181554    0.146964  0.00205237
         875    0.183125    0.147005  0.00205044
         876    0.122361    0.146977  0.00204829
         877     0.27245     0.14712  0.00205095
         878    0.188118    0.147167  0.00204915
         879    0.259978    0.147295  0.00205083
         880    0.253465    0.147416  0.00205204
         881     0.24189    0.147523  0.00205252
         882    0.211897    0.147596  0.00205149
         883    0.138924    0.147586  0.00204919
         884   0.0620861     0.14749  0.00204915
         885    0.175291    0.147521  0.00204707
         886   0.0940803    0.147461  0.00204565
         887    0.175058    0.147492  0.00204358
         888    0.180124    0.147529  0.00204161
         889    0.176274    0.147561  0.00203957
         890    0.235112    0.147659  0.00203965
         891    0.176055    0.147691  0.00203761
         892   0.0584951    0.147591  0.00203778
         893    0.274915    0.147734  0.00204048
         894    0.244848    0.147842  0.00204108
         895      0.2355     0.14794  0.00204115
         896    0.165117     0.14796  0.00203896
         897    0.112532     0.14792  0.00203707
         898    0.138886     0.14791  0.00203483
         899   0.0741634    0.147828  0.00203422
         900    0.282747    0.147978  0.00203748
         901    0.195419    0.148031  0.00203589
         902    0.243771    0.148137   0.0020364
         903    0.223769     0.14822  0.00203587
         904    0.155275    0.148228  0.00203363
         905   0.0721949    0.148144  0.00203312
         906    0.191555    0.148192  0.00203144
         907    0.212653    0.148263  0.00203044
         908    0.165776    0.148283   0.0020283
         909   0.0396271    0.148163  0.00202959
         910    0.120249    0.148132  0.00202759
         911    0.271351    0.148268  0.00202987
         912    0.147344    0.148267  0.00202764
         913    0.141417    0.148259  0.00202544
         914  0.00222035    0.148099  0.00202951
         915     0.21454    0.148172  0.00202859
         916   0.0982679    0.148117  0.00202711
         917    0.227933    0.148204  0.00202677
         918    0.157435    0.148214  0.00202458
         919    0.135519    0.148201  0.00202243
         920     0.11519    0.148165  0.00202055
         921    0.113676    0.148127   0.0020187
         922    0.159061    0.148139  0.00201655
         923     0.10981    0.148098  0.00201479
         924    0.169399    0.148121  0.00201274
         925    0.177857    0.148153  0.00201082
         926    0.154729     0.14816  0.00200866
         927    0.150222    0.148162   0.0020065
         928   0.0613001    0.148069  0.00200652
         929    0.211618    0.148137  0.00200552
         930    0.199005    0.148192  0.00200411
         931    0.194299    0.148241  0.00200257
         932    0.143711    0.148236  0.00200043
         933     0.19015    0.148281  0.00199879
         934    0.123767    0.148255  0.00199682
         935    0.205076    0.148316  0.00199561
         936   0.0799149    0.148243  0.00199482
         937    0.046823    0.148135  0.00199562
         938     0.14568    0.148132   0.0019935
         939    0.201077    0.148188  0.00199217
         940    0.137634    0.148177  0.00199008
         941    0.164739    0.148195  0.00198804
         942    0.196268    0.148246  0.00198659
         943    0.169439    0.148268  0.00198461
         944    0.220211    0.148344  0.00198397
         945    0.200186    0.148399  0.00198263
         946    0.222786    0.148478  0.00198209
         947    0.142354    0.148471  0.00198001
         948    0.152512    0.148476  0.00197793
         949    0.128177    0.148454  0.00197596
         950   0.0638852    0.148365  0.00197588
         951    0.231033    0.148452  0.00197571
         952    0.158288    0.148462  0.00197367
         953    0.115673    0.148428  0.00197189
         954    0.138602    0.148418  0.00196985
         955   0.0911789    0.148358   0.0019687
         956    0.146196    0.148356  0.00196665
         957    0.184929    0.148394  0.00196496
         958    0.219588    0.148468  0.00196432
         959    0.112743    0.148431  0.00196262
         960    0.102688    0.148383  0.00196115
         961    0.178836    0.148415  0.00195937
         962    0.244465    0.148515  0.00195988
         963    0.111795    0.148477  0.00195821
         964    0.211826    0.148542  0.00195728
         965   0.0956623    0.148488  0.00195602
         966    0.158307    0.148498  0.00195402
         967     0.16079     0.14851  0.00195204
         968    0.149252    0.148511  0.00195003
         969    0.279736    0.148647  0.00195271
         970   0.0198393    0.148514  0.00195521
         971    0.191293    0.148558  0.00195369
         972    0.194032    0.148605  0.00195224
         973    0.164755    0.148621   0.0019503
         974   0.0960505    0.148567  0.00194905
         975    0.152383    0.148571  0.00194705
         976   0.0764167    0.148497  0.00194646
         977    0.108771    0.148457  0.00194489
         978    0.213493    0.148523  0.00194404
         979     0.15971    0.148535  0.00194209
         980   0.0825498    0.148467  0.00194128
         981    0.186102    0.148506  0.00193968
         982    0.160755    0.148518  0.00193774
         983    0.171457    0.148541  0.00193591
         984    0.129087    0.148522  0.00193404
         985    0.143729    0.148517  0.00193209
         986    0.247558    0.148617  0.00193274
         987    0.122729    0.148591  0.00193096
         988    0.186525    0.148629  0.00192938
         989    0.155483    0.148636  0.00192744
         990     0.16797    0.148656   0.0019256
         991   0.0939942    0.148601  0.00192444
         992    0.101169    0.148553   0.0019231
         993    0.122871    0.148527  0.00192133
         994    0.160145    0.148539  0.00191944
         995    0.173405    0.148564  0.00191767
         996    0.239177    0.148655   0.0019179
         997    0.192815    0.148699  0.00191649
         998    0.180742    0.148731  0.00191484
         999   0.0824289    0.148665  0.00191407
        1000    0.241216    0.148757  0.00191439
        1001    0.087637    0.148696  0.00191345
        1002   0.0974582    0.148645  0.00191223
        1003    0.162207    0.148659  0.00191037
        1004    0.143141    0.148653  0.00190847
        1005    0.238137    0.148742  0.00190865
        1006   0.0899469    0.148684  0.00190765
        1007   0.0635851    0.148599  0.00190762
        1008    0.152628    0.148603  0.00190574
        1009    0.221933    0.148676  0.00190523
        1010    0.221752    0.148748  0.00190472
        1011   0.0929727    0.148693  0.00190363
        1012    0.156222      0.1487  0.00190177
        1013    0.195041    0.148746  0.00190044
        1014    0.140118    0.148738  0.00189859
        1015    0.148003    0.148737  0.00189672
        1016    0.054826    0.148645   0.0018971
        1017    0.267674    0.148762  0.00189884
        1018    0.076057     0.14869  0.00189832
        1019    0.286144    0.148825  0.00190124
        1020    0.212489    0.148887   0.0019004
        1021    0.241667    0.148978  0.00190071
        1022    0.140142     0.14897  0.00189887
        1023    0.227784    0.149047  0.00189858
        1024    0.249026    0.149144  0.00189923
        1025    0.144341     0.14914  0.00189739
        1026    0.212038    0.149201  0.00189653
        1027   0.0756386    0.149129  0.00189603
        1028    0.231487    0.149209  0.00189588
        1029    0.139302      0.1492  0.00189406
        1030    0.193408    0.149243  0.00189271
        1031    0.133076    0.149227  0.00189094
        1032     0.30807    0.149381  0.00189536
        1033    0.227861    0.149457  0.00189505
        1034    0.292242    0.149595  0.00189824
        1035    0.136589    0.149582  0.00189645
        1036    0.164273    0.149597  0.00189467
        1037   0.0842383    0.149534  0.00189389
        1038    0.170789    0.149554  0.00189218
        1039    0.137524    0.149543  0.00189039
        1040    0.113654    0.149508  0.00188889
        1041    0.203262     0.14956  0.00188778
        1042    0.109499    0.149521  0.00188636
        1043    0.173099    0.149544  0.00188469
        1044    0.127592    0.149523    0.001883
        1045    0.112038    0.149487  0.00188154
        1046    0.229269    0.149563  0.00188128
        1047    0.175896    0.149588  0.00187965
        1048    0.210268    0.149646  0.00187875
        1049    0.107883    0.149606  0.00187738
        1050    0.387392    0.149833  0.00188921
        1051    0.131328    0.149815  0.00188749
        1052   0.0416202    0.149712   0.0018885
        1053   0.0968862    0.149662  0.00188737
        1054    0.158207     0.14967  0.00188559
        1055   0.0724509    0.149597  0.00188523
        1056   0.0779218    0.149529  0.00188466
        1057    0.223872      0.1496  0.00188419
        1058    0.119515    0.149571  0.00188263
        1059    0.164982    0.149586   0.0018809
        1060    0.244983    0.149676  0.00188128
        1061    0.166949    0.149692  0.00187958
        1062    0.105802    0.149651  0.00187826
        1063    0.247447    0.149743  0.00187875
        1064    0.188468    0.149779  0.00187734
        1065    0.187934    0.149815  0.00187591
        1066   0.0571069    0.149728  0.00187617
        1067    0.112379    0.149693  0.00187474
        1068    0.107889    0.149654  0.00187339
        1069    0.200041    0.149701  0.00187223
        1070    0.160275    0.149711  0.00187051
        1071   0.0995963    0.149664  0.00186935
        1072    0.208829    0.149719  0.00186842
        1073   0.0071768    0.149586  0.00187139
        1074   0.0489153    0.149493    0.001872
        1075    0.234995    0.149572  0.00187194
        1076     0.20536    0.149624  0.00187092
        1077    0.142109    0.149617   0.0018692
        1078   0.0303065    0.149506  0.00187074
        1079   0.0880637    0.149449  0.00186987
        1080    0.197028    0.149493  0.00186866
        1081    0.195641    0.149536  0.00186742
        1082    0.103852    0.149494  0.00186617
        1083    0.218138    0.149557  0.00186552
        1084    0.107867    0.149519   0.0018642
        1085   0.0588246    0.149435  0.00186435
        1086    0.131669    0.149419  0.00186271
        1087    0.183901    0.149451  0.00186126
        1088    0.151306    0.149452  0.00185955
        1089     0.15725     0.14946  0.00185786
        1090    0.236485    0.149539  0.00185787
        1091    0.123488    0.149515  0.00185632
        1092     0.12691    0.149495  0.00185474
        1093    0.230854    0.149569  0.00185453
        1094   0.0808914    0.149506   0.0018539
        1095    0.154854    0.149511  0.00185221
        1096    0.156648    0.149518  0.00185053
        1097    0.280686    0.149637  0.00185271
        1098    0.253347    0.149732  0.00185342
        1099    0.122042    0.149707  0.00185191
        1100     0.05748    0.149623  0.00185212
        1101     0.18496    0.149655  0.00185072
        1102    0.250765    0.149747  0.00185131
        1103   0.0453053    0.149652  0.00185205
        1104   0.0910088    0.149599  0.00185114
        1105    0.140704    0.149591  0.00184948
        1106     0.22867    0.149662  0.00184919
        1107    0.168855     0.14968   0.0018476
        1108    0.159102    0.149688  0.00184595
        1109   0.0286721    0.149579  0.00184751
        1110   0.0202204    0.149462  0.00184952
        1111   0.0972189    0.149415  0.00184845
        1112   0.0559169    0.149331   0.0018487
        1113    0.123544    0.149308  0.00184718
        1114    0.135616    0.149296  0.00184557
        1115    0.241984    0.149379  0.00184578
        1116    0.130978    0.149363   0.0018442
        1117     0.22851    0.149433  0.00184391
        1118    0.100665     0.14939  0.00184278
        1119    0.130198    0.149373  0.00184121
        1120    0.113027     0.14934  0.00183985
        1121    0.177384    0.149365  0.00183838
        1122     0.12256    0.149341   0.0018369
        1123   0.0908125    0.149289    0.001836
        1124    0.168742    0.149307  0.00183445
        1125    0.150434    0.149308  0.00183282
        1126    0.162959     0.14932  0.00183123
        1127    0.157768    0.149327  0.00182962
        1128    0.090476    0.149275  0.00182874
        1129   0.0825814    0.149216  0.00182808
        1130    0.162425    0.149228   0.0018265
        1131    0.184055    0.149258  0.00182514
        1132    0.252171    0.149349  0.00182579
        1133    0.133814    0.149336  0.00182423
        1134   0.0847758    0.149279  0.00182351
        1135    0.253226     0.14937   0.0018242
        1136    0.187274    0.149404   0.0018229
        1137    0.307768    0.149543  0.00182661
        1138    0.144171    0.149538  0.00182502
        1139   0.0748223    0.149473  0.00182459
        1140    0.202172    0.149519  0.00182358
        1141   0.0953207    0.149471   0.0018226
        1142    0.188812    0.149506  0.00182133
        1143    0.117572    0.149478  0.00181995
        1144    0.206859    0.149528  0.00181905
        1145  0.00158385    0.149399  0.00182204
        1146   0.0909879    0.149348  0.00182116
        1147    0.104512    0.149309     0.00182
        1148    0.168451    0.149325  0.00181849
        1149   0.0882948    0.149272  0.00181768
        1150    0.201798    0.149318  0.00181667
        1151    0.075656    0.149254  0.00181622
        1152    0.106067    0.149216  0.00181503
        1153      0.2383    0.149294   0.0018151
        1154    0.246541    0.149378  0.00181548
        1155    0.187945    0.149411  0.00181422
        1156   0.0193295    0.149299  0.00181614
        1157    0.133623    0.149285  0.00181462
        1158   0.0931374    0.149237   0.0018137
        1159    0.255778    0.149329  0.00181446
        1160    0.103504    0.149289  0.00181333
        1161    0.112017    0.149257  0.00181205
        1162   0.0355264    0.149159  0.00181313
        1163     0.19224    0.149196  0.00181195
        1164    0.210634    0.149249  0.00181116
        1165    0.112689    0.149218  0.00180988
        1166    0.129414    0.149201  0.00180841
        1167    0.122642    0.149178    0.001807
        1168   0.0750372    0.149114  0.00180657
        1169    0.171093    0.149133  0.00180512
        1170    0.120806    0.149109  0.00180374
        1171    0.108272    0.149074  0.00180254
        1172    0.102433    0.149034  0.00180144
        1173    0.192019    0.149071  0.00180027
        1174    0.080502    0.149013  0.00179969
        1175    0.198795    0.149055  0.00179866
        1176   0.0952436    0.149009  0.00179771
        1177    0.117283    0.148982  0.00179638
        1178    0.133797    0.148969   0.0017949
        1179    0.120829    0.148946  0.00179354
        1180    0.107502     0.14891  0.00179236
        1181   0.0644307    0.148839  0.00179227
        1182    0.229916    0.148907  0.00179207
        1183    0.162365    0.148919  0.00179059
        1184    0.218178    0.148977  0.00179003
        1185   0.0355732    0.148882  0.00179108
        1186    0.144953    0.148878  0.00178957
        1187     0.23053    0.148947  0.00178939
        1188    0.196281    0.148987  0.00178832
        1189  0.00860127    0.148869  0.00179071
        1190    0.199469    0.148911  0.00178971
        1191    0.282474    0.149024  0.00179172
        1192     0.13919    0.149015  0.00179024
        1193   0.0384273    0.148923  0.00179113
        1194    0.181435     0.14895  0.00178984
        1195    0.180283    0.148976  0.00178853
        1196    0.116043    0.148949  0.00178725
        1197   0.0806609    0.148891  0.00178667
        1198    0.146883     0.14889  0.00178518
        1199    0.082377    0.148834  0.00178455
        1200   0.0954824     0.14879  0.00178362
        1201    0.238748    0.148865   0.0017837
        1202    0.101538    0.148825  0.00178265
        1203     0.23689    0.148899  0.00178268
        1204    0.136005    0.148888  0.00178123
        1205    0.222203    0.148949  0.00178079
        1206   0.0581138    0.148873   0.0017809
        1207    0.096301     0.14883  0.00177996
        1208    0.186503    0.148861  0.00177876
        1209     0.17625    0.148884  0.00177743
        1210    0.180408     0.14891  0.00177615
        1211     0.14222    0.148904   0.0017747
        1212    0.165761    0.148918  0.00177329
        1213   0.0764804    0.148858  0.00177283
        1214    0.140214    0.148851  0.00177138
        1215     0.13019    0.148836  0.00176999
        1216    0.175808    0.148858  0.00176868
        1217   0.0533384     0.14878  0.00176896
        1218   0.0967216    0.148737  0.00176803
        1219   0.0911807     0.14869  0.00176721
        1220    0.115025    0.148662  0.00176597
        1221   0.0885563    0.148613  0.00176521
        1222    0.167713    0.148628  0.00176384
        1223    0.104265    0.148592  0.00176277
        1224    0.282129    0.148701   0.0017647
        1225    0.224698    0.148763  0.00176435
        1226    0.213287    0.148816   0.0017637
        1227   0.0678371     0.14875  0.00176349
        1228   0.0851013    0.148698  0.00176282
        1229    0.190684    0.148732  0.00176172
        1230    0.128467    0.148716  0.00176036
        1231    0.182285    0.148743  0.00175914
        1232    0.145183     0.14874  0.00175772
        1233    0.109894    0.148709  0.00175657
        1234    0.230495    0.148775   0.0017564
        1235    0.136523    0.148765  0.00175501
        1236    0.224811    0.148827  0.00175466
        1237    0.105194    0.148791   0.0017536
        1238   0.0823588    0.148738    0.001753
        1239   0.0719286    0.148676  0.00175269
        1240   0.0993022    0.148636  0.00175172
        1241    0.200882    0.148678  0.00175082
        1242     0.19444    0.148715   0.0017498
        1243    0.136033    0.148705  0.00174842
        1244    0.204017    0.148749  0.00174758
        1245     0.13309    0.148736  0.00174622
        1246    0.211592    0.148787  0.00174555
        1247    0.291937    0.148902  0.00174792
        1248    0.148949    0.148902  0.00174652
        1249     0.20694    0.148948  0.00174574
        1250   0.0983982    0.148908  0.00174481
        1251    0.212135    0.148958  0.00174415
        1252    0.101359     0.14892  0.00174317
        1253     0.10601    0.148886  0.00174211
        1254    0.127127    0.148869  0.00174081
        1255    0.151727    0.148871  0.00173942
        1256    0.217112    0.148925  0.00173889
        1257    0.144152    0.148922  0.00173751
        1258   0.0451341    0.148839  0.00173808
        1259    0.137961     0.14883  0.00173673
        1260    0.129249    0.148815  0.00173542
        1261    0.187825    0.148846  0.00173432
        1262    0.240996    0.148919  0.00173448
        1263    0.145561    0.148916  0.00173311
        1264     0.20142    0.148958  0.00173223
        1265    0.100876     0.14892  0.00173128
        1266    0.175031     0.14894  0.00173004
        1267    0.141268    0.148934  0.00172868
        1268    0.180751    0.148959   0.0017275
        1269   0.0750671    0.148901  0.00172712
        1270     0.30859    0.149027  0.00173033
        1271    0.160824    0.149036  0.00172899
        1272    0.221407    0.149093  0.00172857
        1273    0.163308    0.149104  0.00172725
        1274    0.189118    0.149136  0.00172618
        1275   0.0644278    0.149069   0.0017261
        1276    0.135815    0.149059  0.00172478
        1277   0.0431322    0.148976  0.00172542
        1278    0.161186    0.148985   0.0017241
        1279    0.136573    0.148976  0.00172278
        1280   0.0881586    0.148928  0.00172209
        1281    0.171604    0.148946  0.00172084
        1282    0.140056    0.148939  0.00171951
        1283    0.204754    0.148982  0.00171872
        1284    0.161037    0.148992   0.0017174
        1285     0.15717    0.148998  0.00171608
        1286   0.0548725    0.148925  0.00171631
        1287    0.123402    0.148905  0.00171509
        1288    0.142349      0.1489  0.00171376
        1289     0.21785    0.148954  0.00171327
        1290   0.0890121    0.148907  0.00171257
        1291    0.156985    0.148913  0.00171125
        1292    0.169361    0.148929     0.00171
        1293    0.215956    0.148981  0.00170947
        1294    0.058977    0.148911  0.00170956
        1295    0.318145    0.149042  0.00171323
        1296    0.244022    0.149115  0.00171347
        1297   0.0919496    0.149071  0.00171272
        1298    0.124903    0.149053   0.0017115
        1299    0.120645    0.149031  0.00171032
        1300    0.121415     0.14901  0.00170914
        1301    0.196583    0.149046  0.00170822
        1302    0.106058    0.149013  0.00170722
        1303    0.150112    0.149014  0.00170591
        1304   0.0796828    0.148961  0.00170543
        1305    0.239063     0.14903  0.00170552
        1306    0.219554    0.149084  0.00170507
        1307   0.0974723    0.149044  0.00170422
        1308    0.135172    0.149034  0.00170295
        1309   0.0277647    0.148941  0.00170417
        1310    0.179367    0.148964  0.00170303
        1311    0.227078    0.149024  0.00170277
        1312    0.192307    0.149057  0.00170179
        1313    0.138794    0.149049  0.00170052
        1314   0.0740035    0.148992  0.00170018
        1315     0.10528    0.148959  0.00169921
        1316    0.177853    0.148981  0.00169806
        1317    0.269309    0.149072  0.00169923
        1318    0.108293    0.149041  0.00169822
        1319    0.118838    0.149018  0.00169709
        1320    0.133594    0.149007  0.00169584
        1321   0.0439301    0.148927  0.00169642
        1322    0.121445    0.148906  0.00169527
        1323   0.0324656    0.148818  0.00169627
        1324    0.110695    0.148789  0.00169523
        1325    0.221076    0.148844  0.00169483
        1326    0.233367    0.148908  0.00169475
        1327   0.0254217    0.148815  0.00169603
        1328    0.141252    0.148809  0.00169476
        1329    0.130916    0.148796  0.00169354
        1330    0.235827    0.148861  0.00169353
        1331    0.218621    0.148913  0.00169307
        1332    0.144015     0.14891   0.0016918
        1333   0.0790924    0.148857  0.00169134
        1334    0.265289    0.148945  0.00169232
        1335    0.224973    0.149002  0.00169201
        1336    0.181052    0.149026  0.00169092
        1337   0.0885081     0.14898  0.00169026
        1338   0.0715143    0.148922  0.00168999
        1339     0.11188    0.148895  0.00168895
        1340    0.217707    0.148946  0.00168847
        1341    0.198212    0.148983  0.00168761
        1342   0.0941378    0.148942  0.00168685
        1343    0.142033    0.148937   0.0016856
        1344   0.0930222    0.148895  0.00168486
        1345    0.196165     0.14893  0.00168397
        1346    0.162743    0.148941  0.00168275
        1347    0.190278    0.148971  0.00168178
        1348    0.178108    0.148993  0.00168068
        1349    0.174197    0.149012  0.00167953
        1350    0.230779    0.149072  0.00167938
        1351    0.181693    0.149096  0.00167831
        1352     0.22194     0.14915  0.00167793
        1353    0.142154    0.149145   0.0016767
        1354    0.129756    0.149131  0.00167553
        1355    0.236668    0.149195  0.00167553
        1356   0.0327652    0.149109   0.0016765
        1357    0.223133    0.149164  0.00167615
        1358    0.155415    0.149169  0.00167492
        1359   0.0535386    0.149098  0.00167517
        1360     0.10604    0.149067  0.00167423
        1361    0.225432    0.149123  0.00167394
        1362    0.206307    0.149165  0.00167324
        1363    0.209591    0.149209   0.0016726
        1364   0.0617566    0.149145   0.0016726
        1365    0.160412    0.149153   0.0016714
        1366    0.189515    0.149183  0.00167043
        1367    0.238968    0.149248   0.0016705
        1368    0.129153    0.149234  0.00166935
        1369    0.160328    0.149242  0.00166815
        1370    0.152329    0.149244  0.00166693
        1371    0.110875    0.149216  0.00166595
        1372    0.100107     0.14918  0.00166512
        1373    0.165492    0.149192  0.00166395
        1374    0.277574    0.149286  0.00166536
        1375    0.162917    0.149295  0.00166418
        1376    0.195163    0.149329   0.0016633
        1377   0.0903635    0.149286  0.00166265
        1378   0.0668249    0.149226  0.00166252
        1379    0.170952    0.149242  0.00166139
        1380    0.179554    0.149264  0.00166033
        1381   0.0768959    0.149211  0.00165995
        1382    0.209264    0.149255  0.00165932
        1383   0.0754176    0.149201  0.00165898
        1384   0.0678818    0.149143  0.00165882
        1385   0.0979812    0.149106  0.00165803
        1386   0.0989279     0.14907  0.00165723
        1387    0.102021    0.149036  0.00165638
        1388    0.059687    0.148971  0.00165644
        1389    0.151211    0.148973  0.00165525
        1390    0.221771    0.149025  0.00165489
        1391    0.286845    0.149124  0.00165666
        1392    0.199022     0.14916  0.00165586
        1393   0.0612802    0.149097  0.00165587
        1394    0.120068    0.149076  0.00165481
        1395    0.287349    0.149175  0.00165659
        1396    0.205224    0.149216  0.00165589
        1397   0.0247435    0.149126   0.0016571
        1398    0.238969    0.149191  0.00165716
        1399    0.070123    0.149134  0.00165694
        1400    0.112757    0.149108  0.00165596
        1401    0.206302    0.149149  0.00165528
        1402    0.189537    0.149178  0.00165435
        1403    0.157687    0.149184  0.00165319
        1404    0.103228    0.149151  0.00165233
        1405    0.228669    0.149208  0.00165213
        1406    0.155945    0.149213  0.00165096
        1407    0.119118    0.149191  0.00164992
        1408   0.0862749    0.149147  0.00164936
        1409    0.141534    0.149141  0.00164819
        1410   0.0195912    0.149049  0.00164958
        1411    0.215652    0.149096  0.00164909
        1412    0.128898    0.149082  0.00164798
        1413    0.163022    0.149092  0.00164685
        1414    0.204267    0.149131  0.00164614
        1415   0.0996122    0.149096  0.00164535
        1416    0.219209    0.149146  0.00164494
        1417   0.0671415    0.149088  0.00164479
        1418    0.135585    0.149078  0.00164366
        1419   0.0524891     0.14901  0.00164391
        1420   0.0159001    0.148916  0.00164542
        1421    0.127612    0.148901  0.00164433
        1422    0.188395    0.148929  0.00164341
        1423    0.128507    0.148915  0.00164232
        1424    0.101206    0.148881  0.00164151
        1425    0.239237    0.148945  0.00164158
        1426    0.227632       0.149  0.00164136
        1427     0.21045    0.149043  0.00164077
        1428    0.101343     0.14901  0.00163996
