#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           9   -0.886416   -0.882407  0.00105207
          10   -0.880304   -0.882197 0.000967652
          11   -0.883488   -0.882314 0.000886774
          12   -0.881176   -0.882219 0.000817933
          13   -0.882056   -0.882207 0.000755112
          14   -0.884824   -0.882394 0.000723947
          15   -0.882464   -0.882398 0.000675699
          16   -0.880208   -0.882262 0.000647187
          17   -0.883424    -0.88233 0.000612719
          18   -0.879352   -0.882164 0.000600599
          19   -0.878064   -0.881949 0.000606524
          20   -0.882608   -0.881982 0.000577093
           1   -0.840888   -0.840888           0
           2   -0.849776   -0.845332  0.00314238
           3    -0.84396   -0.844875  0.00212794
           4   -0.843584   -0.844552  0.00162023
           5   -0.844656   -0.844573  0.00129632
           6   -0.847984   -0.845141  0.00119847
           7   -0.854584    -0.84649  0.00161709
           8   -0.846072   -0.846438   0.0014158
           9   -0.849736   -0.846804  0.00130505
          10   -0.849104   -0.847034  0.00119463
          11   -0.852144   -0.847499  0.00117287
          12   -0.849656   -0.847679  0.00108882
          13     -0.8456   -0.847519  0.00101673
          14   -0.846864   -0.847472 0.000945185
          15    -0.84908   -0.847579 0.000888231
          16   -0.847448   -0.847571 0.000832754
          17   -0.843184   -0.847313 0.000822782
          18    -0.84704   -0.847298 0.000777212
          19    -0.85056   -0.847469 0.000755033
          20   -0.852408   -0.847716 0.000756582
           1    -0.81656    -0.81656           0
           2   -0.817456   -0.817008 0.000316784
           3   -0.816064   -0.816693 0.000332582
           4    -0.81352     -0.8159 0.000730925
           5   -0.812728   -0.815266 0.000814796
           6    -0.81476   -0.815181  0.00068334
           7   -0.820024   -0.815873 0.000867927
           8   -0.815448    -0.81582 0.000761061
           9   -0.812808   -0.815485 0.000746463
          10   -0.810784   -0.815015 0.000806388
          11    -0.81292   -0.814825  0.00075524
          12   -0.821536   -0.815384 0.000875217
          13   -0.812448   -0.815158 0.000836524
          14   -0.812424   -0.814963 0.000799245
          15   -0.814576   -0.814937 0.000746378
          16   -0.819208   -0.815204 0.000745936
          17   -0.813568   -0.815108 0.000708238
          18      -0.817   -0.815213 0.000676649
          19   -0.814304   -0.815165 0.000642724
          20    -0.81584   -0.815199 0.000611473
           1   -0.785664   -0.785664           0
           2   -0.784536     -0.7851 0.000398808
           3   -0.780024   -0.783408  0.00140686
           4   -0.784312   -0.783634  0.00107315
           5   -0.785448   -0.783997 0.000917797
           6   -0.783416     -0.7839 0.000769918
           7   -0.777328   -0.782961  0.00109135
           8   -0.785376   -0.783263   0.0009958
           9   -0.782608    -0.78319 0.000887811
          10   -0.783216   -0.783193 0.000799033
          11   -0.782752   -0.783153 0.000727398
          12   -0.783728   -0.783201 0.000668359
          13    -0.78288   -0.783176 0.000617402
          14   -0.786328   -0.783401  0.00061298
          15   -0.785528   -0.783543 0.000588285
          16   -0.781688   -0.783427 0.000562825
          17     -0.7818   -0.783331 0.000537793
          18   -0.783384   -0.783334 0.000507923
          19   -0.787112   -0.783533 0.000518649
          20      -0.781   -0.783406 0.000507946
           1   -0.751512   -0.751512           0
           2   -0.750352   -0.750932 0.000410122
           3   -0.749864   -0.750576 0.000399057
           4   -0.748328   -0.750014 0.000571366
           5   -0.748936   -0.749798 0.000496105
           6    -0.75232   -0.750219 0.000564007
           7    -0.75164   -0.750422 0.000518698
           8   -0.752792   -0.750718 0.000531791
           9   -0.750376    -0.75068 0.000474059
          10   -0.749152   -0.750527 0.000450606
          11   -0.749016    -0.75039 0.000430075
          12    -0.75176   -0.750504 0.000409112
          13   -0.748512   -0.750351 0.000405323
          14   -0.752208   -0.750483 0.000397488
          15     -0.7486   -0.750358 0.000390317
          16   -0.750848   -0.750389 0.000367123
          17   -0.756544   -0.750751 0.000492732
          18   -0.753224   -0.750888 0.000484139
          19   -0.755976   -0.751156 0.000527546
          20   -0.754488   -0.751322 0.000526821
           1   -0.722032   -0.722032           0
           2   -0.719528    -0.72078 0.000885298
           3    -0.72092   -0.720827 0.000591427
           4   -0.721728   -0.721052 0.000484599
           5   -0.722104   -0.721262  0.00043094
           6    -0.72176   -0.721345  0.00036701
           7   -0.719704   -0.721111 0.000382212
           8   -0.723144   -0.721365 0.000410319
           9   -0.716872   -0.720866 0.000595448
          10    -0.72548   -0.721327 0.000691962
          11   -0.722544   -0.721438 0.000637837
          12    -0.71944   -0.721271 0.000606022
          13   -0.720024   -0.721175  0.00056695
          14     -0.7216   -0.721206 0.000527264
          15     -0.7222   -0.721272 0.000496262
          16   -0.718776   -0.721116 0.000489151
          17   -0.719464   -0.721019 0.000469931
          18    -0.71904   -0.720909 0.000456501
          19   -0.720168    -0.72087 0.000434137
          20   -0.722776   -0.720965 0.000422762
           1   -0.692568   -0.692568           0
           2   -0.693504   -0.693036 0.000330926
           3   -0.689816   -0.691963 0.000903715
           4   -0.687848   -0.690934  0.00111938
           5   -0.693248   -0.691397 0.000986547
           6   -0.692648   -0.691605 0.000843874
           7   -0.692392   -0.691718 0.000730765
           8   -0.690232   -0.691532 0.000662598
           9   -0.692248   -0.691612 0.000593733
          10    -0.69248   -0.691698 0.000540673
          11    -0.69584   -0.692075 0.000608658
          12   -0.689672   -0.691875 0.000589957
          13    -0.69444   -0.692072 0.000576635
          14   -0.693952   -0.692206 0.000550861
          15   -0.688568   -0.691964 0.000565019
          16   -0.689024    -0.69178  0.00055878
          17   -0.690088    -0.69168 0.000534702
          18   -0.688152   -0.691484 0.000539734
          19    -0.68992   -0.691402 0.000517569
          20    -0.69168   -0.691416 0.000491877
           1   -0.663864   -0.663864           0
           2   -0.664416    -0.66414 0.000195161
           3   -0.662512   -0.663597 0.000461793
           4   -0.665592   -0.664096 0.000553585
           5    -0.66296   -0.663869 0.000487266
           6   -0.667264   -0.664435 0.000657052
           7   -0.662816   -0.664203 0.000602505
           8   -0.665384   -0.664351 0.000544965
           9   -0.662064   -0.664097  0.00054042
          10   -0.666232    -0.66431  0.00052687
          11   -0.666392     -0.6645  0.00051183
          12   -0.664808   -0.664525 0.000469822
          13   -0.660512   -0.664217  0.00052541
          14     -0.6648   -0.664258  0.00048953
          15   -0.664856   -0.664298 0.000458514
          16   -0.664984   -0.664341 0.000431856
          17   -0.664528   -0.664352 0.000406593
          18    -0.66212   -0.664228 0.000402469
          19   -0.662048   -0.664113 0.000397304
          20   -0.667104   -0.664263 0.000404603
           1   -0.636864   -0.636864           0
           2   -0.637288   -0.637076 0.000149907
           3   -0.638912   -0.637688 0.000509592
           4   -0.640224   -0.638322 0.000668984
           5   -0.639536   -0.638565 0.000577569
           6   -0.636264   -0.638181 0.000595144
           7   -0.638448   -0.638219 0.000511341
           8   -0.640184   -0.638465 0.000502946
           9   -0.637512   -0.638359 0.000458074
          10   -0.638736   -0.638397 0.000413815
          11   -0.639544   -0.638501 0.000389115
          12   -0.635912   -0.638285 0.000412188
          13   -0.635248   -0.638052 0.000441764
          14   -0.638304    -0.63807 0.000410576
          15   -0.641224    -0.63828 0.000433726
          16   -0.637064   -0.638204 0.000413223
          17     -0.6372   -0.638145 0.000393113
          18   -0.635712    -0.63801 0.000393825
          19   -0.640648   -0.638149 0.000396822
          20   -0.638672   -0.638175 0.000377842
           1   -0.616504   -0.616504           0
           2   -0.611408   -0.613956  0.00180171
           3   -0.610512   -0.612808  0.00152359
           4   -0.612888   -0.612828  0.00114283
           5   -0.613008   -0.612864 0.000914828
           6     -0.6144    -0.61312 0.000797371
           7    -0.61528   -0.613429 0.000740765
           8   -0.611544   -0.613193 0.000684603
           9   -0.610208   -0.612861 0.000684175
          10    -0.61428   -0.613003 0.000630295
          11   -0.609192   -0.612657 0.000661403
          12   -0.611016    -0.61252 0.000620257
          13    -0.61604   -0.612791 0.000628875
          14   -0.611488   -0.612698   0.0005908
          15   -0.612568   -0.612689 0.000551477
          16   -0.611952   -0.612643  0.00051893
          17   -0.614792   -0.612769 0.000503566
          18   -0.612408   -0.612749 0.000475991
          19   -0.613744   -0.612802 0.000453808
          20   -0.613768    -0.61285 0.000433682
           1    -0.58808    -0.58808           0
           2   -0.584632   -0.586356  0.00121905
           3   -0.586688   -0.586467 0.000817709
           4    -0.58928    -0.58717 0.000864363
           5   -0.590264   -0.587789 0.000885714
           6    -0.58924   -0.588031 0.000770412
           7   -0.588472   -0.588094 0.000662928
           8   -0.588816   -0.588184 0.000586177
           9   -0.591088   -0.588507 0.000603353
          10    -0.58876   -0.588532  0.00054355
          11   -0.592792   -0.588919  0.00061686
          12   -0.593944   -0.589338 0.000693153
          13   -0.587736   -0.589215 0.000650695
          14   -0.591536   -0.589381 0.000624984
          15   -0.590144   -0.589431 0.000585387
          16     -0.5906   -0.589505 0.000553337
          17   -0.589408   -0.589499 0.000520817
          18    -0.59148   -0.589609 0.000503379
          19   -0.592344   -0.589753 0.000497043
          20    -0.59316   -0.589923 0.000500534
           1   -0.570624   -0.570624           0
           2     -0.5708   -0.570712 6.22254e-05
           3   -0.564496    -0.56864  0.00169229
           4   -0.566832   -0.568188  0.00132821
           5   -0.567664   -0.568083  0.00106669
           6   -0.569664   -0.568347 0.000920874
           7   -0.568688   -0.568395 0.000790611
           8   -0.568168   -0.568367 0.000692295
           9   -0.567816   -0.568306 0.000618075
          10   -0.568456   -0.568321  0.00055645
          11   -0.568648   -0.568351 0.000506658
          12   -0.569584   -0.568453 0.000474748
          13   -0.571296   -0.568672 0.000485986
          14   -0.568144   -0.568634 0.000452733
          15   -0.570088   -0.568731   0.0004328
          16    -0.56936   -0.568771  0.00040753
          17   -0.563936   -0.568486 0.000472475
          18   -0.567608   -0.568437 0.000448738
          19   -0.567696   -0.568398 0.000426813
          20     -0.5692   -0.568438  0.00040735
           1    -0.54756    -0.54756           0
           2   -0.548528   -0.548044  0.00034224
           3   -0.547792    -0.54796 0.000238245
           4   -0.550336   -0.548554 0.000544569
           5   -0.546104   -0.548064 0.000617961
           6   -0.547568   -0.547981 0.000520467
           7   -0.547536   -0.547918 0.000449986
           8   -0.545408   -0.547604 0.000491064
           9   -0.548544   -0.547708 0.000447471
          10   -0.547304   -0.547668 0.000404547
          11   -0.547736   -0.547674 0.000367818
          12   -0.543784    -0.54735 0.000458276
          13    -0.54892   -0.547471 0.000438649
          14    -0.54956    -0.54762 0.000431956
          15   -0.549592   -0.547751 0.000422692
          16   -0.546296   -0.547661 0.000405944
          17    -0.54928   -0.547756 0.000393084
          18    -0.54876   -0.547812 0.000375184
          19   -0.545616   -0.547696 0.000372809
          20    -0.55012   -0.547817  0.00037335
           1   -0.527944   -0.527944           0
           2   -0.526672   -0.527308  0.00044972
           3   -0.528248   -0.527621 0.000394132
           4   -0.530904   -0.528442  0.00076974
           5    -0.53008    -0.52877 0.000681951
           6    -0.52768   -0.528588 0.000591978
           7   -0.530056   -0.528798 0.000543288
           8   -0.529408   -0.528874 0.000480703
           9   -0.529072   -0.528896 0.000427795
          10   -0.528536    -0.52886 0.000386527
          11   -0.528928   -0.528866 0.000351438
          12   -0.528512   -0.528837 0.000323388
          13   -0.526136   -0.528629 0.000359092
          14   -0.527712   -0.528563 0.000339363
          15   -0.530528   -0.528694 0.000341077
          16    -0.52608   -0.528531 0.000356759
          17   -0.531032   -0.528678 0.000364848
          18   -0.527984    -0.52864 0.000346611
          19    -0.52892   -0.528654 0.000328682
          20    -0.52704   -0.528574 0.000322006
           1   -0.510176   -0.510176           0
           2     -0.5104   -0.510288  7.9196e-05
           3   -0.511024   -0.510533 0.000207155
           4   -0.511032   -0.510658 0.000189196
           5    -0.51204   -0.510934 0.000289873
           6   -0.510768   -0.510907 0.000242884
           7   -0.511048   -0.510927 0.000209024
           8   -0.510296   -0.510848 0.000197211
           9   -0.514568   -0.511261 0.000427307
          10    -0.51056   -0.511191 0.000390289
          11   -0.511136   -0.511186 0.000354841
          12   -0.511576   -0.511219 0.000326754
          13   -0.511408   -0.511233 0.000301944
          14   -0.508984   -0.511073 0.000320279
          15   -0.514968   -0.511332  0.00039026
          16   -0.507784   -0.511111 0.000424225
          17   -0.509984   -0.511044 0.000404413
          18     -0.5108   -0.511031 0.000382173
          19   -0.509992   -0.510976 0.000365947
          20   -0.507536   -0.510804  0.00038596
           1   -0.492736   -0.492736           0
           2   -0.494784    -0.49376 0.000724077
           3    -0.49068   -0.492733 0.000967323
           4   -0.494144   -0.493086 0.000787159
           5   -0.492456    -0.49296 0.000639732
           6   -0.494656   -0.493243 0.000592275
           7   -0.493296    -0.49325 0.000507713
           8   -0.494096   -0.493356 0.000455122
           9    -0.49568   -0.493614 0.000472158
          10   -0.494104   -0.493663 0.000427475
          11   -0.492928   -0.493596 0.000393804
          12   -0.494504   -0.493672 0.000368179
          13   -0.491304    -0.49349  0.00038227
          14     -0.4912   -0.493326 0.000388383
          15    -0.49412   -0.493379 0.000366078
          16   -0.494112   -0.493425 0.000346051
          17   -0.496664   -0.493616 0.000374491
          18    -0.48988   -0.493408 0.000407148
          19   -0.490336   -0.493246 0.000416588
          20     -0.4928   -0.493224 0.000396355
           1   -0.478512   -0.478512           0
           2    -0.47476   -0.476636  0.00132653
           3    -0.47872   -0.477331  0.00105061
           4   -0.477256   -0.477312 0.000788127
           5    -0.47744   -0.477338 0.000630917
           6   -0.478584   -0.477545 0.000558918
           7   -0.475912   -0.477312 0.000525525
           8   -0.476632   -0.477227 0.000466658
           9    -0.47664   -0.477162  0.00041934
          10    -0.47608   -0.477054 0.000391111
          11    -0.47832   -0.477169 0.000372114
          12   -0.477568   -0.477202 0.000342589
          13   -0.477208   -0.477202 0.000316236
          14   -0.477792   -0.477245 0.000296438
          15   -0.475832    -0.47715  0.00029125
          16   -0.475568   -0.477052 0.000289352
          17   -0.478864   -0.477158 0.000291312
          18   -0.474784   -0.477026 0.000303522
          19   -0.479928   -0.477179 0.000323698
          20   -0.475368   -0.477088 0.000319927
           1   -0.459048   -0.459048           0
           2    -0.46384   -0.461444  0.00169423
           3   -0.465616   -0.462835  0.00160157
           4   -0.460624   -0.462282  0.00129303
           5    -0.46376   -0.462578  0.00106767
           6   -0.464424   -0.462885 0.000933024
           7   -0.463104   -0.462917 0.000800258
           8   -0.461392   -0.462726  0.00072256
           9   -0.462848    -0.46274 0.000642403
          10   -0.462144    -0.46268 0.000580917
          11     -0.4602   -0.462455  0.00057018
          12   -0.461136   -0.462345 0.000533147
          13   -0.461616   -0.462289 0.000495073
          14     -0.4638   -0.462397 0.000471335
          15   -0.462896    -0.46243 0.000441087
          16   -0.463288   -0.462484 0.000416767
          17   -0.461672   -0.462436 0.000394975
          18   -0.463496   -0.462495 0.000377399
          19   -0.463888   -0.462568 0.000364591
          20   -0.461176   -0.462498 0.000352942
