#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
          20      0.1992      0.7968      0.1543
           1      0.1992     16.1352           0
           2      0.1992      8.1672     5.70422
           3      0.1992      5.5112     3.12386
           4      0.1992      4.1832     2.04119
           5      0.1992      3.3864     1.46923
           6      0.1992      2.8552     1.12423
           7      0.1992     2.47577    0.897319
           8      0.1992      2.1912    0.738653
           9      0.1992     1.96987    0.622538
          10      0.1992      1.7928     0.53451
          11      0.1992     1.64793    0.465871
          12      0.1992      1.5272    0.411108
          13      0.1992     1.42505    0.366573
          14      0.1992     1.33749    0.329766
          15      0.1992      1.2616    0.298923
          16      0.1992      1.1952    0.272766
          17      0.1992     1.13661     0.25035
          18      0.1992     1.08453    0.230961
          19      0.1992     1.03794    0.214053
          20      0.1992       0.996      0.1992
           1         0.2         0.2           0
           2         0.2         0.2           0
           3         0.2         0.2           0
           4         0.2         0.2           0
           5         0.2         0.2           0
           6         0.2         0.2           0
           7         0.2         0.2 1.72447e-09
           8         0.2         0.2 1.31709e-09
           9         0.2         0.2 1.24176e-09
          10         0.2         0.2    8.33e-10
          11         0.2         0.2 7.94235e-10
          12         0.2         0.2 7.60422e-10
          13         0.2         0.2 1.03321e-09
          14         0.2         0.2 9.95626e-10
          15         0.2         0.2 1.17804e-09
          16         0.2         0.2 1.14063e-09
          17         0.2         0.2 1.10658e-09
          18         0.2         0.2  1.0754e-09
          19         0.2         0.2  1.3513e-09
          20         0.2         0.2 1.31709e-09
           1         0.2         4.2           0
           2         0.2         2.2     1.48324
           3         0.2     1.53333    0.825519
           4         0.2         1.2    0.547723
           5         0.2           1         0.4
           6         0.2    0.866667    0.310316
           7         0.2    0.771429    0.250946
           8         0.2         0.7    0.209165
           9         0.2    0.644444    0.178394
          10         0.2         0.6    0.154919
          11         0.2    0.563636    0.136501
          12         0.2    0.533333    0.121716
          13         0.2    0.507692    0.109619
          14         0.2    0.485714   0.0995617
          15         0.2    0.466667    0.091084
          16         0.2        0.45   0.0838525
          17         0.2    0.435294   0.0776198
          18         0.2    0.422222   0.0721985
          19         0.2    0.410526   0.0674446
          20         0.2         0.4   0.0632456
           1         0.2         8.2           0
           2         0.2         4.2     2.89828
           3         0.2     2.86667     1.59629
           4         0.2         2.2     1.04881
           5         0.2         1.8    0.758947
           6         0.2     1.53333     0.58373
           7         0.2     1.34286    0.468233
           8         0.2         1.2    0.387298
           9         0.2     1.08889     0.32794
          10         0.2           1    0.282843
          11         0.2    0.927273    0.247603
          12         0.2    0.866667    0.219427
          13         0.2    0.815385    0.196464
          14         0.2    0.771429    0.177445
          15         0.2    0.733333    0.161475
          16         0.2         0.7    0.147902
          17         0.2    0.670588    0.136246
          18         0.2    0.644444    0.126144
          19         0.2    0.621053    0.117316
          20         0.2         0.6    0.109545
           1         0.2        12.2           0
           2         0.2         6.2     4.31277
           3         0.2         4.2     2.36643
           4         0.2         3.2     1.54919
           5         0.2         2.6     1.11714
           6         0.2         2.2    0.856349
           7         0.2     1.91429    0.684693
           8         0.2         1.7    0.564579
           9         0.2     1.53333    0.476614
          10         0.2         1.4    0.409878
          11         0.2     1.29091    0.357804
          12         0.2         1.2    0.316228
          13         0.2     1.12308    0.282392
          14         0.2     1.05714    0.254407
          15         0.2           1     0.23094
          16         0.2        0.95    0.211024
          17         0.2    0.905882    0.193945
          18         0.2    0.866667    0.179161
          19         0.2    0.831579     0.16626
          20         0.2         0.8    0.154919
           1         0.2        16.2           0
           2         0.2         8.2     5.72713
           3         0.2     5.53333     3.13641
           4         0.2         4.2     2.04939
           5         0.2         3.4     1.47513
           6         0.2     2.86667     1.12875
           7         0.2     2.48571    0.900923
           8         0.2         2.2     0.74162
           9         0.2     1.97778    0.625038
          10         0.2         1.8    0.536656
          11         0.2     1.65455    0.467742
          12         0.2     1.53333    0.412759
          13         0.2     1.43077    0.368045
          14         0.2     1.34286    0.331091
          15         0.2     1.26667    0.300123
          16         0.2         1.2    0.273861
          17         0.2     1.14118    0.251355
          18         0.2     1.08889    0.231889
          19         0.2     1.04211    0.214913
          20         0.2           1         0.2
           1      0.1992      0.1992           0
           2      0.1992      0.1992           0
           3      0.1992      0.1992  2.1508e-09
           4      0.1992      0.1992           0
           5      0.1992      0.1992           0
           6      0.1992      0.1992  1.0754e-09
           7      0.1992      0.1992 9.95626e-10
           8      0.1992      0.1992 9.31323e-10
           9      0.1992      0.1992 8.78059e-10
          10      0.1992      0.1992    8.33e-10
          11      0.1992      0.1992 7.94235e-10
          12      0.1992      0.1992 7.60422e-10
          13      0.1992      0.1992  7.3059e-10
          14      0.1992      0.1992 7.04014e-10
          15      0.1992      0.1992 6.80142e-10
          16      0.1992      0.1992 6.58545e-10
          17      0.1992      0.1992 6.38882e-10
          18      0.1992      0.1992 6.20882e-10
          19      0.1992      0.1992 6.04322e-10
          20      0.1992      0.1992  5.8902e-10
           1      0.1992      4.1832           0
           2      0.1992      2.1912     1.47731
           3      0.1992      1.5272    0.822217
           4      0.1992      1.1952    0.545532
           5      0.1992       0.996      0.3984
           6      0.1992      0.8632    0.309075
           7      0.1992    0.768343    0.249942
           8      0.1992      0.6972    0.208328
           9      0.1992    0.641867     0.17768
          10      0.1992      0.5976      0.1543
          11      0.1992    0.561382    0.135955
          12      0.1992      0.5312    0.121229
          13      0.1992    0.505662    0.109181
          14      0.1992    0.483771   0.0991635
          15      0.1992      0.4648   0.0907197
          16      0.1992      0.4482   0.0835171
          17      0.1992    0.433553   0.0773093
          18      0.1992    0.420533   0.0719097
          19      0.1992    0.408884   0.0671748
          20      0.1992      0.3984   0.0629926
           1      0.1992      8.1672           0
           2      0.1992      4.1832     2.88668
           3      0.1992      2.8552     1.58991
           4      0.1992      2.1912     1.04461
           5      0.1992      1.7928    0.755911
           6      0.1992      1.5272    0.581395
           7      0.1992     1.33749     0.46636
           8      0.1992      1.1952    0.385749
           9      0.1992     1.08453    0.326628
          10      0.1992       0.996    0.281711
          11      0.1992    0.923564    0.246613
          12      0.1992      0.8632    0.218549
          13      0.1992    0.812123    0.195678
          14      0.1992    0.768343    0.176736
          15      0.1992      0.7304    0.160829
          16      0.1992      0.6972     0.14731
          17      0.1992    0.667906    0.135701
          18      0.1992    0.641867    0.125639
          19      0.1992    0.618568    0.116846
          20      0.1992      0.5976    0.109106
           1      0.1992     12.1512           0
           2      0.1992      6.1752     4.29552
           3      0.1992      4.1832     2.35697
           4      0.1992      3.1872       1.543
           5      0.1992      2.5896     1.11267
           6      0.1992      2.1912    0.852923
           7      0.1992     1.90663    0.681954
           8      0.1992      1.6932    0.562321
           9      0.1992      1.5272    0.474707
          10      0.1992      1.3944    0.408239
          11      0.1992     1.28575    0.356373
          12      0.1992      1.1952    0.314963
          13      0.1992     1.11858    0.281262
          14      0.1992     1.05291     0.25339
          15      0.1992       0.996    0.230016
          16      0.1992      0.9462     0.21018
          17      0.1992    0.902259    0.193169
          18      0.1992      0.8632    0.178445
          19      0.1992    0.828253    0.165595
          20      0.1992      0.7968      0.1543
           1      0.1992     16.1352           0
           2      0.1992      8.1672     5.70422
           3      0.1992      5.5112     3.12386
           4      0.1992      4.1832     2.04119
           5      0.1992      3.3864     1.46923
           6      0.1992      2.8552     1.12423
           7      0.1992     2.47577    0.897319
           8      0.1992      2.1912    0.738653
           9      0.1992     1.96987    0.622538
          10      0.1992      1.7928     0.53451
          11      0.1992     1.64793    0.465871
          12      0.1992      1.5272    0.411108
          13      0.1992     1.42505    0.366573
          14      0.1992     1.33749    0.329766
          15      0.1992      1.2616    0.298923
          16      0.1992      1.1952    0.272766
          17      0.1992     1.13661     0.25035
          18      0.1992     1.08453    0.230961
          19      0.1992     1.03794    0.214053
          20      0.1992       0.996      0.1992
           1         0.2         0.2           0
           2         0.2         0.2           0
           3         0.2         0.2           0
           4         0.2         0.2           0
           5         0.2         0.2           0
           6         0.2         0.2           0
           7         0.2         0.2 1.72447e-09
           8         0.2         0.2 1.31709e-09
           9         0.2         0.2 1.24176e-09
          10         0.2         0.2    8.33e-10
          11         0.2         0.2 7.94235e-10
          12         0.2         0.2 7.60422e-10
          13         0.2         0.2 1.03321e-09
          14         0.2         0.2 9.95626e-10
          15         0.2         0.2 1.17804e-09
          16         0.2         0.2 1.14063e-09
          17         0.2         0.2 1.10658e-09
          18         0.2         0.2  1.0754e-09
          19         0.2         0.2  1.3513e-09
          20         0.2         0.2 1.31709e-09
           1         0.2         4.2           0
           2         0.2         2.2     1.48324
           3         0.2     1.53333    0.825519
           4         0.2         1.2    0.547723
           5         0.2           1         0.4
           6         0.2    0.866667    0.310316
           7         0.2    0.771429    0.250946
           8         0.2         0.7    0.209165
           9         0.2    0.644444    0.178394
          10         0.2         0.6    0.154919
          11         0.2    0.563636    0.136501
          12         0.2    0.533333    0.121716
          13         0.2    0.507692    0.109619
          14         0.2    0.485714   0.0995617
          15         0.2    0.466667    0.091084
          16         0.2        0.45   0.0838525
          17         0.2    0.435294   0.0776198
          18         0.2    0.422222   0.0721985
          19         0.2    0.410526   0.0674446
          20         0.2         0.4   0.0632456
           1         0.2         8.2           0
           2         0.2         4.2     2.89828
           3         0.2     2.86667     1.59629
           4         0.2         2.2     1.04881
           5         0.2         1.8    0.758947
           6         0.2     1.53333     0.58373
           7         0.2     1.34286    0.468233
           8         0.2         1.2    0.387298
           9         0.2     1.08889     0.32794
          10         0.2           1    0.282843
          11         0.2    0.927273    0.247603
          12         0.2    0.866667    0.219427
          13         0.2    0.815385    0.196464
          14         0.2    0.771429    0.177445
          15         0.2    0.733333    0.161475
          16         0.2         0.7    0.147902
          17         0.2    0.670588    0.136246
          18         0.2    0.644444    0.126144
          19         0.2    0.621053    0.117316
          20         0.2         0.6    0.109545
           1         0.2        12.2           0
           2         0.2         6.2     4.31277
           3         0.2         4.2     2.36643
           4         0.2         3.2     1.54919
           5         0.2         2.6     1.11714
           6         0.2         2.2    0.856349
           7         0.2     1.91429    0.684693
           8         0.2         1.7    0.564579
           9         0.2     1.53333    0.476614
          10         0.2         1.4    0.409878
          11         0.2     1.29091    0.357804
          12         0.2         1.2    0.316228
          13         0.2     1.12308    0.282392
          14         0.2     1.05714    0.254407
          15         0.2           1     0.23094
          16         0.2        0.95    0.211024
          17         0.2    0.905882    0.193945
          18         0.2    0.866667    0.179161
          19         0.2    0.831579     0.16626
          20         0.2         0.8    0.154919
           1         0.2        16.2           0
           2         0.2         8.2     5.72713
           3         0.2     5.53333     3.13641
           4         0.2         4.2     2.04939
           5         0.2         3.4     1.47513
           6         0.2     2.86667     1.12875
           7         0.2     2.48571    0.900923
           8         0.2         2.2     0.74162
           9         0.2     1.97778    0.625038
          10         0.2         1.8    0.536656
          11         0.2     1.65455    0.467742
          12         0.2     1.53333    0.412759
          13         0.2     1.43077    0.368045
          14         0.2     1.34286    0.331091
          15         0.2     1.26667    0.300123
          16         0.2         1.2    0.273861
          17         0.2     1.14118    0.251355
          18         0.2     1.08889    0.231889
          19         0.2     1.04211    0.214913
          20         0.2           1         0.2
           1      0.1992      0.1992           0
           2      0.1992      0.1992           0
           3      0.1992      0.1992  2.1508e-09
           4      0.1992      0.1992           0
           5      0.1992      0.1992           0
           6      0.1992      0.1992  1.0754e-09
           7      0.1992      0.1992 9.95626e-10
           8      0.1992      0.1992 9.31323e-10
           9      0.1992      0.1992 8.78059e-10
          10      0.1992      0.1992    8.33e-10
          11      0.1992      0.1992 7.94235e-10
          12      0.1992      0.1992 7.60422e-10
          13      0.1992      0.1992  7.3059e-10
          14      0.1992      0.1992 7.04014e-10
          15      0.1992      0.1992 6.80142e-10
          16      0.1992      0.1992 6.58545e-10
          17      0.1992      0.1992 6.38882e-10
          18      0.1992      0.1992 6.20882e-10
          19      0.1992      0.1992 6.04322e-10
          20      0.1992      0.1992  5.8902e-10
           1      0.1992      4.1832           0
           2      0.1992      2.1912     1.47731
           3      0.1992      1.5272    0.822217
           4      0.1992      1.1952    0.545532
           5      0.1992       0.996      0.3984
           6      0.1992      0.8632    0.309075
           7      0.1992    0.768343    0.249942
           8      0.1992      0.6972    0.208328
           9      0.1992    0.641867     0.17768
          10      0.1992      0.5976      0.1543
          11      0.1992    0.561382    0.135955
          12      0.1992      0.5312    0.121229
          13      0.1992    0.505662    0.109181
          14      0.1992    0.483771   0.0991635
          15      0.1992      0.4648   0.0907197
          16      0.1992      0.4482   0.0835171
          17      0.1992    0.433553   0.0773093
          18      0.1992    0.420533   0.0719097
          19      0.1992    0.408884   0.0671748
          20      0.1992      0.3984   0.0629926
           1      0.1992      8.1672           0
           2      0.1992      4.1832     2.88668
           3      0.1992      2.8552     1.58991
           4      0.1992      2.1912     1.04461
           5      0.1992      1.7928    0.755911
           6      0.1992      1.5272    0.581395
           7      0.1992     1.33749     0.46636
           8      0.1992      1.1952    0.385749
           9      0.1992     1.08453    0.326628
          10      0.1992       0.996    0.281711
          11      0.1992    0.923564    0.246613
          12      0.1992      0.8632    0.218549
          13      0.1992    0.812123    0.195678
          14      0.1992    0.768343    0.176736
          15      0.1992      0.7304    0.160829
          16      0.1992      0.6972     0.14731
          17      0.1992    0.667906    0.135701
          18      0.1992    0.641867    0.125639
          19      0.1992    0.618568    0.116846
          20      0.1992      0.5976    0.109106
           1      0.1992     12.1512           0
           2      0.1992      6.1752     4.29552
           3      0.1992      4.1832     2.35697
           4      0.1992      3.1872       1.543
           5      0.1992      2.5896     1.11267
           6      0.1992      2.1912    0.852923
           7      0.1992     1.90663    0.681954
           8      0.1992      1.6932    0.562321
           9      0.1992      1.5272    0.474707
          10      0.1992      1.3944    0.408239
          11      0.1992     1.28575    0.356373
          12      0.1992      1.1952    0.314963
          13      0.1992     1.11858    0.281262
          14      0.1992     1.05291     0.25339
          15      0.1992       0.996    0.230016
          16      0.1992      0.9462     0.21018
          17      0.1992    0.902259    0.193169
          18      0.1992      0.8632    0.178445
          19      0.1992    0.828253    0.165595
          20      0.1992      0.7968      0.1543
           1      0.1992     16.1352           0
           2      0.1992      8.1672     5.70422
           3      0.1992      5.5112     3.12386
           4      0.1992      4.1832     2.04119
           5      0.1992      3.3864     1.46923
           6      0.1992      2.8552     1.12423
           7      0.1992     2.47577    0.897319
           8      0.1992      2.1912    0.738653
           9      0.1992     1.96987    0.622538
          10      0.1992      1.7928     0.53451
          11      0.1992     1.64793    0.465871
          12      0.1992      1.5272    0.411108
          13      0.1992     1.42505    0.366573
          14      0.1992     1.33749    0.329766
          15      0.1992      1.2616    0.298923
          16      0.1992      1.1952    0.272766
          17      0.1992     1.13661     0.25035
          18      0.1992     1.08453    0.230961
          19      0.1992     1.03794    0.214053
          20      0.1992       0.996      0.1992
           1         0.2         0.2           0
           2         0.2         0.2           0
           3         0.2         0.2           0
           4         0.2         0.2           0
           5         0.2         0.2           0
           6         0.2         0.2           0
           7         0.2         0.2 1.72447e-09
           8         0.2         0.2 1.31709e-09
           9         0.2         0.2 1.24176e-09
          10         0.2         0.2    8.33e-10
          11         0.2         0.2 7.94235e-10
          12         0.2         0.2 7.60422e-10
          13         0.2         0.2 1.03321e-09
          14         0.2         0.2 9.95626e-10
          15         0.2         0.2 1.17804e-09
          16         0.2         0.2 1.14063e-09
          17         0.2         0.2 1.10658e-09
          18         0.2         0.2  1.0754e-09
          19         0.2         0.2  1.3513e-09
          20         0.2         0.2 1.31709e-09
           1         0.2         4.2           0
           2         0.2         2.2     1.48324
           3         0.2     1.53333    0.825519
           4         0.2         1.2    0.547723
           5         0.2           1         0.4
           6         0.2    0.866667    0.310316
           7         0.2    0.771429    0.250946
           8         0.2         0.7    0.209165
           9         0.2    0.644444    0.178394
          10         0.2         0.6    0.154919
          11         0.2    0.563636    0.136501
          12         0.2    0.533333    0.121716
          13         0.2    0.507692    0.109619
          14         0.2    0.485714   0.0995617
          15         0.2    0.466667    0.091084
          16         0.2        0.45   0.0838525
          17         0.2    0.435294   0.0776198
          18         0.2    0.422222   0.0721985
          19         0.2    0.410526   0.0674446
          20         0.2         0.4   0.0632456
           1         0.2         8.2           0
           2         0.2         4.2     2.89828
           3         0.2     2.86667     1.59629
           4         0.2         2.2     1.04881
           5         0.2         1.8    0.758947
           6         0.2     1.53333     0.58373
           7         0.2     1.34286    0.468233
           8         0.2         1.2    0.387298
           9         0.2     1.08889     0.32794
          10         0.2           1    0.282843
          11         0.2    0.927273    0.247603
          12         0.2    0.866667    0.219427
          13         0.2    0.815385    0.196464
          14         0.2    0.771429    0.177445
          15         0.2    0.733333    0.161475
          16         0.2         0.7    0.147902
          17         0.2    0.670588    0.136246
          18         0.2    0.644444    0.126144
          19         0.2    0.621053    0.117316
          20         0.2         0.6    0.109545
           1         0.2        12.2           0
           2         0.2         6.2     4.31277
           3         0.2         4.2     2.36643
           4         0.2         3.2     1.54919
           5         0.2         2.6     1.11714
           6         0.2         2.2    0.856349
           7         0.2     1.91429    0.684693
           8         0.2         1.7    0.564579
           9         0.2     1.53333    0.476614
          10         0.2         1.4    0.409878
          11         0.2     1.29091    0.357804
          12         0.2         1.2    0.316228
          13         0.2     1.12308    0.282392
          14         0.2     1.05714    0.254407
          15         0.2           1     0.23094
          16         0.2        0.95    0.211024
          17         0.2    0.905882    0.193945
          18         0.2    0.866667    0.179161
          19         0.2    0.831579     0.16626
          20         0.2         0.8    0.154919
           1         0.2        16.2           0
           2         0.2         8.2     5.72713
           3         0.2     5.53333     3.13641
           4         0.2         4.2     2.04939
           5         0.2         3.4     1.47513
           6         0.2     2.86667     1.12875
           7         0.2     2.48571    0.900923
           8         0.2         2.2     0.74162
           9         0.2     1.97778    0.625038
          10         0.2         1.8    0.536656
          11         0.2     1.65455    0.467742
          12         0.2     1.53333    0.412759
          13         0.2     1.43077    0.368045
          14         0.2     1.34286    0.331091
          15         0.2     1.26667    0.300123
          16         0.2         1.2    0.273861
          17         0.2     1.14118    0.251355
          18         0.2     1.08889    0.231889
          19         0.2     1.04211    0.214913
          20         0.2           1         0.2
           1      0.1992      0.1992           0
           2      0.1992      0.1992           0
           3      0.1992      0.1992  2.1508e-09
           4      0.1992      0.1992           0
           5      0.1992      0.1992           0
           6      0.1992      0.1992  1.0754e-09
           7      0.1992      0.1992 9.95626e-10
           8      0.1992      0.1992 9.31323e-10
           9      0.1992      0.1992 8.78059e-10
          10      0.1992      0.1992    8.33e-10
          11      0.1992      0.1992 7.94235e-10
          12      0.1992      0.1992 7.60422e-10
          13      0.1992      0.1992  7.3059e-10
          14      0.1992      0.1992 7.04014e-10
          15      0.1992      0.1992 6.80142e-10
          16      0.1992      0.1992 6.58545e-10
          17      0.1992      0.1992 6.38882e-10
          18      0.1992      0.1992 6.20882e-10
          19      0.1992      0.1992 6.04322e-10
          20      0.1992      0.1992  5.8902e-10
           1      0.1992      4.1832           0
           2      0.1992      2.1912     1.47731
           3      0.1992      1.5272    0.822217
           4      0.1992      1.1952    0.545532
           5      0.1992       0.996      0.3984
           6      0.1992      0.8632    0.309075
           7      0.1992    0.768343    0.249942
           8      0.1992      0.6972    0.208328
           9      0.1992    0.641867     0.17768
          10      0.1992      0.5976      0.1543
          11      0.1992    0.561382    0.135955
          12      0.1992      0.5312    0.121229
          13      0.1992    0.505662    0.109181
          14      0.1992    0.483771   0.0991635
          15      0.1992      0.4648   0.0907197
          16      0.1992      0.4482   0.0835171
          17      0.1992    0.433553   0.0773093
          18      0.1992    0.420533   0.0719097
          19      0.1992    0.408884   0.0671748
          20      0.1992      0.3984   0.0629926
           1      0.1992      8.1672           0
           2      0.1992      4.1832     2.88668
           3      0.1992      2.8552     1.58991
           4      0.1992      2.1912     1.04461
           5      0.1992      1.7928    0.755911
           6      0.1992      1.5272    0.581395
           7      0.1992     1.33749     0.46636
           8      0.1992      1.1952    0.385749
           9      0.1992     1.08453    0.326628
          10      0.1992       0.996    0.281711
          11      0.1992    0.923564    0.246613
          12      0.1992      0.8632    0.218549
          13      0.1992    0.812123    0.195678
          14      0.1992    0.768343    0.176736
          15      0.1992      0.7304    0.160829
          16      0.1992      0.6972     0.14731
          17      0.1992    0.667906    0.135701
          18      0.1992    0.641867    0.125639
          19      0.1992    0.618568    0.116846
          20      0.1992      0.5976    0.109106
           1      0.1992     12.1512           0
           2      0.1992      6.1752     4.29552
           3      0.1992      4.1832     2.35697
           4      0.1992      3.1872       1.543
           5      0.1992      2.5896     1.11267
           6      0.1992      2.1912    0.852923
           7      0.1992     1.90663    0.681954
           8      0.1992      1.6932    0.562321
           9      0.1992      1.5272    0.474707
          10      0.1992      1.3944    0.408239
          11      0.1992     1.28575    0.356373
          12      0.1992      1.1952    0.314963
          13      0.1992     1.11858    0.281262
          14      0.1992     1.05291     0.25339
          15      0.1992       0.996    0.230016
          16      0.1992      0.9462     0.21018
          17      0.1992    0.902259    0.193169
          18      0.1992      0.8632    0.178445
          19      0.1992    0.828253    0.165595
          20      0.1992      0.7968      0.1543
           1      0.1992     16.1352           0
           2      0.1992      8.1672     5.70422
           3      0.1992      5.5112     3.12386
           4      0.1992      4.1832     2.04119
           5      0.1992      3.3864     1.46923
           6      0.1992      2.8552     1.12423
           7      0.1992     2.47577    0.897319
           8      0.1992      2.1912    0.738653
           9      0.1992     1.96987    0.622538
          10      0.1992      1.7928     0.53451
          11      0.1992     1.64793    0.465871
          12      0.1992      1.5272    0.411108
          13      0.1992     1.42505    0.366573
          14      0.1992     1.33749    0.329766
          15      0.1992      1.2616    0.298923
          16      0.1992      1.1952    0.272766
          17      0.1992     1.13661     0.25035
          18      0.1992     1.08453    0.230961
          19      0.1992     1.03794    0.214053
          20      0.1992       0.996      0.1992
           1         0.2         0.2           0
           2         0.2         0.2           0
           3         0.2         0.2           0
           4         0.2         0.2           0
           5         0.2         0.2           0
           6         0.2         0.2           0
           7         0.2         0.2 1.72447e-09
           8         0.2         0.2 1.31709e-09
           9         0.2         0.2 1.24176e-09
          10         0.2         0.2    8.33e-10
          11         0.2         0.2 7.94235e-10
          12         0.2         0.2 7.60422e-10
          13         0.2         0.2 1.03321e-09
          14         0.2         0.2 9.95626e-10
          15         0.2         0.2 1.17804e-09
          16         0.2         0.2 1.14063e-09
          17         0.2         0.2 1.10658e-09
          18         0.2         0.2  1.0754e-09
          19         0.2         0.2  1.3513e-09
          20         0.2         0.2 1.31709e-09
           1         0.2         4.2           0
           2         0.2         2.2     1.48324
           3         0.2     1.53333    0.825519
           4         0.2         1.2    0.547723
           5         0.2           1         0.4
           6         0.2    0.866667    0.310316
           7         0.2    0.771429    0.250946
           8         0.2         0.7    0.209165
           9         0.2    0.644444    0.178394
          10         0.2         0.6    0.154919
          11         0.2    0.563636    0.136501
          12         0.2    0.533333    0.121716
          13         0.2    0.507692    0.109619
          14         0.2    0.485714   0.0995617
          15         0.2    0.466667    0.091084
          16         0.2        0.45   0.0838525
          17         0.2    0.435294   0.0776198
          18         0.2    0.422222   0.0721985
          19         0.2    0.410526   0.0674446
          20         0.2         0.4   0.0632456
           1         0.2         8.2           0
           2         0.2         4.2     2.89828
           3         0.2     2.86667     1.59629
           4         0.2         2.2     1.04881
           5         0.2         1.8    0.758947
           6         0.2     1.53333     0.58373
           7         0.2     1.34286    0.468233
           8         0.2         1.2    0.387298
           9         0.2     1.08889     0.32794
          10         0.2           1    0.282843
          11         0.2    0.927273    0.247603
          12         0.2    0.866667    0.219427
          13         0.2    0.815385    0.196464
          14         0.2    0.771429    0.177445
          15         0.2    0.733333    0.161475
          16         0.2         0.7    0.147902
          17         0.2    0.670588    0.136246
          18         0.2    0.644444    0.126144
          19         0.2    0.621053    0.117316
          20         0.2         0.6    0.109545
           1         0.2        12.2           0
           2         0.2         6.2     4.31277
           3         0.2         4.2     2.36643
           4         0.2         3.2     1.54919
           5         0.2         2.6     1.11714
           6         0.2         2.2    0.856349
           7         0.2     1.91429    0.684693
           8         0.2         1.7    0.564579
           9         0.2     1.53333    0.476614
          10         0.2         1.4    0.409878
          11         0.2     1.29091    0.357804
          12         0.2         1.2    0.316228
          13         0.2     1.12308    0.282392
          14         0.2     1.05714    0.254407
          15         0.2           1     0.23094
          16         0.2        0.95    0.211024
          17         0.2    0.905882    0.193945
          18         0.2    0.866667    0.179161
          19         0.2    0.831579     0.16626
          20         0.2         0.8    0.154919
           1         0.2        16.2           0
           2         0.2         8.2     5.72713
           3         0.2     5.53333     3.13641
           4         0.2         4.2     2.04939
           5         0.2         3.4     1.47513
           6         0.2     2.86667     1.12875
           7         0.2     2.48571    0.900923
           8         0.2         2.2     0.74162
           9         0.2     1.97778    0.625038
          10         0.2         1.8    0.536656
          11         0.2     1.65455    0.467742
          12         0.2     1.53333    0.412759
          13         0.2     1.43077    0.368045
          14         0.2     1.34286    0.331091
          15         0.2     1.26667    0.300123
          16         0.2         1.2    0.273861
          17         0.2     1.14118    0.251355
          18         0.2     1.08889    0.231889
          19         0.2     1.04211    0.214913
          20         0.2           1         0.2
           1      0.1992      0.1992           0
           2      0.1992      0.1992           0
           3      0.1992      0.1992  2.1508e-09
           4      0.1992      0.1992           0
           5      0.1992      0.1992           0
           6      0.1992      0.1992  1.0754e-09
           7      0.1992      0.1992 9.95626e-10
           8      0.1992      0.1992 9.31323e-10
           9      0.1992      0.1992 8.78059e-10
          10      0.1992      0.1992    8.33e-10
          11      0.1992      0.1992 7.94235e-10
          12      0.1992      0.1992 7.60422e-10
          13      0.1992      0.1992  7.3059e-10
          14      0.1992      0.1992 7.04014e-10
          15      0.1992      0.1992 6.80142e-10
          16      0.1992      0.1992 6.58545e-10
          17      0.1992      0.1992 6.38882e-10
          18      0.1992      0.1992 6.20882e-10
          19      0.1992      0.1992 6.04322e-10
          20      0.1992      0.1992  5.8902e-10
           1      0.1992      4.1832           0
           2      0.1992      2.1912     1.47731
           3      0.1992      1.5272    0.822217
           4      0.1992      1.1952    0.545532
           5      0.1992       0.996      0.3984
           6      0.1992      0.8632    0.309075
           7      0.1992    0.768343    0.249942
           8      0.1992      0.6972    0.208328
           9      0.1992    0.641867     0.17768
          10      0.1992      0.5976      0.1543
          11      0.1992    0.561382    0.135955
          12      0.1992      0.5312    0.121229
          13      0.1992    0.505662    0.109181
          14      0.1992    0.483771   0.0991635
          15      0.1992      0.4648   0.0907197
          16      0.1992      0.4482   0.0835171
          17      0.1992    0.433553   0.0773093
          18      0.1992    0.420533   0.0719097
          19      0.1992    0.408884   0.0671748
          20      0.1992      0.3984   0.0629926
           1      0.1992      8.1672           0
           2      0.1992      4.1832     2.88668
           3      0.1992      2.8552     1.58991
           4      0.1992      2.1912     1.04461
           5      0.1992      1.7928    0.755911
           6      0.1992      1.5272    0.581395
           7      0.1992     1.33749     0.46636
           8      0.1992      1.1952    0.385749
           9      0.1992     1.08453    0.326628
          10      0.1992       0.996    0.281711
          11      0.1992    0.923564    0.246613
          12      0.1992      0.8632    0.218549
          13      0.1992    0.812123    0.195678
          14      0.1992    0.768343    0.176736
          15      0.1992      0.7304    0.160829
          16      0.1992      0.6972     0.14731
          17      0.1992    0.667906    0.135701
          18      0.1992    0.641867    0.125639
          19      0.1992    0.618568    0.116846
          20      0.1992      0.5976    0.109106
           1      0.1992     12.1512           0
           2      0.1992      6.1752     4.29552
           3      0.1992      4.1832     2.35697
           4      0.1992      3.1872       1.543
           5      0.1992      2.5896     1.11267
           6      0.1992      2.1912    0.852923
           7      0.1992     1.90663    0.681954
           8      0.1992      1.6932    0.562321
           9      0.1992      1.5272    0.474707
          10      0.1992      1.3944    0.408239
          11      0.1992     1.28575    0.356373
          12      0.1992      1.1952    0.314963
          13      0.1992     1.11858    0.281262
          14      0.1992     1.05291     0.25339
          15      0.1992       0.996    0.230016
          16      0.1992      0.9462     0.21018
          17      0.1992    0.902259    0.193169
          18      0.1992      0.8632    0.178445
          19      0.1992    0.828253    0.165595
          20      0.1992      0.7968      0.1543
           1      0.1992     16.1352           0
           2      0.1992      8.1672     5.70422
