#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         734     0.31373    0.323265  0.00049419
         735    0.316833    0.323256 0.000493595
         736    0.330088    0.323265 0.000493012
         737    0.328898    0.323273 0.000492402
         738    0.341755    0.323298 0.000492371
         739    0.321571    0.323296 0.000491711
         740    0.339624    0.323318 0.000491541
         741    0.308616    0.323298 0.000491278
         742     0.33143    0.323309 0.000490738
         743    0.317503    0.323301  0.00049014
         744    0.308033     0.32328  0.00048991
         745    0.318636    0.323274 0.000489292
         746    0.328139    0.323281  0.00048868
         747    0.313439    0.323267 0.000488203
         748    0.336379    0.323285 0.000487865
         749    0.317742    0.323278  0.00048727
         750    0.302628     0.32325 0.000487398
         751    0.320327    0.323246 0.000486764
         752    0.332847    0.323259 0.000486284
         753    0.315157    0.323248 0.000485757
         754    0.339423     0.32327 0.000485587
         755    0.349086    0.323304 0.000486146
         756    0.306832    0.323282 0.000485991
         757    0.313032    0.323269 0.000485538
         758    0.321659    0.323266 0.000484902
         759    0.325662     0.32327 0.000484273
         760    0.336223    0.323287 0.000483936
         761    0.340046    0.323309 0.000483801
         762    0.328762    0.323316 0.000483219
         763    0.293815    0.323277  0.00048413
         764    0.281969    0.323223 0.000486506
         765    0.332675    0.323235 0.000486027
         766    0.302382    0.323208 0.000486154
         767    0.323543    0.323209  0.00048552
         768    0.313046    0.323195 0.000485069
         769    0.328707    0.323203 0.000484491
         770    0.335349    0.323218 0.000484118
         771    0.317317    0.323211 0.000483551
         772    0.329713    0.323219 0.000482998
         773    0.319247    0.323214   0.0004824
         774    0.322662    0.323213 0.000481778
         775    0.344809    0.323241 0.000481961
         776    0.316699    0.323233 0.000481414
         777    0.315563    0.323223 0.000480895
         778    0.334485    0.323237 0.000480495
         779    0.320333    0.323234 0.000479893
         780    0.316644    0.323225 0.000479352
         781    0.318641    0.323219 0.000478774
         782    0.330486    0.323229 0.000478252
         783    0.350604    0.323263 0.000478917
         784    0.337804    0.323282 0.000478666
         785    0.313411    0.323269 0.000478221
         786    0.325929    0.323273 0.000477624
         787    0.317167    0.323265 0.000477081
         788    0.322256    0.323264 0.000476477
         789    0.300031    0.323234 0.000476782
         790    0.347366    0.323265 0.000477156
         791    0.319488     0.32326 0.000476577
         792    0.330745     0.32327 0.000476069
         793    0.335387    0.323285 0.000475713
         794    0.336312    0.323301 0.000475397
         795    0.338126     0.32332 0.000475165
         796    0.337841    0.323338 0.000474918
         797    0.343384    0.323363 0.000474988
         798    0.327531    0.323369 0.000474421
         799    0.312974    0.323356 0.000474006
         800     0.30323     0.32333  0.00047408
         801    0.328831    0.323337 0.000473538
         802    0.320137    0.323333 0.000472965
         803    0.336824     0.32335 0.000472674
         804    0.301109    0.323322 0.000472895
         805    0.322624    0.323322 0.000472308
         806    0.331697    0.323332 0.000471836
         807    0.314255    0.323321 0.000471386
         808    0.322896     0.32332 0.000470803
         809    0.324068    0.323321 0.000470222
         810    0.316382    0.323312 0.000469719
         811     0.31031    0.323296 0.000469413
         812    0.307775    0.323277 0.000469224
         813    0.342676    0.323301 0.000469254
         814    0.351707    0.323336 0.000469973
         815    0.312605    0.323323 0.000469581
         816    0.330752    0.323332 0.000469093
         817    0.318596    0.323326 0.000468555
         818    0.328194    0.323332  0.00046802
         819    0.330805    0.323341 0.000467537
         820     0.31966    0.323337 0.000466989
         821    0.332502    0.323348 0.000466553
         822    0.328059    0.323354 0.000466021
         823    0.324094    0.323355 0.000465456
         824    0.315161    0.323345 0.000464997
         825    0.310154    0.323329 0.000464708
         826    0.314017    0.323317 0.000464282
         827     0.30561    0.323296 0.000464214
         828     0.32511    0.323298 0.000463659
         829    0.321427    0.323296 0.000463105
         830    0.315288    0.323286 0.000462648
         831    0.315635    0.323277 0.000462182
         832    0.323559    0.323277 0.000461627
         833    0.316679    0.323269 0.000461141
         834    0.311399    0.323255 0.000460808
         835    0.290289    0.323216 0.000461944
         836    0.305478    0.323195 0.000461878
         837    0.317799    0.323188 0.000461372
         838    0.346252    0.323216 0.000461641
         839    0.334334    0.323229 0.000461281
         840    0.357024    0.323269 0.000462483
         841    0.332568     0.32328 0.000462065
         842     0.32432    0.323281 0.000461518
         843    0.321819     0.32328 0.000460974
         844    0.321439    0.323278 0.000460433
         845    0.307744    0.323259 0.000460255
         846     0.32353    0.323259 0.000459711
         847    0.331161    0.323269 0.000459263
         848    0.314203    0.323258 0.000458846
         849    0.319285    0.323253 0.000458329
         850    0.326716    0.323257 0.000457808
         851     0.32954    0.323265  0.00045733
         852    0.337254    0.323281 0.000457087
         853    0.322832    0.323281 0.000456552
         854     0.32953    0.323288 0.000456076
         855    0.333065    0.323299 0.000455686
         856    0.308941    0.323283 0.000455462
         857    0.326964    0.323287 0.000454951
         858    0.319879    0.323283 0.000454438
         859    0.321391    0.323281 0.000453914
         860    0.335105    0.323295 0.000453595
         861    0.330196    0.323303 0.000453139
         862    0.323307    0.323303 0.000452613
         863    0.330887    0.323311 0.000452174
         864    0.315663    0.323303 0.000451737
         865    0.338742     0.32332 0.000451567
         866    0.354534    0.323356 0.000452482
         867    0.298509    0.323328 0.000452867
         868    0.319855    0.323324 0.000452363
         869    0.312061    0.323311 0.000452028
         870    0.336143    0.323326 0.000451749
         871    0.320783    0.323323  0.00045124
         872    0.320415    0.323319 0.000450734
         873    0.303606    0.323297 0.000450783
         874    0.306318    0.323277 0.000450686
         875    0.344195    0.323301 0.000450805
         876     0.34136    0.323322 0.000450761
         877     0.30677    0.323303 0.000450642
         878    0.308583    0.323286 0.000450441
         879    0.320637    0.323283 0.000449938
         880    0.300576    0.323257 0.000450166
         881    0.326373    0.323261 0.000449669
         882    0.325843    0.323264 0.000449169
         883    0.324471    0.323265 0.000448662
         884    0.332228    0.323275 0.000448269
         885    0.307136    0.323257 0.000448134
         886    0.324479    0.323258  0.00044763
         887    0.338313    0.323275 0.000447447
         888    0.313818    0.323265  0.00044707
         889    0.303365    0.323242 0.000447127
         890    0.327225    0.323247 0.000446647
         891    0.320032    0.323243  0.00044616
         892    0.338454     0.32326 0.000445986
         893    0.310446    0.323246 0.000445717
         894    0.296478    0.323216 0.000446223
         895    0.303337    0.323194 0.000446277
         896      0.3085    0.323177  0.00044608
         897    0.298113     0.32315 0.000446457
         898     0.32281    0.323149  0.00044596
         899    0.333714    0.323161 0.000445619
         900    0.311907    0.323148 0.000445299
         901    0.314775    0.323139 0.000444902
         902    0.285826    0.323098 0.000446328
         903     0.30463    0.323077 0.000446302
         904    0.306859    0.323059 0.000446168
         905    0.306233    0.323041 0.000446063
         906    0.316974    0.323034 0.000445621
         907    0.297352    0.323006 0.000446028
         908    0.335835     0.32302 0.000445761
         909     0.33787    0.323036 0.000445569
         910    0.326569     0.32304 0.000445097
         911    0.309505    0.323025 0.000444856
         912    0.320672    0.323023 0.000444376
         913    0.329762     0.32303  0.00044395
         914    0.357008    0.323067 0.000445018
         915    0.294063    0.323035 0.000445659
         916    0.305733    0.323017 0.000445573
         917     0.32959    0.323024 0.000445145
         918    0.338343     0.32304 0.000444973
         919    0.326846    0.323045 0.000444508
         920    0.298132    0.323018 0.000444848
         921    0.323194    0.323018 0.000444366
         922    0.329146    0.323024 0.000443933
         923    0.317136    0.323018 0.000443498
         924    0.321798    0.323017  0.00044302
         925    0.319459    0.323013 0.000442558
         926    0.316484    0.323006 0.000442136
         927    0.313333    0.322995 0.000441782
         928    0.324963    0.322997 0.000441311
         929    0.317757    0.322992 0.000440872
         930    0.323121    0.322992 0.000440398
         931    0.327599    0.322997 0.000439953
         932    0.316639     0.32299 0.000439534
         933     0.32278     0.32299 0.000439063
         934    0.341147    0.323009 0.000439023
         935    0.311323    0.322997 0.000438731
         936    0.328017    0.323002 0.000438295
         937    0.319048    0.322998 0.000437848
         938    0.305818     0.32298 0.000437764
         939    0.307536    0.322963 0.000437607
         940    0.346041    0.322988 0.000437829
         941    0.323551    0.322988 0.000437364
         942    0.317049    0.322982 0.000436945
         943    0.326191    0.322985 0.000436495
         944    0.314758    0.322977  0.00043612
         945    0.312299    0.322965 0.000435805
         946    0.326739    0.322969 0.000435362
         947    0.324209    0.322971 0.000434905
         948    0.323166    0.322971 0.000434446
         949    0.319691    0.322967 0.000434002
         950    0.326264    0.322971 0.000433559
         951    0.307268    0.322954 0.000433417
         952    0.299729     0.32293 0.000433648
         953    0.318185    0.322925 0.000433222
         954    0.312784    0.322914 0.000432898
         955    0.320806    0.322912  0.00043245
         956    0.324559    0.322914 0.000432001
         957     0.33022    0.322922 0.000431617
         958    0.306244    0.322904 0.000431518
         959    0.330099    0.322912 0.000431133
         960     0.34045     0.32293 0.000431071
         961    0.331117    0.322938 0.000430706
         962    0.307519    0.322922 0.000430557
         963    0.327468    0.322927 0.000430136
         964    0.294054    0.322897 0.000430731
         965    0.300912    0.322874 0.000430887
         966    0.328826    0.322881 0.000430485
         967    0.328211    0.322886 0.000430075
         968    0.309723    0.322872 0.000429845
         969    0.312003    0.322861 0.000429548
         970    0.334554    0.322873 0.000429274
         971    0.302795    0.322853  0.00042933
         972    0.316371    0.322846  0.00042894
         973    0.326864     0.32285 0.000428519
         974    0.349621    0.322878  0.00042896
         975    0.320041    0.322875  0.00042853
         976    0.333942    0.322886 0.000428241
         977    0.301523    0.322864  0.00042836
         978    0.325078    0.322866 0.000427928
         979    0.342217    0.322886 0.000427947
         980    0.335265    0.322899 0.000427697
         981    0.316771    0.322893 0.000427307
         982     0.30493    0.322874 0.000427263
         983    0.323825    0.322875 0.000426829
         984    0.311783    0.322864 0.000426544
         985    0.325911    0.322867 0.000426123
         986    0.318868    0.322863  0.00042571
         987    0.325003    0.322865 0.000425284
         988    0.310286    0.322852 0.000425044
         989    0.311095    0.322841  0.00042478
         990    0.315081    0.322833 0.000424424
         991      0.3318    0.322842 0.000424092
         992    0.322258    0.322841 0.000423665
         993     0.31755    0.322836 0.000423272
         994    0.341528    0.322855 0.000423263
         995    0.327502    0.322859 0.000422864
         996    0.319938    0.322856 0.000422449
         997    0.303943    0.322837 0.000422451
         998    0.314192    0.322829 0.000422117
         999     0.32823    0.322834 0.000421729
        1000    0.323138    0.322834 0.000421307
        1001    0.328994    0.322841 0.000420931
        1002    0.333372    0.322851 0.000420642
        1003    0.315911    0.322844  0.00042028
        1004    0.317813    0.322839 0.000419891
        1005     0.32123    0.322838 0.000419476
        1006    0.319617    0.322834 0.000419072
        1007    0.324196    0.322836 0.000418658
        1008    0.332471    0.322845 0.000418352
        1009    0.330104    0.322852 0.000417999
        1010    0.323347    0.322853 0.000417585
        1011    0.317091    0.322847 0.000417211
        1012    0.315244     0.32284 0.000416866
        1013    0.317919    0.322835 0.000416483
        1014    0.328109     0.32284 0.000416105
        1015     0.31836    0.322836 0.000415718
        1016    0.317371     0.32283 0.000415344
        1017    0.310975    0.322819 0.000415099
        1018    0.300556    0.322797 0.000415267
        1019    0.287685    0.322762 0.000416287
        1020    0.314551    0.322754 0.000415956
        1021    0.317041    0.322749 0.000415587
        1022    0.311224    0.322737 0.000415333
        1023    0.333851    0.322748 0.000415069
        1024    0.306372    0.322732 0.000414972
        1025    0.317117    0.322727 0.000414603
        1026    0.309273    0.322714 0.000414406
        1027    0.320342    0.322711 0.000414009
        1028    0.294016    0.322683 0.000414546
        1029    0.329848     0.32269 0.000414202
        1030    0.318255    0.322686 0.000413822
        1031    0.335015    0.322698 0.000413594
        1032    0.300513    0.322677 0.000413751
        1033    0.297359    0.322652 0.000414076
        1034    0.312973    0.322643 0.000413781
        1035    0.330023     0.32265 0.000413443
        1036    0.315531    0.322643 0.000413101
        1037    0.324135    0.322644 0.000412705
        1038    0.335814    0.322657 0.000412502
        1039    0.309963    0.322645 0.000412286
        1040      0.3295    0.322651 0.000411942
        1041    0.328626    0.322657 0.000411587
        1042    0.334593    0.322669 0.000411351
        1043    0.317912    0.322664 0.000410982
        1044     0.31394    0.322656 0.000410673
        1045    0.341804    0.322674 0.000410689
        1046    0.307118    0.322659 0.000410565
        1047    0.289836    0.322628 0.000411368
        1048    0.312378    0.322618 0.000411092
        1049    0.349028    0.322643  0.00041147
        1050    0.317846    0.322639 0.000411104
        1051    0.319986    0.322636 0.000410721
        1052    0.332074    0.322645 0.000410428
        1053    0.329148    0.322651 0.000410085
        1054    0.318282    0.322647 0.000409717
        1055    0.344726    0.322668 0.000409862
        1056    0.340306    0.322685 0.000409814
        1057    0.330726    0.322692 0.000409497
        1058    0.323541    0.322693 0.000409111
        1059    0.332651    0.322703 0.000408833
        1060    0.321307    0.322701 0.000408449
        1061    0.330474    0.322709  0.00040813
        1062    0.326822    0.322712 0.000407764
        1063    0.307452    0.322698 0.000407633
        1064    0.305593    0.322682 0.000407567
        1065    0.310306     0.32267  0.00040735
        1066    0.320733    0.322669 0.000406972
        1067    0.333814    0.322679 0.000406724
        1068    0.321845    0.322678 0.000406344
        1069    0.309687    0.322666 0.000406146
        1070      0.3186    0.322662 0.000405784
        1071    0.351805     0.32269 0.000406316
        1072    0.328951    0.322695 0.000405979
        1073    0.330731    0.322703  0.00040567
        1074    0.307767    0.322689 0.000405531
        1075    0.322257    0.322689 0.000405154
        1076    0.301947    0.322669 0.000405235
        1077    0.330507    0.322677 0.000404925
        1078    0.333583    0.322687 0.000404675
        1079    0.324674    0.322689 0.000404304
        1080    0.342118    0.322707  0.00040433
        1081    0.305812    0.322691 0.000404258
        1082    0.336166    0.322703 0.000404076
        1083    0.324112    0.322705 0.000403705
        1084    0.313439    0.322696 0.000403423
        1085    0.340917    0.322713 0.000403401
        1086    0.324177    0.322714 0.000403032
        1087    0.319976    0.322712 0.000402669
        1088    0.319789    0.322709 0.000402308
        1089    0.327161    0.322713 0.000401959
        1090    0.299425    0.322692 0.000402158
        1091    0.315346    0.322685 0.000401845
        1092    0.334259    0.322696 0.000401617
        1093    0.304836    0.322679 0.000401582
        1094     0.34677    0.322701 0.000401818
        1095    0.322308    0.322701 0.000401451
        1096    0.318327    0.322697 0.000401105
        1097    0.308174    0.322684 0.000400958
        1098    0.337722    0.322697 0.000400826
        1099    0.321235    0.322696 0.000400464
        1100     0.34563    0.322717 0.000400642
        1101    0.322095    0.322716 0.000400279
        1102    0.327577    0.322721  0.00039994
        1103    0.333086     0.32273 0.000399687
        1104    0.339792    0.322746 0.000399624
        1105    0.323486    0.322746 0.000399263
        1106    0.295011    0.322721 0.000399689
        1107    0.331407    0.322729 0.000399405
        1108    0.343095    0.322747 0.000399467
        1109    0.318025    0.322743 0.000399129
        1110    0.347372    0.322765 0.000399386
        1111    0.344728    0.322785 0.000399516
        1112    0.319543    0.322782 0.000399167
        1113    0.328254    0.322787 0.000398839
        1114    0.333326    0.322797 0.000398593
        1115    0.297044    0.322773 0.000398904
        1116    0.332523    0.322782 0.000398642
        1117    0.308952     0.32277 0.000398477
        1118     0.33522    0.322781 0.000398277
        1119    0.330174    0.322788 0.000397975
        1120    0.332724    0.322796 0.000397719
        1121    0.327783    0.322801 0.000397389
        1122    0.310538     0.32279 0.000397185
        1123    0.314973    0.322783 0.000396892
        1124    0.342163      0.3228 0.000396914
        1125    0.344451     0.32282 0.000397027
        1126    0.316627    0.322814 0.000396713
        1127    0.338509    0.322828 0.000396605
        1128    0.342397    0.322845 0.000396633
        1129    0.335126    0.322856 0.000396431
        1130    0.315294    0.322849 0.000396136
        1131    0.333644    0.322859 0.000395901
        1132    0.290211     0.32283   0.0003966
        1133    0.324667    0.322832 0.000396254
        1134    0.303509    0.322815  0.00039627
        1135    0.302026    0.322796 0.000396344
        1136    0.319547    0.322794 0.000396006
        1137    0.300882    0.322774 0.000396126
        1138    0.325462    0.322777 0.000395785
        1139    0.324141    0.322778 0.000395439
        1140    0.314121     0.32277 0.000395165
        1141    0.318379    0.322766 0.000394838
        1142    0.306823    0.322752 0.000394739
        1143    0.315086    0.322746  0.00039445
        1144    0.318374    0.322742 0.000394124
        1145    0.329954    0.322748  0.00039383
        1146    0.309214    0.322736 0.000393664
        1147    0.329771    0.322743 0.000393368
        1148    0.334637    0.322753 0.000393162
        1149    0.334821    0.322763  0.00039296
        1150    0.313969    0.322756 0.000392693
        1151    0.346702    0.322777 0.000392902
        1152    0.328945    0.322782 0.000392598
        1153    0.316241    0.322776 0.000392298
        1154    0.294582    0.322752 0.000392718
        1155    0.330633    0.322759 0.000392438
        1156    0.328596    0.322764 0.000392131
        1157    0.320412    0.322762 0.000391797
        1158     0.32055     0.32276 0.000391463
        1159    0.324306    0.322761 0.000391128
        1160    0.315061    0.322754 0.000390847
        1161    0.331983    0.322762 0.000390591
        1162    0.359174    0.322794  0.00039151
        1163    0.330098      0.3228 0.000391224
        1164    0.316492    0.322795 0.000390925
        1165    0.351119    0.322819 0.000391345
        1166    0.319488    0.322816  0.00039102
        1167    0.337389    0.322829 0.000390884
        1168    0.329676    0.322834 0.000390593
        1169    0.344101    0.322853 0.000390682
        1170    0.343143     0.32287 0.000390733
        1171     0.31436    0.322863 0.000390467
        1172    0.337507    0.322875 0.000390334
        1173     0.32938    0.322881  0.00039004
        1174    0.317221    0.322876 0.000389738
        1175    0.306999    0.322862  0.00038964
        1176    0.307758     0.32285 0.000389521
        1177    0.299141    0.322829  0.00038971
        1178    0.337001    0.322841 0.000389565
        1179    0.333435     0.32285 0.000389338
        1180    0.334173     0.32286 0.000389127
        1181      0.3275    0.322864 0.000388817
        1182    0.307813    0.322851 0.000388696
        1183    0.320074    0.322849 0.000388375
        1184    0.312865     0.32284 0.000388138
        1185    0.327897    0.322845 0.000387834
        1186    0.304877     0.32283 0.000387803
        1187    0.305251    0.322815 0.000387759
        1188    0.319908    0.322812  0.00038744
        1189    0.328282    0.322817 0.000387142
        1190    0.321391    0.322816 0.000386818
        1191    0.329825    0.322822 0.000386538
        1192    0.341355    0.322837 0.000386527
        1193    0.330291    0.322843 0.000386253
        1194    0.309942    0.322833 0.000386081
        1195     0.34532    0.322851 0.000386216
        1196    0.320165    0.322849   0.0003859
        1197    0.340559    0.322864 0.000385861
        1198    0.316565    0.322859 0.000385575
        1199    0.341495    0.322874 0.000385566
        1200    0.309833    0.322863 0.000385398
        1201    0.317967    0.322859 0.000385099
        1202    0.307681    0.322847 0.000384985
        1203    0.321941    0.322846 0.000384666
        1204    0.338403    0.322859 0.000384563
        1205    0.308655    0.322847 0.000384425
        1206    0.313703    0.322839 0.000384181
        1207    0.329741    0.322845 0.000383905
        1208    0.297718    0.322824  0.00038415
        1209    0.313621    0.322817 0.000383908
        1210    0.302259      0.3228 0.000383967
        1211    0.330644    0.322806 0.000383704
        1212     0.31854    0.322803 0.000383404
        1213    0.317871    0.322799 0.000383109
        1214    0.329975    0.322805 0.000382839
        1215    0.343794    0.322822 0.000382914
        1216     0.32634    0.322825  0.00038261
        1217    0.353157     0.32285 0.000383106
        1218    0.324505    0.322851 0.000382794
        1219    0.312473    0.322842 0.000382575
        1220    0.333049    0.322851 0.000382353
        1221    0.320879    0.322849 0.000382043
        1222    0.335504     0.32286 0.000381871
        1223    0.348356     0.32288 0.000382127
        1224     0.32944    0.322886 0.000381852
        1225    0.307424    0.322873 0.000381749
        1226    0.327076    0.322877 0.000381453
        1227    0.354565    0.322902 0.000382016
        1228    0.350556    0.322925 0.000382368
        1229    0.322757    0.322925 0.000382057
        1230    0.309081    0.322914 0.000381912
        1231    0.316308    0.322908 0.000381639
        1232    0.299392    0.322889 0.000381806
        1233    0.318918    0.322886  0.00038151
        1234    0.309116    0.322875 0.000381364
        1235    0.327437    0.322878 0.000381074
        1236    0.320141    0.322876 0.000380772
        1237    0.318965    0.322873 0.000380477
        1238    0.342886    0.322889 0.000380513
        1239    0.330216    0.322895 0.000380252
        1240    0.313427    0.322887 0.000380022
        1241    0.309815    0.322877 0.000379861
        1242    0.301744     0.32286 0.000379936
        1243    0.338738    0.322873 0.000379845
        1244    0.303504    0.322857 0.000379859
        1245    0.328184    0.322861 0.000379578
        1246    0.312515    0.322853 0.000379364
        1247    0.287694    0.322825 0.000380106
        1248    0.331124    0.322832  0.00037986
        1249    0.309973    0.322821 0.000379695
        1250    0.357706    0.322849 0.000380416
        1251    0.303459    0.322834 0.000380427
        1252    0.298357    0.322814 0.000380625
        1253    0.331671    0.322821 0.000380387
        1254    0.339852    0.322835 0.000380326
        1255     0.34587    0.322853 0.000380466
        1256    0.323299    0.322853 0.000380163
        1257     0.30173    0.322837 0.000380232
        1258    0.332575    0.322844 0.000380009
        1259    0.315552    0.322839 0.000379751
        1260    0.364297    0.322872 0.000380872
        1261    0.300684    0.322854 0.000380976
        1262    0.341159    0.322868 0.000380951
        1263    0.334777    0.322878 0.000380766
        1264    0.330583    0.322884 0.000380513
        1265    0.327039    0.322887 0.000380226
        1266    0.316461    0.322882  0.00037996
        1267    0.315104    0.322876  0.00037971
        1268    0.324812    0.322878 0.000379413
        1269     0.31659    0.322873 0.000379147
        1270    0.278868    0.322838 0.000380428
        1271     0.31861    0.322835 0.000380143
        1272    0.309839    0.322824 0.000379982
        1273    0.326175    0.322827 0.000379692
        1274    0.331321    0.322834 0.000379453
        1275     0.33805    0.322846 0.000379343
        1276    0.318694    0.322842  0.00037906
        1277    0.342621    0.322858 0.000379079
        1278    0.317738    0.322854 0.000378804
        1279    0.303434    0.322839 0.000378812
        1280    0.323836    0.322839 0.000378516
        1281    0.322661    0.322839 0.000378221
        1282    0.332652    0.322847 0.000378003
        1283    0.314794    0.322841 0.000377761
        1284    0.317811    0.322837 0.000377487
        1285    0.327949    0.322841 0.000377214
        1286     0.32729    0.322844 0.000376937
        1287    0.340349    0.322858 0.000376889
        1288    0.318787    0.322855  0.00037661
        1289    0.314072    0.322848 0.000376379
        1290    0.338102     0.32286 0.000376273
        1291    0.286463    0.322832 0.000377036
        1292    0.300012    0.322814 0.000377158
        1293    0.292678    0.322791 0.000377586
        1294    0.332955    0.322798 0.000377376
        1295    0.304576    0.322784 0.000377347
        1296    0.331886    0.322791 0.000377121
        1297    0.304714    0.322777 0.000377088
        1298    0.353556    0.322801 0.000377542
        1299    0.332204    0.322808 0.000377321
        1300     0.31926    0.322806  0.00037704
        1301    0.306438    0.322793  0.00037696
        1302    0.335259    0.322803 0.000376792
        1303    0.318006    0.322799 0.000376521
        1304    0.336137    0.322809 0.000376371
        1305    0.325964    0.322812 0.000376091
        1306    0.291981    0.322788 0.000376543
        1307    0.332194    0.322795 0.000376323
        1308    0.328713      0.3228 0.000376063
        1309    0.314238    0.322793 0.000375833
        1310    0.310699    0.322784 0.000375659
        1311    0.303146    0.322769 0.000375671
        1312    0.313396    0.322762 0.000375453
        1313    0.318837    0.322759 0.000375179
        1314    0.331419    0.322765 0.000374951
        1315    0.323334    0.322766 0.000374666
        1316    0.327614     0.32277 0.000374399
        1317    0.312573    0.322762 0.000374195
        1318    0.324134    0.322763 0.000373913
        1319    0.303529    0.322748 0.000373913
        1320    0.320752    0.322747 0.000373633
        1321    0.328297    0.322751 0.000373374
        1322    0.321444     0.32275 0.000373093
        1323     0.34988     0.32277 0.000373374
        1324    0.315714    0.322765  0.00037313
        1325    0.304584    0.322751 0.000373101
        1326    0.313515    0.322744 0.000372884
        1327    0.320607    0.322743 0.000372607
        1328    0.328193    0.322747 0.000372349
        1329    0.328692    0.322751 0.000372095
        1330    0.319021    0.322749 0.000371826
        1331    0.328295    0.322753  0.00037157
        1332    0.305643     0.32274 0.000371513
        1333    0.332496    0.322747 0.000371307
        1334    0.317223    0.322743 0.000371051
        1335    0.323251    0.322743 0.000370774
        1336    0.314454    0.322737 0.000370548
        1337    0.336115    0.322747 0.000370406
        1338    0.308184    0.322736 0.000370289
        1339    0.329026    0.322741 0.000370042
        1340    0.310293    0.322732 0.000369883
        1341    0.314027    0.322725 0.000369664
        1342    0.329525     0.32273 0.000369423
        1343    0.327887    0.322734 0.000369168
        1344    0.336631    0.322745 0.000369038
        1345    0.317364    0.322741 0.000368785
        1346    0.311049    0.322732 0.000368614
        1347    0.336237    0.322742 0.000368476
        1348    0.320182     0.32274 0.000368208
        1349    0.320201    0.322738  0.00036794
        1350    0.299028    0.322721 0.000368086
        1351    0.330817    0.322727 0.000367863
        1352    0.312349    0.322719 0.000367671
        1353    0.349284    0.322738 0.000367923
        1354    0.313158    0.322731 0.000367719
        1355    0.295614    0.322711 0.000367992
        1356    0.333682    0.322719 0.000367809
        1357     0.29835    0.322702 0.000367976
        1358    0.327538    0.322705 0.000367723
        1359    0.327105    0.322708 0.000367466
        1360    0.327122    0.322712  0.00036721
        1361     0.31809    0.322708 0.000366956
        1362    0.319433    0.322706 0.000366695
        1363    0.314006    0.322699 0.000366481
        1364    0.329841    0.322705  0.00036625
        1365    0.315866      0.3227 0.000366016
        1366    0.312416    0.322692 0.000365825
        1367    0.302886    0.322678 0.000365845
        1368    0.312859     0.32267 0.000365648
        1369    0.336328     0.32268 0.000365517
        1370    0.306539    0.322669  0.00036544
        1371    0.319517    0.322666  0.00036518
        1372    0.324985    0.322668 0.000364918
        1373    0.326796    0.322671 0.000364665
        1374    0.304365    0.322658 0.000364643
        1375      0.3209    0.322656  0.00036438
        1376    0.327839     0.32266 0.000364134
        1377    0.320779    0.322659 0.000363872
        1378     0.33197    0.322666 0.000363671
        1379    0.338695    0.322677 0.000363593
        1380    0.306659    0.322666 0.000363515
        1381    0.314459     0.32266   0.0003633
        1382    0.329134    0.322664 0.000363068
        1383    0.341678    0.322678 0.000363065
        1384    0.321984    0.322678 0.000362803
        1385    0.320567    0.322676 0.000362544
        1386    0.335995    0.322686  0.00036241
        1387    0.329532    0.322691 0.000362183
        1388    0.308225     0.32268 0.000362072
        1389    0.311124    0.322672 0.000361906
        1390    0.311575    0.322664 0.000361734
        1391    0.308542    0.322654 0.000361617
        1392    0.321837    0.322653 0.000361357
        1393    0.327961    0.322657 0.000361118
        1394    0.317207    0.322653  0.00036088
        1395    0.305652    0.322641 0.000360827
        1396    0.306566    0.322629 0.000360752
        1397    0.337961     0.32264 0.000360661
        1398    0.322254     0.32264 0.000360403
        1399    0.345044    0.322656 0.000360501
        1400     0.32595    0.322658 0.000360251
        1401     0.31197    0.322651 0.000360075
        1402     0.31659    0.322646 0.000359844
        1403    0.319506    0.322644 0.000359594
        1404    0.349796    0.322664 0.000359858
        1405    0.326316    0.322666 0.000359611
        1406    0.319284    0.322664 0.000359364
        1407    0.310201    0.322655 0.000359217
        1408    0.328126    0.322659 0.000358983
        1409    0.327838    0.322662 0.000358747
        1410    0.328753    0.322667 0.000358519
        1411     0.31226    0.322659 0.000358341
        1412    0.328984    0.322664 0.000358115
        1413    0.298321    0.322647 0.000358275
        1414    0.319579    0.322644 0.000358029
        1415    0.313792    0.322638  0.00035783
        1416     0.31674    0.322634 0.000357602
        1417    0.354529    0.322657 0.000358057
        1418    0.335431    0.322666 0.000357918
        1419    0.328576     0.32267  0.00035769
        1420    0.332946    0.322677 0.000357511
        1421    0.322477    0.322677  0.00035726
        1422    0.343623    0.322692 0.000357312
        1423    0.326562    0.322694 0.000357071
        1424    0.324703    0.322696 0.000356823
        1425    0.313038    0.322689 0.000356637
        1426    0.313884    0.322683 0.000356441
        1427    0.308645    0.322673 0.000356327
        1428    0.362266    0.322701 0.000357154
        1429    0.337611    0.322711 0.000357057
        1430    0.334593    0.322719 0.000356904
        1431    0.297265    0.322702 0.000357097
        1432    0.325412    0.322703 0.000356853
        1433    0.337227    0.322714 0.000356748
        1434    0.317138     0.32271  0.00035652
        1435    0.313357    0.322703 0.000356331
        1436    0.312006    0.322696 0.000356161
        1437    0.327562    0.322699 0.000355929
        1438    0.316447    0.322695 0.000355708
        1439    0.342571    0.322709 0.000355729
        1440    0.326558    0.322711 0.000355492
        1441     0.32917    0.322716 0.000355274
        1442    0.309517    0.322707 0.000355145
        1443    0.316076    0.322702 0.000354929
        1444    0.339608    0.322714 0.000354876
