#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         661   -0.223804   -0.176688  0.00262386
         662 -0.00506067   -0.176429  0.00263267
         663   -0.135474   -0.176367  0.00262943
         664   -0.184999    -0.17638   0.0026255
         665   -0.133235   -0.176315  0.00262235
         666   -0.121591   -0.176233   0.0026197
         667   -0.257431   -0.176355   0.0026186
         668   -0.152568   -0.176319  0.00261492
         669   -0.136616    -0.17626  0.00261169
         670   0.0473172   -0.175926  0.00262902
         671  -0.0863181   -0.175793  0.00262849
         672  -0.0757473   -0.175644  0.00262879
         673   -0.165688   -0.175629  0.00262493
         674   -0.110281   -0.175532  0.00262282
         675   -0.249462   -0.175641  0.00262122
         676   -0.204434   -0.175684  0.00261769
         677   -0.232637   -0.175768  0.00261518
         678   -0.218204   -0.175831  0.00261207
         679   -0.131238   -0.175765  0.00260905
         680   -0.230609   -0.175846  0.00260646
         681    -0.20146   -0.175883   0.0026029
         682   -0.213178   -0.175938  0.00259966
         683   -0.177118    -0.17594  0.00259585
         684   -0.131095   -0.175874  0.00259289
         685   -0.202091   -0.175912  0.00258938
         686   -0.152747   -0.175879  0.00258583
         687   -0.177995   -0.175882  0.00258207
         688    -0.13748   -0.175826  0.00257892
         689   -0.321067   -0.176037  0.00258377
         690   -0.235825   -0.176123  0.00258148
         691   -0.136756   -0.176066  0.00257838
         692  0.00508197   -0.175805   0.0025879
         693   -0.234504   -0.175889  0.00258556
         694   -0.184916   -0.175902  0.00258186
         695   -0.237797   -0.175991  0.00257968
         696  -0.0258611   -0.175776  0.00258498
         697   -0.346112    -0.17602   0.0025928
         698  -0.0964463   -0.175906  0.00259159
         699   -0.210344   -0.175955  0.00258835
         700   -0.286197   -0.176113  0.00258944
         701   -0.168306   -0.176102  0.00258577
         702   -0.283623   -0.176255  0.00258662
         703   -0.181542   -0.176262  0.00258295
         704   -0.146264    -0.17622  0.00257963
         705   -0.269048   -0.176351  0.00257933
         706   -0.246404   -0.176451  0.00257758
         707   -0.225187    -0.17652  0.00257486
         708   -0.240951   -0.176611  0.00257283
         709   -0.207928   -0.176655  0.00256958
         710   -0.156974   -0.176627  0.00256611
         711   -0.201152   -0.176662  0.00256273
         712   -0.124282   -0.176588  0.00256019
         713   -0.144944   -0.176544  0.00255698
         714   -0.177655   -0.176545   0.0025534
         715   -0.138691   -0.176492  0.00255038
         716   -0.137649   -0.176438   0.0025474
         717   -0.145874   -0.176395   0.0025442
         718   -0.280047    -0.17654  0.00254475
         719  -0.0293058   -0.176335  0.00254944
         720  -0.0718162    -0.17619  0.00255002
         721   -0.196859   -0.176218  0.00254665
         722   -0.245782   -0.176315  0.00254494
         723   -0.269276   -0.176443  0.00254467
         724   -0.214576   -0.176496   0.0025417
         725   -0.218333   -0.176554  0.00253885
         726   -0.178637   -0.176557  0.00253535
         727  -0.0843464    -0.17643  0.00253504
         728   -0.202785   -0.176466  0.00253181
         729   -0.220278   -0.176526  0.00252905
         730   -0.203009   -0.176562  0.00252585
         731   -0.144304   -0.176518  0.00252278
         732   -0.129651   -0.176454  0.00252014
         733   -0.121846    -0.17638  0.00251781
         734   -0.167083   -0.176367  0.00251441
         735   -0.150409   -0.176332  0.00251124
         736   -0.222254   -0.176394   0.0025086
         737   -0.234096   -0.176472  0.00250642
         738   -0.247238   -0.176568  0.00250485
         739   -0.182331   -0.176576  0.00250148
         740   -0.188558   -0.176592  0.00249815
         741   -0.173808   -0.176589  0.00249478
         742   -0.212016   -0.176636  0.00249187
         743   -0.129706   -0.176573  0.00248932
         744  -0.0728778   -0.176434  0.00248987
         745   -0.246327   -0.176528   0.0024883
         746   -0.259746   -0.176639  0.00248746
         747   -0.125553   -0.176571  0.00248507
         748     -0.1803   -0.176576  0.00248176
         749   -0.199156   -0.176606  0.00247862
         750   -0.099477   -0.176503  0.00247745
         751   -0.144707   -0.176461  0.00247452
         752   -0.228364    -0.17653  0.00247219
         753   -0.117943   -0.176452  0.00247013
         754   -0.156579   -0.176426  0.00246699
         755   -0.229801   -0.176496  0.00246474
         756   -0.143165   -0.176452  0.00246187
         757   -0.185167   -0.176464  0.00245865
         758   -0.119748   -0.176389  0.00245654
         759   -0.258509   -0.176497  0.00245569
         760    -0.15135   -0.176464  0.00245268
         761   -0.293067   -0.176617  0.00245424
         762   -0.137506   -0.176566  0.00245155
         763 -0.00405239    -0.17634  0.00245874
         764   -0.027932   -0.176145  0.00246319
         765   -0.242884   -0.176233  0.00246151
         766   -0.123318   -0.176164  0.00245927
         767   -0.191991   -0.176184  0.00245615
         768   -0.173017    -0.17618  0.00245295
         769   -0.177415   -0.176182  0.00244976
         770   -0.226088   -0.176247  0.00244744
         771  -0.0900619   -0.176135  0.00244682
         772   -0.217871   -0.176189  0.00244424
         773   -0.198575   -0.176218  0.00244125
         774   -0.235057   -0.176294  0.00243928
         775   -0.285745   -0.176435  0.00244022
         776   -0.165443   -0.176421  0.00243712
         777  -0.0899637    -0.17631  0.00243652
         778   -0.264729   -0.176423  0.00243604
         779   -0.151849   -0.176392  0.00243311
         780   -0.187216   -0.176406  0.00243003
         781   -0.231114   -0.176476  0.00242793
         782   -0.148016   -0.176439   0.0024251
         783   -0.298014   -0.176595  0.00242697
         784   -0.217946   -0.176647  0.00242444
         785   -0.164367   -0.176632  0.00242141
         786   -0.283405   -0.176767  0.00242213
         787   -0.241204   -0.176849  0.00242044
         788   -0.127587   -0.176787  0.00241818
         789   -0.122031   -0.176717  0.00241611
         790   -0.302994   -0.176877  0.00241833
         791  -0.0907031   -0.176768  0.00241772
         792   -0.273545   -0.176891  0.00241776
         793   -0.225589   -0.176952  0.00241549
         794   -0.182621   -0.176959  0.00241246
         795   -0.167687   -0.176947  0.00240945
         796   -0.170099   -0.176939  0.00240644
         797   -0.285437   -0.177075  0.00240727
         798   -0.186051   -0.177086  0.00240428
         799  -0.0321717   -0.176905   0.0024081
         800   0.0273499    -0.17665  0.00241859
         801   -0.198979   -0.176677  0.00241573
         802   -0.110433   -0.176595  0.00241413
         803   -0.157749   -0.176571  0.00241123
         804   -0.124318   -0.176506  0.00240911
         805   -0.274431   -0.176628  0.00240919
         806    -0.17647   -0.176628   0.0024062
         807   -0.102691   -0.176536  0.00240496
         808   -0.201298   -0.176567  0.00240218
         809   -0.228672   -0.176631  0.00240007
         810   -0.121732   -0.176563  0.00239807
         811    -0.10619   -0.176477  0.00239668
         812  -0.0688277   -0.176344  0.00239739
         813   -0.284699   -0.176477  0.00239814
         814   -0.262249   -0.176583  0.00239751
         815   -0.119474   -0.176513  0.00239559
         816   -0.253517   -0.176607  0.00239452
         817    -0.12392   -0.176543  0.00239245
         818    -0.19012   -0.176559  0.00238959
         819   -0.257934   -0.176659  0.00238873
         820   -0.153871   -0.176631  0.00238598
         821    -0.20172   -0.176661  0.00238327
         822   -0.292401   -0.176802  0.00238453
         823    -0.15972   -0.176781  0.00238172
         824   -0.110699   -0.176701  0.00238018
         825 -0.00920843   -0.176498  0.00238594
         826   -0.145855   -0.176461  0.00238334
         827   -0.147791   -0.176426  0.00238071
         828   -0.253383   -0.176519  0.00237965
         829   -0.173327   -0.176515  0.00237678
         830   -0.164891   -0.176501  0.00237396
         831   -0.176214   -0.176501   0.0023711
         832   -0.160537   -0.176482  0.00236833
         833   -0.239096   -0.176557  0.00236668
         834  -0.0983357   -0.176463   0.0023657
         835  -0.0494954   -0.176311  0.00236775
         836    -0.10794   -0.176229  0.00236633
         837   -0.116215   -0.176158  0.00236458
         838   -0.231363   -0.176224  0.00236268
         839   -0.249403   -0.176311  0.00236147
         840   -0.285583   -0.176441  0.00236224
         841   -0.174249   -0.176438  0.00235944
         842   -0.227534   -0.176499  0.00235741
         843   -0.181757   -0.176505  0.00235463
         844    -0.17664   -0.176505  0.00235184
         845   -0.175942   -0.176505  0.00234905
         846   -0.178458   -0.176507  0.00234628
         847   -0.133884   -0.176457  0.00234405
         848   -0.142751   -0.176417  0.00234162
         849    -0.19711   -0.176441  0.00233899
         850   -0.183916    -0.17645  0.00233625
         851   -0.253426   -0.176541  0.00233526
         852   -0.243287   -0.176619  0.00233383
         853   -0.241081   -0.176694  0.00233232
         854   -0.198567    -0.17672  0.00232973
         855   -0.273285   -0.176833  0.00232974
         856  -0.0642339   -0.176701  0.00233073
         857   -0.126495   -0.176643  0.00232874
         858   -0.250116   -0.176729   0.0023276
         859  -0.0927648   -0.176631  0.00232695
         860     -0.1602   -0.176612  0.00232432
         861   -0.220033   -0.176662  0.00232217
         862   -0.154133   -0.176636  0.00231962
         863   -0.220984   -0.176687   0.0023175
         864   -0.169166   -0.176679  0.00231483
         865   -0.224512   -0.176734  0.00231282
         866   -0.192558   -0.176752  0.00231022
         867   0.0217465   -0.176523  0.00231887
         868   -0.173843    -0.17652   0.0023162
         869   -0.104745   -0.176438  0.00231501
         870   -0.205582   -0.176471  0.00231259
         871  -0.0797448    -0.17636   0.0023126
         872   -0.280324   -0.176479  0.00231302
         873  -0.0830547   -0.176372  0.00231284
         874   -0.124764   -0.176313  0.00231095
         875    -0.16107   -0.176296  0.00230838
         876   -0.218999   -0.176345  0.00230626
         877  -0.0343201   -0.176183  0.00230931
         878   -0.120465   -0.176119  0.00230755
         879  -0.0606591   -0.175988  0.00230866
         880  -0.0471114   -0.175841  0.00231067
         881  -0.0844834   -0.175738  0.00231038
         882   -0.113946   -0.175668  0.00230882
         883   -0.185547   -0.175679  0.00230623
         884   -0.270142   -0.175786   0.0023061
         885   -0.131845   -0.175736  0.00230403
         886   -0.230399   -0.175798  0.00230225
         887   -0.163255   -0.175784   0.0022997
         888   -0.133693   -0.175736   0.0022976
         889   -0.127091   -0.175681  0.00229566
         890  -0.0921135   -0.175588    0.002295
         891   -0.143977   -0.175552   0.0022927
         892   -0.279959   -0.175669  0.00229312
         893   -0.035531   -0.175512  0.00229591
         894  -0.0516299   -0.175374  0.00229752
         895  -0.0678373   -0.175253   0.0022981
         896   -0.143384   -0.175218  0.00229581
         897   -0.185581   -0.175229  0.00229328
         898   -0.183924   -0.175239  0.00229074
         899   -0.259551   -0.175333  0.00229011
         900  -0.0291601    -0.17517  0.00229332
         901   -0.119356   -0.175109  0.00229161
         902  -0.0420545   -0.174961  0.00229382
         903  -0.0808618   -0.174857  0.00229364
         904   -0.151584   -0.174831  0.00229125
         905   -0.234038   -0.174896  0.00228965
         906   -0.125419   -0.174842  0.00228777
         907  -0.0846989   -0.174742  0.00228741
         908   -0.170059   -0.174737   0.0022849
         909   -0.298243   -0.174873  0.00228642
         910    -0.20632   -0.174908  0.00228417
         911  -0.0381541   -0.174758  0.00228659
         912   -0.173328   -0.174756  0.00228408
         913   -0.188345   -0.174771  0.00228163
         914   -0.354787   -0.174968  0.00228762
         915  -0.0795229   -0.174864  0.00228749
         916   -0.207465   -0.174899  0.00228527
         917   -0.101657   -0.174819  0.00228418
         918   -0.180908   -0.174826   0.0022817
         919   -0.191328   -0.174844  0.00227928
         920   -0.182943   -0.174853  0.00227682
         921   -0.209519    -0.17489  0.00227466
         922   -0.170085   -0.174885   0.0022722
         923   -0.207325    -0.17492  0.00227001
         924     -0.1524   -0.174896  0.00226769
         925   -0.141602    -0.17486  0.00226552
         926   -0.161754   -0.174846  0.00226312
         927   -0.163111   -0.174833  0.00226071
         928   -0.263663   -0.174929   0.0022603
         929   -0.106139   -0.174855  0.00225908
         930   -0.124117     -0.1748  0.00225731
         931     -0.1333   -0.174756  0.00225533
         932   -0.172928   -0.174754  0.00225291
         933    -0.13263   -0.174709  0.00225094
         934   -0.217379   -0.174754    0.002249
         935   -0.106248   -0.174681  0.00224779
         936   -0.248102   -0.174759  0.00224675
         937   -0.272225   -0.174863  0.00224676
         938   -0.160138   -0.174848  0.00224442
         939   -0.106459   -0.174775  0.00224321
         940   -0.208407   -0.174811  0.00224111
         941   -0.158813   -0.174794  0.00223879
         942   -0.120782   -0.174736  0.00223715
         943   -0.156752   -0.174717  0.00223486
         944  -0.0945472   -0.174632  0.00223411
         945   -0.112113   -0.174566  0.00223272
         946   -0.103953   -0.174492  0.00223161
         947   -0.181855   -0.174499  0.00222927
         948   -0.170654   -0.174495  0.00222692
         949   -0.191514   -0.174513  0.00222464
         950   -0.262379   -0.174606  0.00222422
         951  -0.0762356   -0.174502  0.00222429
         952   -0.141441   -0.174468  0.00222222
         953   -0.202512   -0.174497  0.00222009
         954   -0.174182   -0.174497  0.00221776
         955   -0.229627   -0.174554  0.00221619
         956   -0.178363   -0.174558  0.00221387
         957   -0.145291   -0.174528  0.00221177
         958  -0.0866568   -0.174436  0.00221136
         959   -0.217356   -0.174481  0.00220951
         960   -0.237763   -0.174547  0.00220819
         961   -0.152281   -0.174524  0.00220602
         962   -0.063054   -0.174408  0.00220676
         963   -0.215673    -0.17445  0.00220489
         964   -0.082228   -0.174355  0.00220468
         965   -0.205249   -0.174387  0.00220262
         966   -0.170519   -0.174383  0.00220035
         967   -0.167422   -0.174376  0.00219808
         968    -0.16047   -0.174361  0.00219586
         969  -0.0322671   -0.174215  0.00219848
         970   -0.314715   -0.174359  0.00220098
         971   -0.111502   -0.174295  0.00219967
         972   -0.122339   -0.174241  0.00219806
         973   -0.162109   -0.174229  0.00219583
         974    -0.25357    -0.17431  0.00219509
         975   -0.167658   -0.174303  0.00219285
         976   -0.257526   -0.174389  0.00219226
         977   -0.192752   -0.174408  0.00219009
         978   -0.111585   -0.174343   0.0021888
         979   -0.182508   -0.174352  0.00218658
         980   -0.252715   -0.174432  0.00218581
         981   -0.130668   -0.174387  0.00218403
         982   -0.144175   -0.174356  0.00218203
         983   -0.152368   -0.174334  0.00217992
         984   -0.182696   -0.174342  0.00217772
         985   -0.182183    -0.17435  0.00217553
         986    -0.07131   -0.174246  0.00217583
         987   -0.202274   -0.174274  0.00217381
         988   -0.123761   -0.174223  0.00217221
         989   -0.155612   -0.174204   0.0021701
         990   -0.147112   -0.174177  0.00216808
         991   -0.237806   -0.174241  0.00216684
         992   -0.221089   -0.174288  0.00216517
         993   -0.194679   -0.174309  0.00216309
         994   -0.181383   -0.174316  0.00216092
         995   -0.154097   -0.174296  0.00215885
         996  -0.0807605   -0.174202  0.00215872
         997   -0.111128   -0.174138  0.00215748
         998    -0.13345   -0.174098   0.0021557
         999   -0.245802   -0.174169  0.00215474
        1000  -0.0819217   -0.174077  0.00215456
        1001   -0.241357   -0.174144  0.00215346
        1002   -0.235914   -0.174206  0.00215219
        1003   -0.153704   -0.174186  0.00215014
        1004   -0.174672   -0.174186    0.002148
        1005  -0.0830925   -0.174095  0.00214777
        1006    -0.22967   -0.174151  0.00214635
        1007   -0.260611   -0.174237  0.00214593
        1008   -0.179843   -0.174242  0.00214381
        1009    -0.10817   -0.174177  0.00214269
        1010   -0.101595   -0.174105  0.00214177
        1011   -0.224119   -0.174154  0.00214022
        1012   -0.159022   -0.174139  0.00213816
        1013   -0.122878   -0.174089  0.00213665
        1014   -0.187991   -0.174102  0.00213459
        1015   -0.170358   -0.174099  0.00213249
        1016   -0.262545   -0.174186  0.00213216
        1017  -0.0433018   -0.174057  0.00213395
        1018   -0.224499   -0.174107  0.00213243
        1019 -0.00154094   -0.173937  0.00213705
        1020   -0.102062   -0.173867  0.00213611
        1021  -0.0753743    -0.17377   0.0021362
        1022   -0.171082   -0.173768  0.00213411
        1023   -0.106067   -0.173702  0.00213305
        1024   -0.057346   -0.173588  0.00213399
        1025   -0.172776   -0.173587  0.00213191
        1026   -0.097235   -0.173513  0.00213113
        1027   -0.244703   -0.173582  0.00213018
        1028  -0.0625282   -0.173474  0.00213085
        1029   -0.190546   -0.173491  0.00212884
        1030   -0.124847   -0.173443   0.0021273
        1031   -0.201938   -0.173471  0.00212541
        1032  0.00755759   -0.173296  0.00213058
        1033  -0.0694977   -0.173195  0.00213089
        1034  -0.0207304   -0.173048  0.00213392
        1035   -0.193434   -0.173067  0.00213195
        1036   -0.151258   -0.173046     0.00213
        1037   -0.239897   -0.173111  0.00212892
        1038   -0.165025   -0.173103  0.00212688
        1039   -0.172439   -0.173102  0.00212483
        1040   -0.215846   -0.173143  0.00212319
        1041   -0.125363   -0.173098  0.00212164
        1042   -0.225094   -0.173147  0.00212019
        1043   -0.144813    -0.17312  0.00211834
        1044   -0.186348   -0.173133  0.00211634
        1045   -0.229766   -0.173187  0.00211501
        1046  -0.0778496   -0.173096  0.00211495
        1047   -0.113939    -0.17304  0.00211369
        1048   -0.102111   -0.172972  0.00211276
        1049   -0.241146   -0.173037  0.00211174
        1050   0.0695461   -0.172806  0.00212233
        1051   -0.188659   -0.172821  0.00212036
        1052   -0.290454   -0.172933  0.00212129
        1053   -0.232262   -0.172989  0.00212003
        1054   -0.160075   -0.172977  0.00211805
        1055   -0.272275   -0.173071  0.00211813
        1056   -0.262384   -0.173155  0.00211782
        1057   -0.106854   -0.173093  0.00211674
        1058   -0.204025   -0.173122  0.00211494
        1059   -0.167669   -0.173117  0.00211295
        1060  -0.0763238   -0.173026  0.00211293
        1061   -0.163525   -0.173017  0.00211096
        1062    -0.22102   -0.173062  0.00210946
        1063  -0.0600054   -0.172955  0.00211015
        1064   -0.117125   -0.172903  0.00210882
        1065   -0.122372   -0.172855  0.00210737
        1066   -0.263626   -0.172941  0.00210712
        1067   -0.221435   -0.172986  0.00210563
        1068   -0.213956   -0.173024  0.00210401
        1069   -0.109646   -0.172965  0.00210288
        1070   -0.158326   -0.172951  0.00210095
        1071   -0.252208   -0.173025   0.0021003
        1072   -0.120122   -0.172976  0.00209892
        1073   -0.323554   -0.173116  0.00210165
        1074   -0.258851   -0.173196  0.00210121
        1075  -0.0872623   -0.173116  0.00210077
        1076   -0.096587   -0.173045  0.00210002
        1077   -0.188398   -0.173059  0.00209812
        1078   -0.303277    -0.17318  0.00209965
        1079    -0.23661   -0.173239  0.00209853
        1080   -0.145091   -0.173213  0.00209674
        1081    -0.11017   -0.173155  0.00209562
        1082   -0.232313   -0.173209  0.00209439
        1083   -0.105974   -0.173147  0.00209338
        1084   -0.205573   -0.173177  0.00209166
        1085   -0.282092   -0.173278  0.00209214
        1086   -0.192507   -0.173295  0.00209029
        1087   -0.136074   -0.173261  0.00208865
        1088   -0.168483   -0.173257  0.00208673
        1089   -0.169912   -0.173254  0.00208482
        1090  -0.0629403   -0.173152  0.00208536
        1091   -0.191858    -0.17317  0.00208352
        1092   -0.207349   -0.173201  0.00208185
        1093  -0.0739822    -0.17311  0.00208192
        1094   -0.265878   -0.173195  0.00208174
        1095   -0.167454    -0.17319  0.00207985
        1096   -0.161679   -0.173179  0.00207798
        1097  -0.0274876   -0.173046  0.00208032
        1098  -0.0843749   -0.172966  0.00207999
        1099   -0.199193   -0.172989  0.00207824
        1100    -0.28815   -0.173094  0.00207898
        1101   -0.137134   -0.173061  0.00207735
        1102  -0.0768121   -0.172974   0.0020773
        1103   -0.287781   -0.173078  0.00207803
        1104   -0.248783   -0.173147  0.00207727
        1105   -0.182782   -0.173155  0.00207541
        1106  -0.0663414   -0.173059  0.00207578
        1107   -0.162552   -0.173049  0.00207393
        1108   -0.183993   -0.173059  0.00207208
        1109   -0.289353   -0.173164  0.00207286
        1110   -0.327152   -0.173303  0.00207563
        1111   -0.247509    -0.17337  0.00207484
        1112   -0.263626   -0.173451  0.00207456
        1113   -0.204711   -0.173479  0.00207289
        1114    -0.19771   -0.173501  0.00207114
        1115  -0.0550596   -0.173394    0.002072
        1116   -0.201545    -0.17342   0.0020703
        1117  -0.0804421   -0.173336  0.00207012
        1118   -0.234556   -0.173391  0.00206899
        1119   -0.199976   -0.173415  0.00206728
        1120   -0.219697   -0.173456  0.00206585
        1121   -0.150399   -0.173436  0.00206411
        1122   -0.187978   -0.173449  0.00206231
        1123   -0.224161   -0.173494  0.00206097
        1124   -0.173421   -0.173494  0.00205913
        1125   -0.194017   -0.173512  0.00205738
        1126   -0.153668   -0.173494  0.00205563
        1127   -0.180742   -0.173501  0.00205382
        1128   -0.251921    -0.17357  0.00205317
        1129   -0.252545    -0.17364  0.00205255
        1130   -0.152869   -0.173622  0.00205081
        1131    -0.14959   -0.173601  0.00204911
        1132  -0.0380397   -0.173481  0.00205079
        1133   -0.190853   -0.173496  0.00204904
        1134   -0.218734   -0.173536  0.00204762
        1135  -0.0488004   -0.173426  0.00204877
        1136   -0.132273    -0.17339  0.00204728
        1137  0.00688602   -0.173231  0.00205161
        1138   -0.181291   -0.173239  0.00204982
        1139   -0.249319   -0.173305  0.00204911
        1140    -0.11195   -0.173251  0.00204802
        1141   -0.223058   -0.173295  0.00204669
        1142    -0.11801   -0.173247  0.00204547
        1143   -0.197514   -0.173268  0.00204379
        1144   -0.111515   -0.173214  0.00204272
        1145    -0.32837   -0.173349  0.00204542
        1146   -0.218226   -0.173389  0.00204401
        1147   -0.225258   -0.173434  0.00204273
        1148   -0.166186   -0.173428  0.00204096
        1149   -0.246526   -0.173491  0.00204018
        1150   -0.112171   -0.173438   0.0020391
        1151   -0.271046   -0.173523  0.00203909
        1152   -0.222878   -0.173565  0.00203777
        1153  -0.0779409   -0.173483  0.00203769
        1154  -0.0480413   -0.173374  0.00203882
        1155   -0.142688   -0.173347  0.00203723
        1156   -0.309267   -0.173465  0.00203886
        1157   -0.186788   -0.173476  0.00203713
        1158   -0.227413   -0.173523   0.0020359
        1159  -0.0685277   -0.173432  0.00203616
        1160   -0.211557   -0.173465  0.00203467
        1161   -0.219966   -0.173505  0.00203331
        1162   -0.323648   -0.173635  0.00203566
        1163   -0.137858   -0.173604  0.00203414
        1164   -0.105858   -0.173546  0.00203323
        1165    -0.23843   -0.173601  0.00203225
        1166   -0.190074   -0.173615  0.00203055
        1167   -0.214747   -0.173651  0.00202912
        1168   -0.254639    -0.17372  0.00202856
        1169   -0.173008   -0.173719  0.00202683
        1170   -0.222337   -0.173761  0.00202552
        1171   -0.206088   -0.173788  0.00202398
        1172   -0.235074   -0.173841  0.00202293
        1173   -0.137361    -0.17381  0.00202144
        1174   -0.236719   -0.173863  0.00202043
        1175   -0.108204   -0.173807  0.00201949
        1176   -0.212515    -0.17384  0.00201804
        1177   -0.181858   -0.173847  0.00201633
        1178   -0.203204   -0.173872  0.00201478
        1179   -0.212606   -0.173905  0.00201334
        1180   -0.226671    -0.17395  0.00201213
        1181   -0.263069   -0.174025  0.00201184
        1182  -0.0778966   -0.173944  0.00201178
        1183   -0.157708    -0.17393  0.00201012
        1184   -0.094687   -0.173863  0.00200954
        1185   -0.292324   -0.173963  0.00201033
        1186   -0.159925   -0.173951  0.00200867
        1187  -0.0747207   -0.173868  0.00200872
        1188   -0.123627   -0.173825  0.00200747
        1189   -0.319681   -0.173948  0.00200953
        1190   -0.121922   -0.173904  0.00200831
        1191  -0.0473509   -0.173798  0.00200944
        1192   -0.202165   -0.173822  0.00200789
        1193   -0.291863   -0.173921  0.00200864
        1194   -0.128508   -0.173883  0.00200732
        1195   -0.165037   -0.173875  0.00200566
        1196   -0.204122   -0.173901  0.00200414
        1197   -0.259899   -0.173972  0.00200375
        1198   -0.169682   -0.173969  0.00200208
        1199   -0.259118    -0.17404  0.00200167
        1200    -0.21435   -0.174073  0.00200028
        1201   -0.079219   -0.173995  0.00200018
        1202   -0.206143   -0.174021  0.00199869
        1203  -0.0850506   -0.173947   0.0019984
        1204   -0.202398   -0.173971  0.00199688
        1205  -0.0864524   -0.173898  0.00199654
        1206    -0.25559   -0.173966  0.00199604
        1207    -0.23344   -0.174015  0.00199499
        1208   -0.111214   -0.173963  0.00199402
        1209    -0.13737   -0.173933   0.0019926
        1210    -0.12185    -0.17389  0.00199141
        1211   -0.188424   -0.173902  0.00198981
        1212   -0.152779   -0.173885  0.00198824
        1213   -0.241391    -0.17394  0.00198738
        1214   -0.189761   -0.173953  0.00198579
        1215   -0.213603   -0.173986  0.00198442
        1216   -0.150533   -0.173967  0.00198288
        1217   -0.299818    -0.17407  0.00198395
        1218   -0.227784   -0.174114  0.00198281
        1219   -0.221292   -0.174153  0.00198156
        1220   -0.218024   -0.174189  0.00198026
        1221   -0.232322   -0.174236  0.00197921
        1222   -0.167791   -0.174231   0.0019776
        1223   -0.244091   -0.174288  0.00197681
        1224  -0.0473108   -0.174185  0.00197791
        1225   -0.082726    -0.17411  0.00197771
        1226   -0.113789   -0.174061   0.0019767
        1227   -0.286728   -0.174152  0.00197722
        1228   -0.265455   -0.174227  0.00197701
        1229   -0.132073   -0.174193   0.0019757
        1230   -0.180614   -0.174198   0.0019741
        1231   -0.134023   -0.174165  0.00197277
        1232   -0.154209   -0.174149  0.00197123
        1233   -0.209024   -0.174177  0.00196984
        1234  -0.0786204     -0.1741  0.00196976
        1235   -0.190913   -0.174113  0.00196821
        1236  -0.0953299    -0.17405  0.00196765
        1237   -0.213771   -0.174082  0.00196633
        1238   -0.260527   -0.174152  0.00196598
        1239   -0.258287   -0.174219  0.00196556
        1240   -0.214125   -0.174252  0.00196424
        1241   -0.108933   -0.174199  0.00196336
        1242   -0.107305   -0.174145  0.00196252
        1243   -0.202705   -0.174168  0.00196108
        1244   -0.099487   -0.174108  0.00196042
        1245   -0.195094   -0.174125  0.00195892
        1246   -0.100924   -0.174066  0.00195822
        1247    0.004243   -0.173923  0.00196187
        1248   -0.182174    -0.17393  0.00196031
        1249   -0.103033   -0.173873  0.00195956
        1250   -0.259307   -0.173941  0.00195918
        1251  -0.0913241   -0.173875  0.00195873
        1252   -0.196998   -0.173894  0.00195725
        1253   -0.225661   -0.173935  0.00195613
        1254   -0.212724   -0.173966  0.00195481
        1255   -0.194144   -0.173982  0.00195332
        1256   -0.106187   -0.173928  0.00195251
        1257   -0.157578   -0.173915    0.001951
        1258   -0.287441   -0.174005  0.00195154
        1259   -0.177591   -0.174008  0.00194999
        1260   -0.235047   -0.174057  0.00194904
        1261   -0.112859   -0.174008   0.0019481
        1262   -0.100163    -0.17395  0.00194743
        1263   -0.189216   -0.173962  0.00194593
        1264   -0.129163   -0.173926  0.00194471
        1265   -0.226162   -0.173968  0.00194361
        1266    -0.14143   -0.173942  0.00194225
        1267   -0.173836   -0.173942  0.00194072
        1268   -0.144061   -0.173918  0.00193933
        1269   -0.241522   -0.173972  0.00193853
        1270   0.0297225   -0.173811  0.00194363
        1271   -0.157786   -0.173799  0.00194214
        1272  -0.0884324   -0.173731  0.00194177
        1273   -0.162867   -0.173723  0.00194027
        1274   -0.142203   -0.173698   0.0019389
        1275   -0.273623   -0.173777  0.00193896
        1276   -0.182879   -0.173784  0.00193746
        1277   -0.299489   -0.173882  0.00193844
        1278   -0.156552   -0.173869  0.00193697
        1279   -0.166862   -0.173863  0.00193546
        1280   -0.235678   -0.173911  0.00193455
        1281   -0.151057   -0.173894  0.00193313
        1282   -0.192596   -0.173908  0.00193167
        1283    -0.11004   -0.173858  0.00193081
        1284   -0.156774   -0.173845  0.00192935
        1285   -0.170779   -0.173843  0.00192785
        1286   -0.272418   -0.173919  0.00192788
        1287   -0.216947   -0.173953  0.00192667
        1288   -0.176438   -0.173955  0.00192517
        1289  -0.0962227   -0.173894  0.00192462
        1290    -0.24909   -0.173953  0.00192401
        1291   -0.129478   -0.173918  0.00192283
        1292    -0.13065   -0.173885  0.00192163
        1293   -0.076722    -0.17381  0.00192162
        1294   -0.273978   -0.173887  0.00192169
        1295   0.0135692   -0.173742  0.00192565
        1296   -0.087864   -0.173676  0.00192531
        1297   -0.212764   -0.173706  0.00192406
        1298   -0.228653   -0.173748  0.00192304
        1299   -0.211558   -0.173778  0.00192178
        1300   -0.197845   -0.173796  0.00192039
        1301   -0.109855   -0.173747  0.00191954
        1302   -0.229201   -0.173789  0.00191854
        1303   -0.167894   -0.173785  0.00191707
        1304   -0.256454   -0.173848  0.00191665
        1305  -0.0869004   -0.173782  0.00191634
        1306  -0.0724271   -0.173704  0.00191644
        1307   -0.234721   -0.173751  0.00191555
