GEN:      BEST_LOSS:      AVERAGE_LOSS: 
0     416.928     498.345
1     416.928      489.48
2     369.316     481.409
3     369.316     474.354
4     369.316     466.621
5     369.316     460.415
6      380.98     455.348
7      380.98     449.781
8      380.98     444.828
9      380.98     440.586
10      380.98     436.639
11     379.087     433.158
12     379.087      430.08
13     379.087     427.489
14     377.375     424.537
15     361.789     421.377
16     360.964     418.755
17     360.964     415.752
18     360.964     412.908
19     360.964      409.74
20     360.964     406.674
21     340.781     403.638
22     340.767     399.898
23     340.767     396.475
24     340.767     392.799
25     340.767     389.499
26     340.767     385.743
27     330.955      381.41
28     330.955     377.501
29     312.934     372.798
30     312.934     368.615
31     312.934     365.522
32     312.934     362.397
33     312.934     359.269
34     312.934      356.15
35      309.63     352.819
36      309.39     349.963
37      309.39     347.375
38     306.902     344.498
39     306.902     341.744
40      294.93     339.421
41     289.955     336.994
42     289.955     334.775
43     289.955     332.777
44     287.161     330.141
45     287.161     327.925
46       283.7     325.466
47       283.7     322.655
48       283.7     320.449
49     283.386     317.976
50     283.386     316.117
51     268.702     314.265
52     268.702     312.234
53     268.702     310.542
54     268.702     308.505
55     268.702     306.943
56     268.702     304.987
57     268.702     303.189
58     268.702     301.966
59     268.702     300.754
60     266.745      299.34
61     264.727      297.51
62     264.727     296.274
63     264.727     295.036
64     263.832     293.767
65     246.808     292.125
66     246.808     290.548
67     246.808     289.071
68     246.808     287.797
69     245.347     286.443
70     245.347     284.497
71     245.347     282.676
72     245.347      281.06
73     245.347     279.211
74     245.347     277.579
75     245.347     276.292
76     245.347     274.734
77     245.347      273.64
78     245.347     272.162
79     245.347      270.55
80     244.532     269.171
81     244.532     267.456
82     244.532     265.916
83     244.394     264.172
84     239.962     263.029
85     237.716     261.867
86     234.713     261.015
87     234.713     260.082
88     230.315     258.827
89     230.315     257.718
90     230.315     256.788
91     232.224     255.952
92     231.596     254.814
93     231.596      253.62
94     230.264     252.472
95     225.792      251.36
96     227.089      250.59
97     227.089     249.661
98     227.089     248.615
99     223.733     247.605
100       219.8     246.441
101     217.999     245.876
102     217.999     244.856
103     217.999     243.953
104     217.999     243.023
105     217.462      242.12
106     210.684     241.358
107     210.684      240.47
108     210.684     239.685
109     210.684     238.906
110     210.684     237.747
111     210.684      236.77
112     210.684     235.694
113     210.026     234.902
114     201.973     233.735
115     201.973     232.628
116     201.973     232.053
117     201.973     231.443
118     201.973     230.558
119     201.973     229.507
120     201.973     228.618
121     200.119     227.784
122     200.119     226.899
123     200.119     225.933
124     200.119     224.959
125     200.119     224.196
126     203.391     223.626
127     203.391     222.728
128     201.636     221.916
129     201.636     221.014
130      196.64     220.147
131     197.515     219.416
132     195.773     218.604
133     195.679     217.632
134     195.679     216.742
135     195.679     215.936
136     195.679     215.174
137     195.679     214.697
138     194.685     213.942
139     193.804     213.085
140     184.684     212.241
141     192.648     211.695
142     190.564      210.98
143     190.564     210.567
144     190.564     209.837
145     186.167     209.035
146      186.69     208.359
147      186.69     207.762
148      186.69     207.255
149      186.69     206.837
150      186.69     206.457
151     188.386     206.059
152      186.67     205.416
153      186.67     204.938
