GEN:      BEST_LOSS:      AVERAGE_LOSS: 
0     416.928     497.675
1     416.928     489.339
2     416.928     482.071
3     416.928     474.455
4     416.928         468
5     411.894     462.632
6     397.462     456.238
7     385.332     450.913
8     385.332     446.155
9     385.332     442.168
10     385.332      437.93
11      380.98     434.069
12      380.98     430.695
13      380.98      427.68
14      380.98     425.078
15     374.279     421.874
16     375.062     418.613
17     373.609      415.62
18     360.432     412.099
19     360.432     409.123
20     360.432     406.083
21     342.799     402.764
22     342.799     398.602
23     332.705     394.766
24     332.705     391.975
25     332.705     388.165
26     332.705      384.23
27     332.705     380.809
28     327.365     377.586
29     327.365      374.84
30     327.365      371.65
31     327.234     368.354
32     325.457     365.281
33     312.975      362.62
34     309.862     359.787
35     309.862     356.046
36     304.542     352.317
37     302.749     349.379
38     302.749     345.978
39     285.598     342.236
40     285.598     338.732
41     285.598     335.537
42     285.598     331.868
43     285.598     328.734
44     285.598     326.553
45     285.598     324.166
46     285.598     322.057
47     285.598     319.766
48     285.598     317.565
49     285.598     315.917
50     272.523     314.189
51     272.523     312.897
52     272.523     311.507
53     272.523     309.859
54     272.523     308.227
55     272.523      306.63
56     272.523     305.085
57     272.523     303.819
58     272.523     302.755
59     272.523     300.986
60     269.056     299.423
61     259.729     297.701
62     259.729     295.874
63     255.959     293.686
64     255.959     291.604
65     255.959     290.114
66     254.711     288.366
67     254.711      286.59
68     254.711     284.923
69     254.414     283.922
70     254.414     282.378
71     250.193     281.032
72     248.586     279.822
73      242.14     278.593
74      242.14     277.317
75      242.14     275.822
76      242.14     274.575
77      242.14     273.134
78      242.14     272.264
79      242.14      271.18
80      242.14     270.013
81      242.14     268.806
82      242.14     268.111
83      242.14     267.042
84      242.14      266.16
85      242.14     264.888
86     240.122     264.197
87     240.122      263.16
88     240.122     262.439
89     240.122     261.586
90     233.218     260.334
91     230.315     259.386
92     230.315     258.433
93     230.315      257.43
94     230.315     256.542
95     230.315     255.627
96     230.315     254.794
97     230.315     254.072
98     230.315     253.238
99     230.315     252.361
100     230.315     251.544
101     220.612     250.222
102     216.678     249.166
103     216.678     248.289
104     216.678     247.309
105     216.678      246.19
106     216.678     245.201
107     216.678     244.126
108     216.678     243.066
109     216.678     242.237
110     216.678     241.547
111      214.73     240.399
112      214.73     239.282
113      214.73     238.149
114      214.73     237.319
115     214.329     236.808
116     214.329     236.229
117     214.329     235.565
118     214.329     234.752
119     214.329     233.854
120     210.688     233.234
121     208.101     232.499
122     208.101     231.676
123     208.101     231.273
124     207.612     230.473
125     204.112      229.58
126     204.112     228.629
127     204.112     228.014
128     204.112     226.961
129      203.04     226.019
130      203.04     225.072
131     198.413      224.07
132     198.413     223.103
133     197.331      222.21
134     197.331     221.437
135     197.331     220.407
136     197.084     219.519
137     197.084     218.618
138     197.084     217.857
139     190.106     216.801
140     190.106     216.121
141     190.106     215.329
142     190.106      214.98
143     190.106     214.151
144     190.106     213.335
145     186.584     212.382
146     186.584      211.56
147     186.584     210.741
148     186.584     209.929
149     186.584     209.127
150     186.584     208.414
151     185.614     207.234
152     185.614     206.218
153     180.833     205.864
154     180.833     204.898
155     180.833     204.105
156     180.833     203.336
157     180.833     202.586
158     180.833     201.776
159     180.833     200.841
160       177.7     200.187
161       177.7      199.45
162       177.7     198.753
163       175.8     198.013
164       175.8     197.275
165     175.049     196.436
166     175.049     195.927
167     175.049     195.406
168     175.049       194.8
169     175.049      194.46
170     175.049     193.866
171     175.276     193.138
172     172.078     192.409
173     172.078     191.578
174     172.078     191.047
175     172.078     190.615
176     172.078     190.138
177     172.078      189.66
178      168.15     189.102
179     167.311     188.378
180     166.234     187.571
181     166.234     186.881
182     166.234     186.242
183     161.969     185.331
184     161.863      184.71
185     161.863     183.817
186     155.879     182.776
187     155.879      181.69
188     155.879     180.829
189     155.879     179.702
190     155.879     178.775
191     155.879     177.781
192     155.879     176.977
193     155.879     175.925
194     155.879     174.994
195     155.879     174.011
196     157.795     173.382
197     157.795     172.581
198     156.944     171.954
199     156.944     171.455
200     156.944     170.796
201     156.944     170.216
202     153.692     169.757
203     153.692     169.238
204     153.692     168.901
205     153.692     168.395
206     148.242      167.79
207     148.242     167.263
208     148.242     166.776
209     148.242     166.545
210     148.242     166.124
211     149.901     165.736
212     149.901     165.322
213     149.901     165.024
214     149.901     164.647
215     149.901     164.159
216     147.173      163.58
217     147.173     162.995
218     147.173     162.625
219     147.173     162.131
220     147.173     161.451
221     147.173     160.929
222     147.173     160.502
223     147.173     160.042
224     147.173     159.688
225     147.173     159.374
226     140.835     158.875
227     140.835     158.493
228     140.835     158.127
229     140.835     157.842
230     140.835      157.35
231     137.409     156.775
232     137.409     156.341
233     137.409     155.916
234     137.409     155.169
235     137.409     154.622
236      134.89     154.142
237      134.89     153.703
238      134.89     152.938
239      134.89     152.453
240      134.89     151.932
241     134.426     151.435
242     134.426     150.765
243     134.426      150.37
244     134.426     149.863
245     134.426     149.438
246     134.426     148.707
247     134.426     148.111
248     134.426     147.742
249     134.426     147.447
250     134.426     146.766
251     135.127      146.47
252     135.127      146.07
253     135.127     145.679
254     135.127     145.287
255     135.127     144.949
256     134.844     144.589
257     130.384     144.199
258     130.384     143.673
259     130.384     143.417
260     130.384     143.041
261     132.205     142.802
262     132.205      142.52
263     131.315     142.119
264     131.315     141.744
265     131.315     141.403
266     131.017     141.083
267     131.017     140.768
268     130.093     140.477
269     130.093     140.108
270     130.058     139.863
271     130.058     139.547
272     129.323     139.331
273     129.323     139.024
274     129.323     138.786
275     129.323     138.368
276     125.615     138.055
277     125.615     137.663
278     125.615     137.405
279     125.615     137.124
280     125.615     136.833
281     125.615     136.469
282     125.615     136.141
283     125.615     135.786
284     125.615     135.526
