GEN:      BEST_LOSS:      AVERAGE_LOSS: 
0     436.538     500.546
1     436.538     492.946
2     436.538     486.175
3      421.95     479.725
4     389.649     473.085
5     389.649     466.773
6     389.649      461.17
7     389.649      455.59
8     388.481     450.202
9     388.481     445.888
10     388.481     440.767
11     388.481      436.16
12     388.481     432.453
13     380.897     429.228
14     380.897     426.028
15     380.897     423.171
16     380.897      420.28
17     375.855     417.575
18     366.255     414.517
19     366.255     412.227
20     366.255      409.65
21     366.255     406.703
22     366.255     404.673
23      360.45     402.588
24      360.45     400.376
25      360.45     398.459
26      360.45     396.239
27     358.862     393.946
28     347.587     391.903
29     347.587      389.96
30     342.647     387.807
31     342.647     385.221
32      342.08     383.208
33      342.08     381.241
34      342.08     379.052
35      342.08     377.083
36     341.529     375.111
37     339.763     373.034
38     331.725      370.95
39      323.37     369.262
40      323.37     367.542
41      323.37     365.401
42      323.37     363.511
43      323.37     361.838
44     312.445     360.019
45     312.445     358.471
46     312.445     356.767
47     312.445     355.202
48     312.445     353.751
49     312.445     351.949
50     312.445     350.759
51     312.445     349.003
52     312.445     347.365
53     312.445     346.084
54     311.627     344.878
55     308.987     343.291
56     308.987     341.916
57     308.987     341.197
58     308.987     339.825
59     299.775     338.717
60     299.775     337.964
61     299.775     336.841
62     299.775     335.848
63     299.775     335.178
64     297.534     334.308
65     296.889      333.44
66     296.889     332.497
67     296.889     331.464
68     292.419      330.98
69     292.419     329.315
70     292.419     328.517
71     291.064     327.351
72     291.064     325.981
73     291.064     324.544
74     291.064     323.095
75     291.064      321.98
76     290.208     320.755
77     280.952     318.841
78     280.952     317.254
79      276.73     316.123
80      276.73     314.458
81      276.73     313.494
82      276.73     312.154
83      276.73      310.63
84      276.73     309.364
85      276.73     308.088
86      276.73     306.884
87      276.73     305.543
88      276.73     304.245
89      276.73     302.946
90      276.73     301.395
91     272.883      300.65
92     272.883     299.949
93     272.883     298.627
94     272.883     297.941
95     272.883     296.895
96     272.883     296.055
97     272.667     295.305
98     272.667     294.273
99     270.028     293.314
100     270.028      292.77
101     270.028     292.108
102     270.028     291.509
103      265.49     290.795
104      265.49     290.344
105     264.635     289.479
106     264.635     288.602
107     264.635     288.086
108      261.15      287.39
109      261.15     286.788
110      261.15     285.789
111      261.15     284.699
112      261.15     283.757
113      261.15     283.102
114      261.15     282.441
115      261.15     281.711
116      261.15     280.977
117      256.68     280.055
118      256.68     279.509
119      256.68     278.975
120     254.545     278.252
121     254.545     277.154
122      250.36     276.563
123      250.36      276.05
124      250.36     275.512
125      250.36     274.898
126      250.36     274.156
127      250.36     273.684
128      250.36     273.199
129     247.446     272.492
130     247.446     272.145
131     247.446     271.805
132     247.446     271.376
133     247.446     270.938
134     247.446     270.236
135     245.846     269.735
136     245.846     269.149
137     245.846     268.339
138     241.892     267.446
139     240.915     266.405
140     240.915     265.667
141     240.915     265.013
142     240.915     263.966
143     240.915     263.213
144     240.353     262.468
145     240.353     261.587
146     234.471     260.747
147     234.471     259.886
