T:   H:   H_ERR:   MU:   SIGMA:
  0.00243116   -0.444853  0.00249795    0.814118    0.601494
  0.00239469   -0.444853  0.00249795    0.814118    0.601494
  0.00235877   -0.445493  0.00160915    0.805047    0.635502
  0.00232339   -0.445493  0.00160915    0.805047    0.635502
  0.00228854   -0.445493  0.00160915    0.805047    0.635502
  0.00225421   -0.445493  0.00160915    0.805047    0.635502
   0.0022204   -0.445493  0.00160915    0.805047    0.635502
  0.00218709   -0.445493  0.00160915    0.805047    0.635502
  0.00215428   -0.445493  0.00160915    0.805047    0.635502
  0.00212197   -0.445493  0.00160915    0.805047    0.635502
  0.00209014   -0.445493  0.00160915    0.805047    0.635502
  0.00205879   -0.445493  0.00160915    0.805047    0.635502
  0.00202791    -0.44568  0.00145505    0.781912    0.614853
  0.00199749    -0.44568  0.00145505    0.781912    0.614853
  0.00196752    -0.44568  0.00145505    0.781912    0.614853
  0.00193801    -0.44568  0.00145505    0.781912    0.614853
  0.00190894   -0.443058  0.00221391     0.78942    0.620247
  0.00188031   -0.443058  0.00221391     0.78942    0.620247
   0.0018521   -0.441573  0.00170375    0.771796    0.616328
  0.00182432   -0.441573  0.00170375    0.771796    0.616328
  0.00179696     -0.4436  0.00145574    0.795425    0.597943
     0.00177     -0.4436  0.00145574    0.795425    0.597943
  0.00174345     -0.4436  0.00145574    0.795425    0.597943
   0.0017173     -0.4436  0.00145574    0.795425    0.597943
  0.00169154     -0.4436  0.00145574    0.795425    0.597943
  0.00166617     -0.4436  0.00145574    0.795425    0.597943
  0.00164118     -0.4436  0.00145574    0.795425    0.597943
  0.00161656   -0.444104  0.00212842     0.81625    0.611871
  0.00159231   -0.444104  0.00212842     0.81625    0.611871
  0.00156842   -0.444104  0.00212842     0.81625    0.611871
   0.0015449   -0.444104  0.00212842     0.81625    0.611871
  0.00152172   -0.444104  0.00212842     0.81625    0.611871
   0.0014989   -0.444104  0.00212842     0.81625    0.611871
  0.00147642   -0.444104  0.00212842     0.81625    0.611871
  0.00145427   -0.444104  0.00212842     0.81625    0.611871
  0.00143246   -0.444104  0.00212842     0.81625    0.611871
  0.00141097   -0.444104  0.00212842     0.81625    0.611871
   0.0013898   -0.442766  0.00141813    0.786641    0.612846
  0.00136896   -0.442766  0.00141813    0.786641    0.612846
  0.00134842   -0.442766  0.00141813    0.786641    0.612846
   0.0013282   -0.442766  0.00141813    0.786641    0.612846
  0.00130827   -0.441628  0.00193715    0.816779    0.595946
  0.00128865   -0.441628  0.00193715    0.816779    0.595946
  0.00126932   -0.441628  0.00193715    0.816779    0.595946
  0.00125028   -0.441628  0.00193715    0.816779    0.595946
  0.00123153   -0.442409  0.00159102    0.801164    0.618307
  0.00121305   -0.442409  0.00159102    0.801164    0.618307
  0.00119486   -0.442409  0.00159102    0.801164    0.618307
  0.00117693   -0.442409  0.00159102    0.801164    0.618307
  0.00115928   -0.442409  0.00159102    0.801164    0.618307
  0.00114189   -0.442409  0.00159102    0.801164    0.618307
  0.00112476   -0.442409  0.00159102    0.801164    0.618307
  0.00110789   -0.442409  0.00159102    0.801164    0.618307
  0.00109127   -0.441853  0.00200054    0.817803    0.620224
   0.0010749   -0.441853  0.00200054    0.817803    0.620224
  0.00105878   -0.442162  0.00169794    0.813885    0.604783
   0.0010429   -0.442162  0.00169794    0.813885    0.604783
  0.00102725   -0.442162  0.00169794    0.813885    0.604783
  0.00101185   -0.442162  0.00169794    0.813885    0.604783
 0.000996668   -0.442162  0.00169794    0.813885    0.604783
 0.000981718   -0.442162  0.00169794    0.813885    0.604783
 0.000966992   -0.442162  0.00169794    0.813885    0.604783
 0.000952487   -0.444536  0.00130469    0.794304    0.625473
   0.0009382   -0.444536  0.00130469    0.794304    0.625473
 0.000924127   -0.444536  0.00130469    0.794304    0.625473
 0.000910265   -0.444536  0.00130469    0.794304    0.625473
 0.000896611   -0.444536  0.00130469    0.794304    0.625473
 0.000883162   -0.444536  0.00130469    0.794304    0.625473
 0.000869915   -0.444536  0.00130469    0.794304    0.625473
 0.000856866   -0.444536  0.00130469    0.794304    0.625473
 0.000844013   -0.444536  0.00130469    0.794304    0.625473
 0.000831353   -0.444536  0.00130469    0.794304    0.625473
 0.000818882   -0.444536  0.00130469    0.794304    0.625473
 0.000806599   -0.444536  0.00130469    0.794304    0.625473
   0.0007945   -0.444536  0.00130469    0.794304    0.625473
 0.000782583   -0.440705   0.0019008    0.804403    0.644886
 0.000770844   -0.440705   0.0019008    0.804403    0.644886
 0.000759281   -0.440705   0.0019008    0.804403    0.644886
 0.000747892   -0.443182  0.00228624    0.832807    0.629477
 0.000736674   -0.443182  0.00228624    0.832807    0.629477
 0.000725624   -0.443182  0.00228624    0.832807    0.629477
 0.000714739   -0.443182  0.00228624    0.832807    0.629477
 0.000704018   -0.443182  0.00228624    0.832807    0.629477
 0.000693458   -0.443182  0.00228624    0.832807    0.629477
 0.000683056   -0.442853  0.00205703    0.816685    0.624399
  0.00067281   -0.442853  0.00205703    0.816685    0.624399
 0.000662718   -0.442853  0.00205703    0.816685    0.624399
 0.000652777   -0.442853  0.00205703    0.816685    0.624399
 0.000642986   -0.442853  0.00205703    0.816685    0.624399
 0.000633341   -0.442853  0.00205703    0.816685    0.624399
 0.000623841   -0.442853  0.00205703    0.816685    0.624399
 0.000614483   -0.442853  0.00205703    0.816685    0.624399
 0.000605266   -0.442853  0.00205703    0.816685    0.624399
 0.000596187   -0.443751  0.00182221    0.787411     0.63245
 0.000587244   -0.443751  0.00182221    0.787411     0.63245
 0.000578435   -0.443751  0.00182221    0.787411     0.63245
 0.000569759   -0.443751  0.00182221    0.787411     0.63245
 0.000561212   -0.443751  0.00182221    0.787411     0.63245
 0.000552794   -0.443751  0.00182221    0.787411     0.63245
 0.000544502   -0.443751  0.00182221    0.787411     0.63245
 0.000536335   -0.443751  0.00182221    0.787411     0.63245
  0.00052829   -0.443751  0.00182221    0.787411     0.63245
 0.000520365   -0.443751  0.00182221    0.787411     0.63245
  0.00051256   -0.444872  0.00203255     0.80638     0.61309
 0.000504872   -0.444872  0.00203255     0.80638     0.61309
 0.000497298   -0.444872  0.00203255     0.80638     0.61309
 0.000489839   -0.444872  0.00203255     0.80638     0.61309
 0.000482491   -0.444872  0.00203255     0.80638     0.61309
 0.000475254   -0.444872  0.00203255     0.80638     0.61309
 0.000468125   -0.444872  0.00203255     0.80638     0.61309
 0.000461103   -0.444872  0.00203255     0.80638     0.61309
 0.000454187   -0.444872  0.00203255     0.80638     0.61309
 0.000447374   -0.444872  0.00203255     0.80638     0.61309
 0.000440663   -0.444872  0.00203255     0.80638     0.61309
 0.000434053   -0.444872  0.00203255     0.80638     0.61309
 0.000427543   -0.444872  0.00203255     0.80638     0.61309
  0.00042113   -0.444872  0.00203255     0.80638     0.61309
 0.000414813   -0.444872  0.00203255     0.80638     0.61309
  0.00040859   -0.444872  0.00203255     0.80638     0.61309
 0.000402462   -0.444872  0.00203255     0.80638     0.61309
 0.000396425   -0.444872  0.00203255     0.80638     0.61309
 0.000390478   -0.444872  0.00203255     0.80638     0.61309
 0.000384621   -0.444872  0.00203255     0.80638     0.61309
 0.000378852   -0.444872  0.00203255     0.80638     0.61309
 0.000373169   -0.444872  0.00203255     0.80638     0.61309
 0.000367571   -0.444872  0.00203255     0.80638     0.61309
 0.000362058   -0.444872  0.00203255     0.80638     0.61309
 0.000356627   -0.444872  0.00203255     0.80638     0.61309
 0.000351278   -0.444872  0.00203255     0.80638     0.61309
 0.000346008   -0.444872  0.00203255     0.80638     0.61309
 0.000340818   -0.444872  0.00203255     0.80638     0.61309
 0.000335706   -0.444872  0.00203255     0.80638     0.61309
  0.00033067   -0.444872  0.00203255     0.80638     0.61309
  0.00032571   -0.444872  0.00203255     0.80638     0.61309
 0.000320825   -0.444872  0.00203255     0.80638     0.61309
 0.000316012   -0.444872  0.00203255     0.80638     0.61309
 0.000311272   -0.444872  0.00203255     0.80638     0.61309
 0.000306603   -0.444872  0.00203255     0.80638     0.61309
 0.000302004   -0.444872  0.00203255     0.80638     0.61309
 0.000297474   -0.444872  0.00203255     0.80638     0.61309
 0.000293012   -0.444872  0.00203255     0.80638     0.61309
 0.000288617   -0.444872  0.00203255     0.80638     0.61309
 0.000284287   -0.444872  0.00203255     0.80638     0.61309
 0.000280023   -0.444872  0.00203255     0.80638     0.61309
 0.000275823   -0.444872  0.00203255     0.80638     0.61309
 0.000271685   -0.446601  0.00202785    0.810316    0.619834
  0.00026761   -0.446601  0.00202785    0.810316    0.619834
 0.000263596   -0.446601  0.00202785    0.810316    0.619834
 0.000259642   -0.446601  0.00202785    0.810316    0.619834
 0.000255747   -0.446601  0.00202785    0.810316    0.619834
 0.000251911   -0.446601  0.00202785    0.810316    0.619834
 0.000248133   -0.446601  0.00202785    0.810316    0.619834
 0.000244411   -0.446601  0.00202785    0.810316    0.619834
 0.000240744   -0.446601  0.00202785    0.810316    0.619834
 0.000237133   -0.446601  0.00202785    0.810316    0.619834
 0.000233576   -0.446601  0.00202785    0.810316    0.619834
 0.000230073   -0.446601  0.00202785    0.810316    0.619834
 0.000226622   -0.446601  0.00202785    0.810316    0.619834
 0.000223222   -0.446601  0.00202785    0.810316    0.619834
 0.000219874   -0.446601  0.00202785    0.810316    0.619834
 0.000216576   -0.446601  0.00202785    0.810316    0.619834
 0.000213327   -0.446601  0.00202785    0.810316    0.619834
 0.000210127   -0.446601  0.00202785    0.810316    0.619834
 0.000206975   -0.446601  0.00202785    0.810316    0.619834
 0.000203871   -0.446601  0.00202785    0.810316    0.619834
 0.000200813   -0.446601  0.00202785    0.810316    0.619834
   0.0001978   -0.446601  0.00202785    0.810316    0.619834
 0.000194833   -0.446601  0.00202785    0.810316    0.619834
 0.000191911   -0.446601  0.00202785    0.810316    0.619834
 0.000189032   -0.446601  0.00202785    0.810316    0.619834
 0.000186197   -0.446601  0.00202785    0.810316    0.619834
 0.000183404   -0.446601  0.00202785    0.810316    0.619834
 0.000180653   -0.446601  0.00202785    0.810316    0.619834
 0.000177943   -0.446601  0.00202785    0.810316    0.619834
 0.000175274   -0.446601  0.00202785    0.810316    0.619834
 0.000172645   -0.446601  0.00202785    0.810316    0.619834
 0.000170055   -0.446601  0.00202785    0.810316    0.619834
 0.000167504   -0.446601  0.00202785    0.810316    0.619834
 0.000164992   -0.446601  0.00202785    0.810316    0.619834
 0.000162517   -0.446601  0.00202785    0.810316    0.619834
 0.000160079   -0.446601  0.00202785    0.810316    0.619834
 0.000157678   -0.446601  0.00202785    0.810316    0.619834
 0.000155313   -0.446601  0.00202785    0.810316    0.619834
 0.000152983   -0.446601  0.00202785    0.810316    0.619834
 0.000150688   -0.446601  0.00202785    0.810316    0.619834
 0.000148428   -0.446601  0.00202785    0.810316    0.619834
 0.000146201   -0.446601  0.00202785    0.810316    0.619834
 0.000144008   -0.446601  0.00202785    0.810316    0.619834
 0.000141848   -0.446601  0.00202785    0.810316    0.619834
 0.000139721   -0.446601  0.00202785    0.810316    0.619834
 0.000137625   -0.446601  0.00202785    0.810316    0.619834
  0.00013556   -0.446601  0.00202785    0.810316    0.619834
 0.000133527   -0.446601  0.00202785    0.810316    0.619834
 0.000131524   -0.446601  0.00202785    0.810316    0.619834
 0.000129551   -0.446601  0.00202785    0.810316    0.619834
 0.000127608   -0.446601  0.00202785    0.810316    0.619834
 0.000125694   -0.446601  0.00202785    0.810316    0.619834
 0.000123808   -0.446601  0.00202785    0.810316    0.619834
 0.000121951   -0.446601  0.00202785    0.810316    0.619834
 0.000120122   -0.446601  0.00202785    0.810316    0.619834
  0.00011832   -0.446601  0.00202785    0.810316    0.619834
 0.000116545   -0.446601  0.00202785    0.810316    0.619834
 0.000114797   -0.446601  0.00202785    0.810316    0.619834
 0.000113075   -0.446601  0.00202785    0.810316    0.619834
 0.000111379   -0.446601  0.00202785    0.810316    0.619834
 0.000109708   -0.446601  0.00202785    0.810316    0.619834
 0.000108063   -0.446601  0.00202785    0.810316    0.619834
 0.000106442   -0.446601  0.00202785    0.810316    0.619834
 0.000104845   -0.446601  0.00202785    0.810316    0.619834
 0.000103273   -0.446601  0.00202785    0.810316    0.619834
 0.000101724   -0.446601  0.00202785    0.810316    0.619834
 0.000100198   -0.446601  0.00202785    0.810316    0.619834
 9.86947e-05   -0.446601  0.00202785    0.810316    0.619834
 9.72143e-05   -0.446601  0.00202785    0.810316    0.619834
 9.57561e-05   -0.446601  0.00202785    0.810316    0.619834
 9.43197e-05   -0.446601  0.00202785    0.810316    0.619834
 9.29049e-05   -0.446601  0.00202785    0.810316    0.619834
 9.15113e-05   -0.446601  0.00202785    0.810316    0.619834
 9.01387e-05   -0.446601  0.00202785    0.810316    0.619834
 8.87866e-05   -0.446601  0.00202785    0.810316    0.619834
 8.74548e-05   -0.446601  0.00202785    0.810316    0.619834
  8.6143e-05   -0.446686  0.00156554    0.794858    0.627211
 8.48508e-05   -0.446686  0.00156554    0.794858    0.627211
 8.35781e-05   -0.446686  0.00156554    0.794858    0.627211
 8.23244e-05   -0.446686  0.00156554    0.794858    0.627211
 8.10895e-05   -0.446686  0.00156554    0.794858    0.627211
 7.98732e-05   -0.446686  0.00156554    0.794858    0.627211
 7.86751e-05   -0.446686  0.00156554    0.794858    0.627211
  7.7495e-05   -0.446686  0.00156554    0.794858    0.627211
 7.63325e-05   -0.446686  0.00156554    0.794858    0.627211
 7.51876e-05   -0.446686  0.00156554    0.794858    0.627211
 7.40597e-05   -0.446686  0.00156554    0.794858    0.627211
 7.29488e-05   -0.446686  0.00156554    0.794858    0.627211
 7.18546e-05   -0.446686  0.00156554    0.794858    0.627211
 7.07768e-05   -0.446686  0.00156554    0.794858    0.627211
 6.97151e-05   -0.446686  0.00156554    0.794858    0.627211
 6.86694e-05   -0.446686  0.00156554    0.794858    0.627211
 6.76394e-05   -0.446686  0.00156554    0.794858    0.627211
 6.66248e-05   -0.446686  0.00156554    0.794858    0.627211
 6.56254e-05   -0.446686  0.00156554    0.794858    0.627211
  6.4641e-05   -0.446686  0.00156554    0.794858    0.627211
 6.36714e-05   -0.446686  0.00156554    0.794858    0.627211
 6.27163e-05   -0.446686  0.00156554    0.794858    0.627211
 6.17756e-05   -0.446686  0.00156554    0.794858    0.627211
  6.0849e-05   -0.446686  0.00156554    0.794858    0.627211
 5.99362e-05   -0.446686  0.00156554    0.794858    0.627211
 5.90372e-05   -0.446686  0.00156554    0.794858    0.627211
 5.81516e-05   -0.446686  0.00156554    0.794858    0.627211
 5.72794e-05   -0.446865  0.00208982    0.802902    0.616052
 5.64202e-05   -0.446865  0.00208982    0.802902    0.616052
 5.55739e-05   -0.447538  0.00201495     0.82332     0.61395
 5.47403e-05   -0.447538  0.00201495     0.82332     0.61395
 5.39191e-05   -0.447538  0.00201495     0.82332     0.61395
 5.31104e-05   -0.447538  0.00201495     0.82332     0.61395
 5.23137e-05   -0.447538  0.00201495     0.82332     0.61395
  5.1529e-05   -0.447538  0.00201495     0.82332     0.61395
 5.07561e-05   -0.447538  0.00201495     0.82332     0.61395
 4.99947e-05   -0.447538  0.00201495     0.82332     0.61395
 4.92448e-05   -0.447538  0.00201495     0.82332     0.61395
 4.85061e-05   -0.447538  0.00201495     0.82332     0.61395
 4.77785e-05   -0.447538  0.00201495     0.82332     0.61395
 4.70619e-05   -0.447538  0.00201495     0.82332     0.61395
 4.63559e-05   -0.447538  0.00201495     0.82332     0.61395
 4.56606e-05   -0.447538  0.00201495     0.82332     0.61395
 4.49757e-05   -0.447538  0.00201495     0.82332     0.61395
  4.4301e-05   -0.447538  0.00201495     0.82332     0.61395
 4.36365e-05   -0.447538  0.00201495     0.82332     0.61395
  4.2982e-05   -0.447538  0.00201495     0.82332     0.61395
 4.23373e-05   -0.447538  0.00201495     0.82332     0.61395
 4.17022e-05   -0.447538  0.00201495     0.82332     0.61395
 4.10767e-05   -0.447538  0.00201495     0.82332     0.61395
 4.04605e-05   -0.447538  0.00201495     0.82332     0.61395
 3.98536e-05   -0.447538  0.00201495     0.82332     0.61395
 3.92558e-05   -0.447538  0.00201495     0.82332     0.61395
  3.8667e-05   -0.447538  0.00201495     0.82332     0.61395
  3.8087e-05   -0.447538  0.00201495     0.82332     0.61395
 3.75157e-05   -0.447538  0.00201495     0.82332     0.61395
 3.69529e-05   -0.447538  0.00201495     0.82332     0.61395
 3.63986e-05   -0.447538  0.00201495     0.82332     0.61395
 3.58526e-05   -0.447538  0.00201495     0.82332     0.61395
 3.53149e-05   -0.447538  0.00201495     0.82332     0.61395
 3.47851e-05   -0.447538  0.00201495     0.82332     0.61395
 3.42634e-05   -0.447538  0.00201495     0.82332     0.61395
 3.37494e-05   -0.447538  0.00201495     0.82332     0.61395
 3.32432e-05   -0.447538  0.00201495     0.82332     0.61395
 3.27445e-05   -0.447538  0.00201495     0.82332     0.61395
 3.22534e-05   -0.447538  0.00201495     0.82332     0.61395
 3.17696e-05   -0.447538  0.00201495     0.82332     0.61395
  3.1293e-05   -0.447538  0.00201495     0.82332     0.61395
 3.08236e-05   -0.447538  0.00201495     0.82332     0.61395
 3.03613e-05   -0.447538  0.00201495     0.82332     0.61395
 2.99058e-05   -0.447538  0.00201495     0.82332     0.61395
 2.94573e-05   -0.447538  0.00201495     0.82332     0.61395
 2.90154e-05   -0.447538  0.00201495     0.82332     0.61395
 2.85802e-05   -0.447538  0.00201495     0.82332     0.61395
 2.81515e-05   -0.447538  0.00201495     0.82332     0.61395
 2.77292e-05   -0.447538  0.00201495     0.82332     0.61395
 2.73133e-05   -0.447538  0.00201495     0.82332     0.61395
 2.69036e-05   -0.447538  0.00201495     0.82332     0.61395
    2.65e-05   -0.447538  0.00201495     0.82332     0.61395
 2.61025e-05   -0.447538  0.00201495     0.82332     0.61395
  2.5711e-05   -0.447538  0.00201495     0.82332     0.61395
 2.53253e-05   -0.447538  0.00201495     0.82332     0.61395
 2.49454e-05   -0.447538  0.00201495     0.82332     0.61395
 2.45712e-05   -0.447538  0.00201495     0.82332     0.61395
 2.42027e-05   -0.447538  0.00201495     0.82332     0.61395
 2.38396e-05   -0.447538  0.00201495     0.82332     0.61395
  2.3482e-05   -0.447538  0.00201495     0.82332     0.61395
 2.31298e-05   -0.447538  0.00201495     0.82332     0.61395
 2.27829e-05   -0.447538  0.00201495     0.82332     0.61395
 2.24411e-05   -0.447538  0.00201495     0.82332     0.61395
 2.21045e-05   -0.447538  0.00201495     0.82332     0.61395
 2.17729e-05   -0.447538  0.00201495     0.82332     0.61395
 2.14463e-05   -0.447538  0.00201495     0.82332     0.61395
 2.11246e-05   -0.447538  0.00201495     0.82332     0.61395
 2.08078e-05   -0.447538  0.00201495     0.82332     0.61395
 2.04957e-05   -0.447538  0.00201495     0.82332     0.61395
 2.01882e-05   -0.447538  0.00201495     0.82332     0.61395
 1.98854e-05   -0.447538  0.00201495     0.82332     0.61395
 1.95871e-05   -0.447538  0.00201495     0.82332     0.61395
 1.92933e-05   -0.447538  0.00201495     0.82332     0.61395
 1.90039e-05   -0.447538  0.00201495     0.82332     0.61395
 1.87188e-05   -0.447538  0.00201495     0.82332     0.61395
 1.84381e-05   -0.447538  0.00201495     0.82332     0.61395
 1.81615e-05   -0.447538  0.00201495     0.82332     0.61395
 1.78891e-05   -0.447538  0.00201495     0.82332     0.61395
 1.76207e-05   -0.447538  0.00201495     0.82332     0.61395
 1.73564e-05   -0.447538  0.00201495     0.82332     0.61395
 1.70961e-05   -0.447538  0.00201495     0.82332     0.61395
 1.68396e-05   -0.447538  0.00201495     0.82332     0.61395
  1.6587e-05   -0.447538  0.00201495     0.82332     0.61395
 1.63382e-05   -0.447538  0.00201495     0.82332     0.61395
 1.60932e-05   -0.447538  0.00201495     0.82332     0.61395
 1.58518e-05   -0.447538  0.00201495     0.82332     0.61395
  1.5614e-05   -0.447538  0.00201495     0.82332     0.61395
 1.53798e-05   -0.447538  0.00201495     0.82332     0.61395
 1.51491e-05   -0.447538  0.00201495     0.82332     0.61395
 1.49218e-05   -0.447538  0.00201495     0.82332     0.61395
  1.4698e-05   -0.447538  0.00201495     0.82332     0.61395
 1.44776e-05   -0.447538  0.00201495     0.82332     0.61395
 1.42604e-05   -0.447538  0.00201495     0.82332     0.61395
 1.40465e-05   -0.447538  0.00201495     0.82332     0.61395
 1.38358e-05   -0.447538  0.00201495     0.82332     0.61395
 1.36282e-05   -0.447538  0.00201495     0.82332     0.61395
 1.34238e-05   -0.447538  0.00201495     0.82332     0.61395
 1.32225e-05   -0.447538  0.00201495     0.82332     0.61395
 1.30241e-05   -0.447538  0.00201495     0.82332     0.61395
 1.28288e-05   -0.447538  0.00201495     0.82332     0.61395
 1.26363e-05   -0.447538  0.00201495     0.82332     0.61395
 1.24468e-05   -0.447538  0.00201495     0.82332     0.61395
 1.22601e-05   -0.447538  0.00201495     0.82332     0.61395
 1.20762e-05   -0.447538  0.00201495     0.82332     0.61395
  1.1895e-05   -0.447538  0.00201495     0.82332     0.61395
 1.17166e-05   -0.447538  0.00201495     0.82332     0.61395
 1.15409e-05   -0.447538  0.00201495     0.82332     0.61395
 1.13678e-05   -0.447538  0.00201495     0.82332     0.61395
 1.11972e-05   -0.447538  0.00201495     0.82332     0.61395
 1.10293e-05   -0.447538  0.00201495     0.82332     0.61395
 1.08638e-05   -0.447538  0.00201495     0.82332     0.61395
 1.07009e-05   -0.447538  0.00201495     0.82332     0.61395
 1.05404e-05   -0.447538  0.00201495     0.82332     0.61395
 1.03823e-05   -0.447538  0.00201495     0.82332     0.61395
 1.02265e-05   -0.447538  0.00201495     0.82332     0.61395
 1.00731e-05   -0.447538  0.00201495     0.82332     0.61395
 9.92204e-06   -0.447538  0.00201495     0.82332     0.61395
 9.77321e-06   -0.447538  0.00201495     0.82332     0.61395
 9.62661e-06   -0.447538  0.00201495     0.82332     0.61395
 9.48221e-06   -0.447538  0.00201495     0.82332     0.61395
 9.33998e-06   -0.447538  0.00201495     0.82332     0.61395
 9.19988e-06   -0.447538  0.00201495     0.82332     0.61395
 9.06188e-06   -0.447538  0.00201495     0.82332     0.61395
 8.92595e-06   -0.447538  0.00201495     0.82332     0.61395
 8.79206e-06   -0.447538  0.00201495     0.82332     0.61395
 8.66018e-06   -0.447538  0.00201495     0.82332     0.61395
 8.53028e-06   -0.447538  0.00201495     0.82332     0.61395
 8.40232e-06   -0.447538  0.00201495     0.82332     0.61395
 8.27629e-06   -0.447538  0.00201495     0.82332     0.61395
 8.15214e-06   -0.447538  0.00201495     0.82332     0.61395
 8.02986e-06   -0.447538  0.00201495     0.82332     0.61395
 7.90941e-06   -0.447538  0.00201495     0.82332     0.61395
 7.79077e-06   -0.447538  0.00201495     0.82332     0.61395
 7.67391e-06   -0.447538  0.00201495     0.82332     0.61395
  7.5588e-06   -0.447538  0.00201495     0.82332     0.61395
 7.44542e-06   -0.447538  0.00201495     0.82332     0.61395
 7.33374e-06   -0.447538  0.00201495     0.82332     0.61395
 7.22373e-06   -0.447538  0.00201495     0.82332     0.61395
 7.11538e-06   -0.447538  0.00201495     0.82332     0.61395
 7.00865e-06   -0.447538  0.00201495     0.82332     0.61395
 6.90352e-06   -0.447538  0.00201495     0.82332     0.61395
 6.79996e-06   -0.447538  0.00201495     0.82332     0.61395
 6.69796e-06   -0.447538  0.00201495     0.82332     0.61395
 6.59749e-06   -0.447538  0.00201495     0.82332     0.61395
 6.49853e-06   -0.447538  0.00201495     0.82332     0.61395
 6.40105e-06   -0.447538  0.00201495     0.82332     0.61395
 6.30504e-06   -0.447538  0.00201495     0.82332     0.61395
 6.21046e-06   -0.447538  0.00201495     0.82332     0.61395
 6.11731e-06   -0.448061  0.00191223    0.800714    0.617818
 6.02555e-06   -0.448061  0.00191223    0.800714    0.617818
 5.93516e-06   -0.448061  0.00191223    0.800714    0.617818
 5.84614e-06   -0.448061  0.00191223    0.800714    0.617818
 5.75844e-06   -0.448061  0.00191223    0.800714    0.617818
 5.67207e-06   -0.448061  0.00191223    0.800714    0.617818
 5.58699e-06   -0.448061  0.00191223    0.800714    0.617818
 5.50318e-06   -0.448061  0.00191223    0.800714    0.617818
 5.42063e-06   -0.448061  0.00191223    0.800714    0.617818
 5.33932e-06   -0.448061  0.00191223    0.800714    0.617818
 5.25923e-06   -0.448061  0.00191223    0.800714    0.617818
 5.18035e-06   -0.448061  0.00191223    0.800714    0.617818
 5.10264e-06   -0.448061  0.00191223    0.800714    0.617818
  5.0261e-06   -0.448061  0.00191223    0.800714    0.617818
 4.95071e-06   -0.448061  0.00191223    0.800714    0.617818
 4.87645e-06   -0.448061  0.00191223    0.800714    0.617818
  4.8033e-06   -0.448061  0.00191223    0.800714    0.617818
 4.73125e-06   -0.448061  0.00191223    0.800714    0.617818
 4.66028e-06   -0.448061  0.00191223    0.800714    0.617818
 4.59038e-06   -0.448061  0.00191223    0.800714    0.617818
 4.52152e-06   -0.448061  0.00191223    0.800714    0.617818
  4.4537e-06   -0.449661  0.00145851    0.802098    0.607753
  4.3869e-06   -0.449661  0.00145851    0.802098    0.607753
 4.32109e-06   -0.449661  0.00145851    0.802098    0.607753
 4.25628e-06   -0.449661  0.00145851    0.802098    0.607753
 4.19243e-06   -0.449661  0.00145851    0.802098    0.607753
 4.12955e-06   -0.449661  0.00145851    0.802098    0.607753
  4.0676e-06   -0.449661  0.00145851    0.802098    0.607753
 4.00659e-06   -0.449661  0.00145851    0.802098    0.607753
 3.94649e-06   -0.449661  0.00145851    0.802098    0.607753
 3.88729e-06   -0.449661  0.00145851    0.802098    0.607753
 3.82898e-06   -0.449661  0.00145851    0.802098    0.607753
 3.77155e-06   -0.449661  0.00145851    0.802098    0.607753
 3.71497e-06   -0.449661  0.00145851    0.802098    0.607753
 3.65925e-06   -0.449661  0.00145851    0.802098    0.607753
 3.60436e-06   -0.449661  0.00145851    0.802098    0.607753
  3.5503e-06   -0.449661  0.00145851    0.802098    0.607753
 3.49704e-06   -0.449661  0.00145851    0.802098    0.607753
 3.44459e-06   -0.449661  0.00145851    0.802098    0.607753
 3.39292e-06   -0.449661  0.00145851    0.802098    0.607753
 3.34202e-06   -0.449661  0.00145851    0.802098    0.607753
 3.29189e-06   -0.449661  0.00145851    0.802098    0.607753
 3.24251e-06   -0.449661  0.00145851    0.802098    0.607753
 3.19388e-06   -0.449661  0.00145851    0.802098    0.607753
 3.14597e-06   -0.449661  0.00145851    0.802098    0.607753
 3.09878e-06   -0.449661  0.00145851    0.802098    0.607753
  3.0523e-06   -0.449661  0.00145851    0.802098    0.607753
 3.00651e-06   -0.449661  0.00145851    0.802098    0.607753
 2.96142e-06   -0.449661  0.00145851    0.802098    0.607753
 2.91699e-06   -0.449661  0.00145851    0.802098    0.607753
 2.87324e-06   -0.449661  0.00145851    0.802098    0.607753
 2.83014e-06   -0.449661  0.00145851    0.802098    0.607753
 2.78769e-06   -0.449661  0.00145851    0.802098    0.607753
 2.74587e-06   -0.449661  0.00145851    0.802098    0.607753
 2.70468e-06   -0.449661  0.00145851    0.802098    0.607753
 2.66411e-06   -0.449661  0.00145851    0.802098    0.607753
 2.62415e-06   -0.449661  0.00145851    0.802098    0.607753
 2.58479e-06   -0.449661  0.00145851    0.802098    0.607753
 2.54602e-06   -0.449661  0.00145851    0.802098    0.607753
 2.50783e-06   -0.449661  0.00145851    0.802098    0.607753
 2.47021e-06   -0.449661  0.00145851    0.802098    0.607753
 2.43316e-06   -0.449661  0.00145851    0.802098    0.607753
 2.39666e-06   -0.449661  0.00145851    0.802098    0.607753
 2.36071e-06   -0.449661  0.00145851    0.802098    0.607753
  2.3253e-06   -0.449661  0.00145851    0.802098    0.607753
 2.29042e-06   -0.449661  0.00145851    0.802098    0.607753
 2.25606e-06   -0.449661  0.00145851    0.802098    0.607753
 2.22222e-06   -0.449661  0.00145851    0.802098    0.607753
