#     BLOCK:  ACTUAL_PSI:     PSI_AVE:      ERROR:
          17        0.25   0.0311529 6.33071e-07
          17        0.35   0.0338176 8.18468e-07
          17        0.45   0.0372941 7.59245e-07
          17        0.55   0.0391235 8.31911e-07
          17        0.65   0.0394471 8.11943e-07
          17        0.75   0.0436706 7.40026e-07
          17        0.85   0.0420941 1.00115e-06
          17        0.95   0.0382471 7.13416e-07
          17        1.05   0.0351882 6.51236e-07
          17        1.15   0.0275529 6.32303e-07
          17        1.25   0.0223588 5.91066e-07
          17        1.35   0.0178412 5.69696e-07
          17        1.45   0.0124235 4.95916e-07
          17        1.55  0.00875882 3.42475e-07
          17        1.65  0.00600588 3.59056e-07
          17        1.75  0.00347059 1.64986e-07
          17        1.85  0.00226471 2.15429e-07
          17        1.95  0.00118235 1.62113e-07
          18       -1.95     0.00155 1.35984e-07
          18       -1.85  0.00204444 1.96098e-07
          18       -1.75  0.00329444 2.21382e-07
          18       -1.65  0.00526667 2.56482e-07
          18       -1.55  0.00849444 3.04297e-07
          18       -1.45   0.0123833 5.52771e-07
          18       -1.35   0.0175556 2.98615e-07
          18       -1.25   0.0227556 6.71387e-07
          18       -1.15   0.0286222 6.37389e-07
          18       -1.05   0.0343611 9.18102e-07
          18       -0.95   0.0389111 8.55773e-07
          18       -0.85   0.0402722 6.57275e-07
          18       -0.75   0.0425056 1.07709e-06
          18       -0.65   0.0412389 7.78782e-07
          18       -0.55   0.0394111 7.45873e-07
          18       -0.45   0.0368222 8.49836e-07
          18       -0.35   0.0332556 8.55858e-07
          18       -0.25   0.0312944 8.60779e-07
          18       -0.15   0.0301944 6.81026e-07
          18       -0.05   0.0282167 6.40769e-07
          18        0.05   0.0278611  7.5825e-07
          18        0.15   0.0303222 6.62103e-07
          18        0.25   0.0310333 6.09261e-07
          18        0.35   0.0338278 7.73216e-07
          18        0.45   0.0371556 7.29796e-07
          18        0.55   0.0391611 7.86703e-07
          18        0.65   0.0396167 7.84577e-07
          18        0.75      0.0436 7.02427e-07
          18        0.85   0.0418833 9.67749e-07
          18        0.95   0.0382889 6.75147e-07
          18        1.05   0.0350611 6.27516e-07
          18        1.15   0.0275611 5.97347e-07
          18        1.25     0.02235 5.58407e-07
          18        1.35   0.0179778 5.54356e-07
          18        1.45   0.0124889 4.72765e-07
          18        1.55  0.00889444 3.49441e-07
          18        1.65  0.00590556 3.52972e-07
          18        1.75  0.00343889  1.5888e-07
          18        1.85  0.00223889 2.05049e-07
          18        1.95      0.0012 1.54098e-07
          19       -1.95  0.00149474 1.39638e-07
          19       -1.85  0.00205789 1.86221e-07
          19       -1.75  0.00324737 2.14677e-07
          19       -1.65  0.00517895 2.57583e-07
          19       -1.55  0.00846316 2.89863e-07
          19       -1.45   0.0123158 5.27754e-07
          19       -1.35      0.0175 2.88014e-07
          19       -1.25   0.0227947 6.37134e-07
          19       -1.15   0.0288842  6.5563e-07
          19       -1.05   0.0344263 8.72016e-07
          19       -0.95   0.0392263 8.66993e-07
          19       -0.85   0.0401526 6.33451e-07
          19       -0.75   0.0428947 1.08863e-06
          19       -0.65   0.0409842 7.78419e-07
          19       -0.55   0.0393263  7.1137e-07
          19       -0.45   0.0366474 8.22894e-07
          19       -0.35   0.0331158 8.22113e-07
          19       -0.25   0.0313579 8.17738e-07
          19       -0.15   0.0300474 6.60875e-07
          19       -0.05   0.0282684 6.09079e-07
          19        0.05   0.0280842 7.50509e-07
          19        0.15   0.0303421 6.27493e-07
          19        0.25   0.0312053 6.01007e-07
          19        0.35   0.0341211 7.86324e-07
          19        0.45   0.0370789 6.95342e-07
          19        0.55   0.0389737 7.67318e-07
          19        0.65   0.0395263 7.48415e-07
          19        0.75   0.0434737 6.76701e-07
          19        0.85   0.0416947 9.34998e-07
          19        0.95   0.0381316 6.57697e-07
          19        1.05   0.0348105 6.42717e-07
          19        1.15   0.0277632 5.99187e-07
          19        1.25   0.0223632  5.2912e-07
          19        1.35   0.0180316 5.27743e-07
          19        1.45   0.0126053 4.61998e-07
          19        1.55  0.00896842 3.38789e-07
          19        1.65  0.00588947 3.34729e-07
          19        1.75  0.00344737  1.5073e-07
          19        1.85  0.00221579  1.9554e-07
          19        1.95  0.00118421 1.46784e-07
          20       -1.95    0.001505 1.33021e-07
          20       -1.85     0.00206 1.76904e-07
          20       -1.75     0.00319  2.1148e-07
          20       -1.65     0.00524  2.5184e-07
          20       -1.55     0.00852 2.80883e-07
          20       -1.45    0.012255 5.04819e-07
          20       -1.35    0.017295 3.39018e-07
          20       -1.25    0.022775 6.05524e-07
          20       -1.15    0.028935 6.24759e-07
          20       -1.05    0.034375 8.29847e-07
          20       -0.95     0.03919 8.24324e-07
          20       -0.85     0.03985 6.70389e-07
          20       -0.75     0.04287 1.03437e-06
          20       -0.65     0.04098 7.39436e-07
          20       -0.55     0.03913 7.02408e-07
          20       -0.45    0.036695 7.83054e-07
          20       -0.35     0.03315 7.81643e-07
          20       -0.25     0.03135 7.76812e-07
          20       -0.15     0.03006  6.2789e-07
          20       -0.05     0.02828 5.78678e-07
          20        0.05     0.02813 7.14314e-07
          20        0.15    0.030365 5.96478e-07
          20        0.25     0.03123  5.7141e-07
          20        0.35     0.03415 7.47467e-07
          20        0.45    0.036805 7.12638e-07
          20        0.55    0.038925 7.30428e-07
          20        0.65      0.0399 7.99126e-07
          20        0.75     0.04393 7.82176e-07
          20        0.85    0.041735 8.89029e-07
          20        0.95     0.03858 7.62959e-07
          20        1.05    0.034675 6.24702e-07
          20        1.15     0.02756 6.02762e-07
          20        1.25     0.02223 5.19165e-07
          20        1.35    0.018145 5.13398e-07
          20        1.45    0.012555 4.41591e-07
          20        1.55     0.00901 3.24369e-07
          20        1.65     0.00595 3.23408e-07
          20        1.75    0.003365  1.6423e-07
          20        1.85    0.002195 1.86851e-07
          20        1.95     0.00114 1.45963e-07
