GEN:      BEST_LOSS:      AVERAGE_LOSS: 
0      428.89      499.49
1      428.89      491.84
2      428.89     485.624
3      428.89     479.678
4     416.691     473.436
5     413.787     467.425
6     413.787     461.815
7     399.937     457.164
8     399.937     453.062
9     392.019     449.635
10     392.019     446.216
11     390.084     442.748
12     379.238     439.514
13     379.238      435.82
14     379.238     431.994
15     373.875     428.318
16     373.875     425.222
17     373.875     422.453
18     368.928     419.195
19     368.928     415.929
20     354.295     411.967
21     354.295     408.562
22     354.295     405.708
23     354.295     402.647
24     354.295     399.294
25     350.676     396.411
26     350.676     393.754
27     350.676     391.226
28     350.676     389.146
29     349.787     386.517
30     349.787     384.024
31     336.115     381.987
32     336.115     379.658
33     336.115     377.372
34     336.115     375.527
35     334.397     373.576
36     334.397     371.464
37     334.397     369.963
38     334.397     368.029
39     334.397      366.24
40     334.397     364.829
41     332.439     363.378
42     332.439     362.212
43     332.439     361.001
44     326.571     359.626
45     326.571     358.185
46     326.571     357.145
47     326.571     356.206
48     326.571     355.073
49     326.571     354.042
50     326.571     352.865
51     324.363     351.728
52     324.363     350.711
53     324.363     350.034
54     321.588     349.061
55     321.588     347.736
56     314.274     346.564
57     314.274      345.17
58     314.274     344.475
59     314.274     343.469
60     314.274     342.536
61     314.274     341.767
62     309.776     340.986
63     309.776     340.172
64     309.776     339.411
65     309.776     338.476
66     298.713     337.293
67     298.713     336.671
68     298.713     335.685
69     298.713     334.653
70     298.713     333.209
71     271.362      331.66
72     271.362     330.149
73     271.362     328.803
74     271.362     327.369
75     271.362     326.314
76     271.362     325.055
77     271.362     323.701
78     271.362     322.374
79     271.362     321.279
80     271.362     320.073
81     271.362     319.382
82     271.362     318.071
83     271.362     317.011
84     271.362     316.227
85     271.362     315.262
86     258.833     313.984
87     258.833     313.122
88     258.833     311.776
89     258.833     310.323
90     258.833     309.206
91     258.833      308.07
92     258.833     307.044
93     258.833     305.699
94     258.833      304.55
95     258.833     303.361
96     254.576     301.993
97     254.576     301.022
98     254.576     299.483
99     254.576     298.166
100     254.576     296.293
101     243.133     294.694
102     243.133     292.965
103     243.133     290.909
104     243.133     289.087
105     243.133     287.216
106     243.133     285.083
107     243.133     283.364
108     243.133     281.428
109     243.133     280.176
110     243.133      278.89
111     243.133     277.289
112     243.133     276.206
113     243.133     274.689
114     242.564     273.257
115     242.564     272.101
116     242.564     270.624
117     238.304      269.38
118     238.304     267.978
119     237.912     266.602
120     237.218     265.635
121     237.218     264.515
122     237.218      263.23
123     224.766     261.847
124     224.766     260.287
125     224.766     258.816
126     224.766     257.741
127     224.766     256.194
128     220.701     255.216
129     220.701     254.142
130     220.701     253.357
131     220.701     252.097
132     220.701     250.965
133     220.701     249.822
134     220.701     248.821
135     220.701     247.744
136     220.701      246.56
137     220.701     245.545
138     213.073     244.261
139     213.073      243.33
140     213.073     242.444
141     213.073     241.603
142     213.073     240.744
143     213.073     239.716
144     213.073     238.709
145     213.073     238.298
146     213.073     237.607
147     213.073     237.329
148     213.073     236.566
149     213.073     235.888
150     213.073     235.249
151     207.197     234.235
152     207.197     233.673
153     207.197     232.698
154     207.197     232.181
155     207.197     231.348
156     204.246     230.548
157     204.246     229.803
158     204.246      229.12
159     204.246      228.41
160     204.246     227.644
161      201.65     226.884
162      201.65     226.534
163      201.65     225.873
164      201.65     225.232
165      201.65     224.605
166     200.992     224.197
167     200.992     223.603
168     200.992      222.99
169     200.992      222.64
170     200.992     222.203
171      193.99     221.619
172      193.99     221.073
173      193.99     220.652
174      193.99     220.004
175      193.99     219.466
176      193.99     218.574
177     192.482     217.861
178     191.202     217.173
179     191.202     216.196
180     191.202     215.744
181     191.202     215.244
182     191.202     214.434
183     191.202     213.735
184     191.202     212.897
185      186.42     212.438
186     183.462     211.604
187     183.462      210.71
188     183.462     210.097
189     183.462      209.31
190     183.462     208.764
191     183.462     207.974
192     183.462     207.134
193     183.462     206.365
194     183.462     205.647
195     183.462     205.107
196     183.462     204.375
197     183.462     203.687
198     183.462     203.028
199     183.462     202.791
200     183.462     202.487
201     176.308     201.875
