GEN:      BEST_LOSS:      AVERAGE_LOSS: 
0      441.08     499.579
1      441.08      492.34
2     412.725     485.732
3     412.725     479.504
4     412.725     473.977
5     410.822     468.371
6     410.822     463.437
7     403.965     458.705
8     403.965     454.214
9     397.361     448.963
10     394.068     444.242
11     382.086     440.137
12     367.669     436.011
13     365.187     431.318
14     365.187     427.014
15     365.187     422.421
16     361.555     418.315
17     361.555     414.361
18     361.555     410.126
19     361.555     405.651
20     361.555     402.127
21      360.93     398.719
22     353.522     395.822
23     353.522     392.626
24     343.172     389.524
25     343.172     387.082
26     343.172     384.759
27     343.172     382.825
28     339.101     380.562
29     339.101     378.235
30     339.101     376.215
31     339.101     374.379
32     339.101     372.789
33     339.101     371.096
34     339.101     369.734
35     337.174      368.42
36     331.446     367.287
37     331.446     365.558
38     331.446     364.644
39     331.446     363.023
40     327.511     361.635
41     327.511     360.396
42     326.305     359.308
43     326.305     358.179
44      325.46     356.904
45      325.46     355.473
46     312.746     353.886
47     312.746     352.962
48     312.746     351.923
49     312.746     350.505
50     311.302     348.821
51     310.822     347.279
52     305.769     346.026
53     305.769     344.789
54     305.769     343.279
55     304.622     341.856
56       300.8     340.312
57       300.8     338.912
58     298.498     337.296
59     298.498     335.948
60     284.951     334.003
61     284.951     332.194
62     284.951     329.881
63     278.875     327.271
64     278.875     324.626
65     278.875     322.319
66     278.167     319.757
67     278.167     317.364
68     265.244     314.625
69     265.244      312.56
70     265.244     309.829
71     265.244     307.502
72     265.244     305.344
73     265.244     303.299
74     265.244     301.555
75     264.698     299.361
76     264.698     297.942
77     262.009     296.021
78     262.009     294.616
79     261.068     292.833
80     261.068      291.37
81     257.136     289.999
82     257.136     288.407
83     257.136     287.174
84     257.136     286.018
85     256.035     285.222
86     256.035     284.405
87     255.431     283.345
88     255.431     282.363
89     255.431     281.409
90     255.431     280.516
91     252.388     279.366
92     249.739     278.347
93     249.739     277.092
94     249.739     276.057
95     241.346     275.076
96     241.346     274.279
97     241.346     273.148
98     241.346     271.945
99     241.346     271.373
100     240.754     270.096
101     240.754     269.333
102     240.754     268.448
103     240.754     267.789
104     240.754     266.586
105     240.754     265.671
106     236.209     264.679
107     236.209     263.542
108     236.209     262.649
109     236.209      261.66
110     236.209     260.697
111     234.892      259.76
112     234.892     259.066
113     230.216     258.172
114     230.216     257.182
115     230.216     256.265
116     229.635     255.376
117     229.635     254.342
118     229.635     253.323
119     229.635     252.541
120     226.403     251.389
121     225.088     250.217
122     224.436     249.097
123       220.6     248.184
124       220.6     247.329
125       220.6     246.741
126     218.405     246.095
127     218.405     245.062
128     218.405     243.831
129     218.405     243.163
130     218.348     242.344
131     211.962     241.353
132     211.962      240.13
133     211.962     239.384
134     211.962     238.346
135     211.962     237.221
136     211.962     236.483
137     211.962     235.724
138     211.962     234.912
139     211.962     234.111
140     211.962     233.313
141     211.962     232.433
142     211.962     231.949
143     211.691     231.169
144     211.691     230.499
145     211.691     229.891
146     211.691     229.364
147     211.691     228.617
148     211.691     227.875
149     211.691     227.358
150     211.691     226.745
151     209.197     225.899
152     209.197      225.38
153     209.197     224.793
154     205.749     224.207
155     203.181     223.404
156     203.181     222.906
157     203.181     222.027
158     203.181     221.509
159     203.181     221.058
160     203.181     220.566
161     201.312     220.006
162     201.312     219.475
163     201.312      219.09
164     201.312     218.403
165     201.312      217.95
166     201.312     217.433
167     201.312     216.959
168     201.312     216.319
169     201.312     215.619
