GEN:      BEST_LOSS:      AVERAGE_LOSS: 
0     449.224      500.24
1     426.789     493.053
2     426.789     486.941
3       411.2     480.681
4       411.2     475.761
5     400.724     470.228
6     400.724     465.275
7     393.715     461.248
8     393.715     456.142
9     390.599     450.538
10     390.599     445.755
11     381.333     441.104
12     381.333     436.448
13     381.333     432.242
14     378.522     427.666
15     366.134      423.65
16     366.134     419.385
17     366.134     415.819
18     361.005     411.734
19     361.005     408.003
20     359.945     404.121
21     359.945      400.56
22     359.945     397.579
23     342.574     394.906
24     342.574     392.279
25     342.574     389.261
26     336.003     386.595
27     336.003     383.694
28     336.003     380.848
29     336.003      378.62
30     336.003     376.598
31     336.003      374.45
32     336.003     371.931
33     336.003     369.825
34     336.003      367.89
35     333.702     365.978
36     332.879     363.481
37     328.014      361.46
38     321.826     359.528
39     321.826     357.553
40      320.11     355.654
41      320.11     353.375
42     302.776     351.187
43     302.776     349.605
44     302.776     347.324
45     302.776      344.83
46     302.776     343.023
47     302.776     340.664
48     302.776     338.773
49     294.167     336.546
50     293.057      334.47
51     293.057      332.29
52     293.057     330.054
53     288.959     327.985
54      285.29     324.977
55     280.428     322.442
56     280.428     320.132
57     280.428     317.924
58     276.294     315.203
59     270.142     313.181
60     270.142     310.761
61     270.142     309.201
62     270.142     306.469
63     270.142     304.169
64     270.142     301.881
65     269.183     299.806
66     268.718     297.815
67     268.718     295.597
68     261.589     293.559
69     261.589     292.016
70     256.271      290.44
71     256.271     289.233
72     252.624     287.738
73     252.624     286.631
74     252.624     285.165
75     252.624     283.321
76     252.624     281.851
77     252.624     280.734
78     252.624     279.816
79     252.624     278.802
80     252.624     278.015
81     248.506     277.099
82     248.506     275.858
83     248.506     274.768
84     248.506     273.792
85     248.334     272.827
86     248.334     272.247
87     242.282     271.301
88     240.078     270.205
89     240.078     269.211
90     240.078     268.672
91     240.078     267.848
92     240.078     267.185
93     240.078     266.406
94     240.078     265.885
95     240.078     265.081
96     239.878     264.367
97     239.878     263.941
98     235.776      263.35
99     235.776     262.753
100     235.776     262.187
101     235.776     261.852
102     235.776     261.203
103     235.087     260.802
104     235.087     260.116
105     235.087     259.717
106     235.087     259.271
107     232.753     258.639
108     232.753     257.812
109     232.753     257.346
110     231.942      256.41
111     231.942     256.137
112     231.423     255.559
113     231.423     254.954
114     227.636     254.415
115     227.636     253.658
116     227.636     253.187
117     227.636     252.709
118     226.596     252.209
119     226.596     251.573
120     226.596     250.857
121     226.596     250.441
122     226.596     249.739
123     226.596     249.014
124     225.383     248.427
125     224.459     247.424
126     224.459     246.305
127     224.459     245.767
128     224.459     245.204
129     224.459     245.201
130     224.459     244.477
131     224.459     243.987
132     224.459     243.535
133     222.873     242.984
134      219.69     242.415
135      219.69     242.038
136     217.575     241.763
137     217.575     241.435
138     217.575     240.499
139     217.575     240.192
140     217.575     239.653
141     213.339      239.03
142     206.938      238.41
143     206.938     238.072
144     206.938     237.429
145     206.938     237.037
146     206.938      236.47
147      194.37     235.905
148      194.37     235.211
149      194.37      234.64
150      194.37     234.281
151      194.37     233.659
152      194.37      233.32
153      194.37     232.801
154      194.37     232.337
155      194.37     231.651
156      194.37     231.201
157      194.37      230.84
158      194.37     229.864
159      194.37     229.364
160      194.37     228.788
161     198.036     227.733
162     198.036     226.996
163     198.036     226.488
164     198.036     225.806
165     198.036     225.007
166     198.036     224.205
167     198.036     223.329
168     198.036     222.055
169     198.036     221.205
170     198.036     220.249
171     198.036     219.593
172     198.036      218.64
173     198.036     217.783
174     195.424      216.78
175     191.917     215.627
176     191.917     214.782
177     191.917     213.824
178     188.525     212.615
179     188.525     211.806
180     188.525     211.221
181     188.525     210.639
182     188.525     209.868
183     188.525     208.983
184     188.525     208.389
185     185.837     207.466
186     185.837     206.875
187     185.837     206.139
188     178.474     205.371
189     178.474     204.849
190     178.474     204.283
191     178.474     203.562
192     178.474     202.885
193     178.474     201.966
194     178.474     201.274
195     178.474     200.308
196     178.474     199.481
197     173.115      198.76
198     173.115     197.731
199     173.115     197.225
200     173.115     196.502
201     173.115     195.724
202     173.115     194.998
203     173.115     194.242
204     173.115     193.495
205     173.115     192.769
206     173.115     192.139
207     166.875     191.423
208     166.875     190.679
209     166.875     190.073
210     166.875      189.33
211     166.875     188.893
212     166.875     188.161
213     165.059     187.634
214     165.059     187.053
215     165.059      186.58
216     165.059     185.878
217     165.059     185.374
218     165.059     184.987
219     165.059     184.414
220     165.059     183.858
221     160.815     183.095
222     160.815     182.477
223     160.815     181.741
224     160.815     181.126
225     160.815     180.346
226     164.609     179.847
227       163.4     179.279
228       163.4     178.893
229       163.4     178.134
230     162.761     177.282
231     160.945     176.729
232     160.945     176.041
233     160.945     175.299
234     160.945     174.954
235     160.945     174.507
236     159.383     173.942
237     157.205     173.335
238     157.205     172.825
239     157.205     172.298
240     157.205     171.824
241     153.407     171.365
242     153.407     170.935
243     153.407     170.297
244     153.407     169.617
245      151.67     168.858
246      151.67     168.334
247      151.67      167.76
248     150.977     167.111
249     150.977     166.426
250     150.977     165.776
251     150.977     165.363
252     150.977     164.809
253     150.977     164.189
254     150.977     163.823
255     149.673     163.336
256     149.673     163.013
257     149.673     162.562
258     149.673     162.263
259     149.673     161.897
260     149.673     161.534
261     149.673     161.272
262     149.673     160.913
263     149.673     160.635
264     149.673     160.302
265     149.673     159.851
266     147.507     159.539
267     147.507     159.336
268     147.507     158.991
269     147.507     158.613
270     147.507      158.49
271     147.507     158.207
272     147.507     158.024
273     147.507     157.656
274     147.046     157.358
275     147.046     157.074
276     147.046     156.719
277     147.046      156.43
278     147.046     156.334
279     147.046     156.058
280     147.046     155.708
281     146.665     155.497
282     146.665     155.274
283     146.665     155.017
284     146.665     154.724
285     146.665     154.553
286     145.656     154.397
287     145.656     154.127
288     145.656     153.976
289     145.656     153.699
290     145.656     153.403
291     145.656     153.203
292     145.074     153.008
293     145.074      152.92
294     145.074     152.765
295     145.074      152.68
296     145.074     152.562
297     145.074      152.37
298     145.074     152.224
299     145.074     152.053
300     145.074     151.914
301     145.074      151.82
302     143.644     151.656
303     143.644     151.572
304     143.644     151.424
305     143.644     151.322
306     143.368     151.105
307     143.368     151.041
308     143.368      150.82
309     143.368     150.688
310     143.368     150.583
311     142.268     150.437
312     142.268     150.265
313     142.268      150.08
314     142.268     149.887
315     142.268     149.684
316     142.268     149.522
317     142.268     149.327
318     142.268     149.297
319     142.268     149.104
320     142.268     149.012
321     142.064     148.831
322     142.064     148.704
323     142.064     148.565
324     140.526     148.439
325     140.526     148.319
326     140.319     148.013
327     140.319     147.907
328     140.319     147.774
329     140.319     147.562
330     140.319     147.538
331     140.319     147.391
332     140.319     147.348
333      139.45     147.171
334      139.45     147.093
335      139.45     146.862
336      139.45     146.812
337      139.45     146.678
338      139.45     146.496
339     139.091     146.319
340     136.736     146.198
341     136.736     146.038
342      136.04     145.831
343      136.04     145.758
344     134.319     145.574
345     134.319      145.49
346     134.319     145.226
347     134.319     145.066
348     134.319     144.879
349     134.319     144.732
350     134.319     144.495
351     134.319     144.387
352     134.319     144.134
353     134.319      143.92
354     133.629      143.84
355     133.629     143.575
356     133.629     143.335
357     133.629     143.034
358     133.629     142.821
359     133.629     142.628
360     133.629      142.38
361     133.629     142.221
362     133.629     142.059
363     133.629     141.732
364     133.629     141.655
365     133.629     141.267
366     133.254     141.068
367     133.254     140.828
368     133.254     140.746
369     133.254     140.634
370     133.254     140.453
371     131.983     140.157
372     131.983      139.89
373     131.983     139.695
374     131.983     139.562
375     131.983     139.312
376     131.983     139.125
377     131.983     138.976
378     129.727     138.835
379     129.727     138.584
380     129.727     138.431
381     129.727     138.136
382     129.727     138.031
383     129.727     137.747
384     129.727      137.63
385     129.727     137.512
386     129.727      137.33
387     129.727     137.128
388     129.727     137.113
389     129.727     137.131
390     129.727     137.051
391     126.891     136.919
392     126.891     136.795
393     126.891     136.584
394     126.891      136.41
395     126.891     136.338
396     126.891     136.127
397     126.891     135.895
398     126.891     135.641
399     126.891       135.5
400     126.891     135.437
401     124.502     135.241
402     124.502     135.192
403     124.502     135.039
404     124.502     134.889
405     124.502     134.702
